x
CHOYP_ACE.4.4.m.17563
CHOYP_ACH7.2.2.m.66217
CHOYP_ACIN1A.2.2.m.51408
CHOYP_ACL6B.1.1.m.62588
CHOYP_ACLY.1.1.m.65081
CHOYP_ACON.1.1.m.61060
CHOYP_ACOX1.3.3.m.26948
CHOYP_ACOX3.1.1.m.60111
CHOYP_ACSA.1.1.m.61294
CHOYP_ACSL1.1.1.m.685
CHOYP_ACSL4.1.1.m.24576
CHOYP_ACSM3.1.1.m.23686
CHOYP_ACSS3.1.1.m.64144
CHOYP_ACT.13.27.m.39351
CHOYP_ACT.23.27.m.58454
CHOYP_ACT.4.27.m.14034
CHOYP_ACT.5.27.m.15585
CHOYP_ACT1.3.7.m.25836
CHOYP_ACT1.4.7.m.29125
CHOYP_ACT3.1.3.m.23292
CHOYP_ACT5.3.3.m.41147
CHOYP_ACTC.2.6.m.15315
CHOYP_ACTC.3.6.m.21571
CHOYP_ACTN.1.2.m.15252
CHOYP_ACTZ.1.1.m.12877
CHOYP_ADD.3.5.m.17639
CHOYP_ADHX.1.1.m.60159
CHOYP_AFG32.1.1.m.59372
CHOYP_AFG32.1.1.m.59373
CHOYP_AFUA_1G01020.7.50.m.19296
CHOYP_AFURIN2.1.1.m.59865
CHOYP_AGAP_AGAP002350.1.1.m.37286
CHOYP_AGAP_AGAP002739.4.5.m.55695
CHOYP_AGAP_AGAP004136.1.3.m.24172
CHOYP_AGAP_AGAP004136.3.3.m.44420
CHOYP_AGAP_AGAP005057.1.1.m.62428
CHOYP_AGAP_AGAP006590.1.1.m.42108
CHOYP_AGAP_AGAP006810.1.2.m.12514
CHOYP_AGAP_AGAP007368.1.1.m.8474
CHOYP_AGAP_AGAP007681.1.1.m.36727
CHOYP_AGAP_AGAP008287.1.1.m.58727
CHOYP_AGAP_AGAP010186.1.1.m.62505
CHOYP_AGAP_AGAP010490.1.1.m.51445
CHOYP_AGAP_AGAP011617.1.2.m.29071
CHOYP_AGPS.1.1.m.62910
CHOYP_AGRIN.3.5.m.5652
CHOYP_AGRIN.4.5.m.27580
CHOYP_AHCTF1.1.1.m.17461
CHOYP_AIFM1.1.1.m.1582
CHOYP_AKD1.2.3.m.49697
CHOYP_AKD1.3.3.m.63103
CHOYP_AKT1.2.2.m.51125
CHOYP_AL1A1.1.1.m.24832
CHOYP_AL4A1.1.1.m.28988
CHOYP_AL8A1.1.1.m.13904
CHOYP_ALAT2.1.1.m.15163
CHOYP_ALDH2.3.3.m.25044
CHOYP_ALDR.1.1.m.50075
CHOYP_ALF.1.3.m.25601
CHOYP_ALF.2.3.m.40474
CHOYP_ALG1.1.1.m.40067
CHOYP_ALKB8.1.2.m.27789
CHOYP_ALS2.1.3.m.33568
CHOYP_ALS2.2.3.m.37861
CHOYP_AMO.1.5.m.28337
CHOYP_AMPD2.1.2.m.1295
CHOYP_AMPL.1.1.m.27061
CHOYP_AMRP.1.1.m.36070
CHOYP_AMY.3.3.m.64271
CHOYP_AN13B.1.1.m.15287
CHOYP_ANGP4.4.7.m.33574
CHOYP_ANK.2.3.m.19487
CHOYP_ANK3.3.9.m.6798
CHOYP_ANK3.7.9.m.43272
CHOYP_ANKRD5.1.2.m.11711
CHOYP_ANM3.1.1.m.376
CHOYP_ANM5.1.1.m.1529
CHOYP_ANR17.1.2.m.772
CHOYP_AOF.1.1.m.7109
CHOYP_AP1G1.1.1.m.13111
CHOYP_AP1M1.1.1.m.56248
CHOYP_AP2A2.1.1.m.62726
CHOYP_AP2M1.1.1.m.25996
CHOYP_AP3M2.1.1.m.43706
CHOYP_APBP2.1.1.m.62244
CHOYP_API5.1.1.m.17066
CHOYP_APLA.1.2.m.191
CHOYP_APN.1.3.m.316
CHOYP_AQR.1.1.m.9127
CHOYP_ARB_02478.1.1.m.29725
CHOYP_ARC1A.1.1.m.56262
CHOYP_ARF2.1.3.m.10738
CHOYP_ARGI.1.2.m.3263
CHOYP_ARHG7.3.5.m.37182
CHOYP_ARHGAP8.1.1.m.25503
CHOYP_ARI2.1.1.m.34963
CHOYP_ARIP4.3.3.m.33366
CHOYP_ARL6.1.2.m.29833
CHOYP_ARL6IP1.1.1.m.13877
CHOYP_ARMC9.1.1.m.57265
CHOYP_ARNT.1.1.m.19078
CHOYP_ARP2.1.1.m.43520
CHOYP_ARP3.1.1.m.6867
CHOYP_ARP6.1.1.m.17920
CHOYP_ARP8.1.1.m.10729
CHOYP_ARPC2.1.1.m.50573
CHOYP_ARPC4.2.2.m.35677
CHOYP_ARRB.1.2.m.25932
CHOYP_ASCC3.1.1.m.51755
CHOYP_ASK1.1.2.m.586
CHOYP_ASM.1.1.m.21521
CHOYP_ASPH.1.2.m.35319
CHOYP_ASPM.1.4.m.6650
CHOYP_ASSY.2.4.m.43713
CHOYP_ASUN.1.1.m.6333
CHOYP_AT1.1.1.m.66793
CHOYP_AT1A.1.1.m.18017
CHOYP_ATC1.1.1.m.5160
CHOYP_ATC1.1.1.m.5161
CHOYP_ATG2A.1.1.m.57169
CHOYP_ATG7.1.1.m.34175
CHOYP_ATIC.1.1.m.17816
CHOYP_ATP13A.1.1.m.10161
CHOYP_ATP2B3.1.1.m.6573
CHOYP_ATP5B.1.1.m.22321
CHOYP_ATP6AP1.1.1.m.18150
CHOYP_ATP7A.1.1.m.23099
CHOYP_ATPA.1.1.m.50245
CHOYP_ATPB.1.1.m.21960
CHOYP_ATRIP.1.1.m.15992
CHOYP_ATRX.1.1.m.14705
CHOYP_ATS10.1.1.m.43473
CHOYP_ATS2.1.2.m.39791
CHOYP_ATS20.2.2.m.52571
CHOYP_ATS6.3.3.m.56109
CHOYP_B3GT2.1.1.m.35771
CHOYP_BACH1.8.17.m.18006
CHOYP_BACOIKO003_21.1.1.m.44123
CHOYP_BAT1.4.4.m.32273
CHOYP_BAZ1A.1.1.m.9485
CHOYP_BAZ1B.1.1.m.24480
CHOYP_BBOV_II003210.5.13.m.30678
CHOYP_BBS4.1.1.m.50943
CHOYP_BBS5.1.1.m.56560
CHOYP_BCAS0157.2.2.m.53484
CHOYP_BCAS3.1.1.m.6968
CHOYP_BCL3.2.2.m.57485
CHOYP_BCL7A.1.1.m.29528
CHOYP_BGAL.2.2.m.41942
CHOYP_BICD2.1.1.m.9177
CHOYP_BIG1.1.3.m.6444
CHOYP_BIG1.3.3.m.34442
CHOYP_BIG3.1.1.m.51448
CHOYP_BIR7B.2.2.m.60973
CHOYP_BIRA.1.1.m.18343
CHOYP_BIRC6.1.2.m.51516
CHOYP_BIRC7.3.5.m.22702
CHOYP_BL1S2.1.1.m.11618
CHOYP_BLMH.1.1.m.66065
CHOYP_BM1_00205.2.4.m.5170
CHOYP_BM1_24035.1.1.m.40152
CHOYP_BM1_57400.5.7.m.58033
CHOYP_BMS1.1.1.m.17619
CHOYP_BN6_64710.1.1.m.52168
CHOYP_BOP1.1.1.m.66373
CHOYP_BPTF.1.1.m.25244
CHOYP_BRAF.2.3.m.21192
CHOYP_BRAFLDRAFT_100614.1.1.m.31700
CHOYP_BRAFLDRAFT_100695.1.1.m.47761
CHOYP_BRAFLDRAFT_103544.1.1.m.38439
CHOYP_BRAFLDRAFT_104160.1.1.m.29524
CHOYP_BRAFLDRAFT_104267.1.1.m.52332
CHOYP_BRAFLDRAFT_105037.1.1.m.17483
CHOYP_BRAFLDRAFT_105238.1.1.m.18657
CHOYP_BRAFLDRAFT_106560.10.14.m.46985
CHOYP_BRAFLDRAFT_106560.13.14.m.62780
CHOYP_BRAFLDRAFT_106560.13.14.m.62781
CHOYP_BRAFLDRAFT_106560.4.14.m.5053
CHOYP_BRAFLDRAFT_108792.4.5.m.45892
CHOYP_BRAFLDRAFT_109077.1.1.m.7494
CHOYP_BRAFLDRAFT_109340.1.1.m.30107
CHOYP_BRAFLDRAFT_109688.1.1.m.59704
CHOYP_BRAFLDRAFT_113849.1.1.m.53398
CHOYP_BRAFLDRAFT_113849.1.1.m.53400
CHOYP_BRAFLDRAFT_114006.1.1.m.49056
CHOYP_BRAFLDRAFT_114158.1.1.m.24733
CHOYP_BRAFLDRAFT_114204.1.1.m.15168
CHOYP_BRAFLDRAFT_114350.1.1.m.14176
CHOYP_BRAFLDRAFT_114488.1.1.m.6260
CHOYP_BRAFLDRAFT_114633.1.1.m.49577
CHOYP_BRAFLDRAFT_114843.2.2.m.57232
CHOYP_BRAFLDRAFT_114866.4.5.m.35626
CHOYP_BRAFLDRAFT_115040.1.1.m.28389
CHOYP_BRAFLDRAFT_115608.1.1.m.25984
CHOYP_BRAFLDRAFT_115639.1.1.m.11373
CHOYP_BRAFLDRAFT_115771.2.2.m.30817
CHOYP_BRAFLDRAFT_115951.1.1.m.22622
CHOYP_BRAFLDRAFT_116041.1.1.m.3962
CHOYP_BRAFLDRAFT_116394.1.1.m.57079
CHOYP_BRAFLDRAFT_116988.1.3.m.3947
CHOYP_BRAFLDRAFT_117028.1.1.m.26596
CHOYP_BRAFLDRAFT_117068.1.1.m.36193
CHOYP_BRAFLDRAFT_117106.1.1.m.49365
CHOYP_BRAFLDRAFT_117187.2.4.m.3553
CHOYP_BRAFLDRAFT_117231.1.1.m.4966
CHOYP_BRAFLDRAFT_117282.2.6.m.13259
CHOYP_BRAFLDRAFT_117283.2.2.m.37544
CHOYP_BRAFLDRAFT_117284.5.7.m.53216
CHOYP_BRAFLDRAFT_117292.1.1.m.19637
CHOYP_BRAFLDRAFT_117365.2.2.m.31681
CHOYP_BRAFLDRAFT_117560.1.1.m.18467
CHOYP_BRAFLDRAFT_117612.1.1.m.28286
CHOYP_BRAFLDRAFT_117737.1.1.m.4255
CHOYP_BRAFLDRAFT_117849.1.3.m.2806
CHOYP_BRAFLDRAFT_117849.3.3.m.5503
CHOYP_BRAFLDRAFT_117858.2.3.m.48274
CHOYP_BRAFLDRAFT_117858.3.3.m.61651
CHOYP_BRAFLDRAFT_117937.1.1.m.18686
CHOYP_BRAFLDRAFT_117940.1.1.m.59223
CHOYP_BRAFLDRAFT_118054.1.1.m.18488
CHOYP_BRAFLDRAFT_118099.2.6.m.3049
CHOYP_BRAFLDRAFT_118108.1.1.m.58962
CHOYP_BRAFLDRAFT_118260.1.1.m.13621
CHOYP_BRAFLDRAFT_118294.2.2.m.15439
CHOYP_BRAFLDRAFT_118310.1.1.m.8287
CHOYP_BRAFLDRAFT_118423.2.3.m.29362
CHOYP_BRAFLDRAFT_118500.1.1.m.46374
CHOYP_BRAFLDRAFT_118535.8.8.m.61819
CHOYP_BRAFLDRAFT_118545.2.2.m.54585
CHOYP_BRAFLDRAFT_118602.3.5.m.19626
CHOYP_BRAFLDRAFT_118680.1.1.m.14225
CHOYP_BRAFLDRAFT_118709.2.4.m.41225
CHOYP_BRAFLDRAFT_118709.3.4.m.52468
CHOYP_BRAFLDRAFT_118736.1.1.m.17458
CHOYP_BRAFLDRAFT_118756.1.2.m.16721
CHOYP_BRAFLDRAFT_118789.2.3.m.59829
CHOYP_BRAFLDRAFT_118790.1.1.m.29970
CHOYP_BRAFLDRAFT_118819.1.2.m.29565
CHOYP_BRAFLDRAFT_118961.1.1.m.8363
CHOYP_BRAFLDRAFT_119035.1.3.m.6973
CHOYP_BRAFLDRAFT_119209.1.1.m.4850
CHOYP_BRAFLDRAFT_119350.1.1.m.50169
CHOYP_BRAFLDRAFT_119363.1.1.m.41627
CHOYP_BRAFLDRAFT_119367.1.1.m.59963
CHOYP_BRAFLDRAFT_119424.1.1.m.15350
CHOYP_BRAFLDRAFT_119484.2.3.m.60445
CHOYP_BRAFLDRAFT_119774.4.4.m.33349
CHOYP_BRAFLDRAFT_119901.1.1.m.7089
CHOYP_BRAFLDRAFT_119906.1.1.m.45319
CHOYP_BRAFLDRAFT_119906.1.1.m.45320
CHOYP_BRAFLDRAFT_119982.1.1.m.62398
CHOYP_BRAFLDRAFT_120093.2.2.m.51468
CHOYP_BRAFLDRAFT_120139.4.5.m.50713
CHOYP_BRAFLDRAFT_120586.1.1.m.41856
CHOYP_BRAFLDRAFT_120588.1.1.m.22993
CHOYP_BRAFLDRAFT_120607.1.3.m.8455
CHOYP_BRAFLDRAFT_120767.1.1.m.16005
CHOYP_BRAFLDRAFT_120970.1.1.m.63798
CHOYP_BRAFLDRAFT_120990.1.18.m.2376
CHOYP_BRAFLDRAFT_120993.1.2.m.41307
CHOYP_BRAFLDRAFT_121105.1.1.m.41883
CHOYP_BRAFLDRAFT_121259.1.1.m.2411
CHOYP_BRAFLDRAFT_121507.1.2.m.30603
CHOYP_BRAFLDRAFT_121667.1.2.m.12193
CHOYP_BRAFLDRAFT_121887.1.1.m.59668
CHOYP_BRAFLDRAFT_121927.1.1.m.47211
CHOYP_BRAFLDRAFT_122018.1.1.m.21774
CHOYP_BRAFLDRAFT_122381.3.4.m.23140
CHOYP_BRAFLDRAFT_122422.1.2.m.52874
CHOYP_BRAFLDRAFT_122572.1.1.m.29320
CHOYP_BRAFLDRAFT_122791.1.6.m.8640
CHOYP_BRAFLDRAFT_122807.1.1.m.3729
CHOYP_BRAFLDRAFT_122922.1.1.m.17746
CHOYP_BRAFLDRAFT_123087.1.2.m.6329
CHOYP_BRAFLDRAFT_123202.1.1.m.17267
CHOYP_BRAFLDRAFT_123298.1.1.m.483
CHOYP_BRAFLDRAFT_123304.1.1.m.29231
CHOYP_BRAFLDRAFT_123389.1.1.m.57156
CHOYP_BRAFLDRAFT_123736.1.1.m.48671
CHOYP_BRAFLDRAFT_123741.1.1.m.31088
CHOYP_BRAFLDRAFT_123909.1.1.m.24337
CHOYP_BRAFLDRAFT_123986.1.1.m.47284
CHOYP_BRAFLDRAFT_124027.2.2.m.50286
CHOYP_BRAFLDRAFT_124064.1.6.m.5120
CHOYP_BRAFLDRAFT_124064.5.6.m.41252
CHOYP_BRAFLDRAFT_124069.1.1.m.14145
CHOYP_BRAFLDRAFT_124130.2.3.m.30247
CHOYP_BRAFLDRAFT_124233.1.1.m.26105
CHOYP_BRAFLDRAFT_124260.1.1.m.8355
CHOYP_BRAFLDRAFT_124284.1.1.m.33673
CHOYP_BRAFLDRAFT_124476.3.4.m.48503
CHOYP_BRAFLDRAFT_124526.1.1.m.25228
CHOYP_BRAFLDRAFT_124536.1.2.m.10835
CHOYP_BRAFLDRAFT_124637.1.1.m.26435
CHOYP_BRAFLDRAFT_124675.1.1.m.61945
CHOYP_BRAFLDRAFT_124962.1.1.m.57433
CHOYP_BRAFLDRAFT_124972.1.5.m.3843
CHOYP_BRAFLDRAFT_124972.1.5.m.3844
CHOYP_BRAFLDRAFT_125037.1.3.m.2939
CHOYP_BRAFLDRAFT_125037.2.3.m.13981
CHOYP_BRAFLDRAFT_125104.1.1.m.31139
CHOYP_BRAFLDRAFT_125119.1.1.m.57550
CHOYP_BRAFLDRAFT_125327.1.1.m.29699
CHOYP_BRAFLDRAFT_125481.1.1.m.4369
CHOYP_BRAFLDRAFT_125516.1.1.m.13150
CHOYP_BRAFLDRAFT_125658.1.1.m.27104
CHOYP_BRAFLDRAFT_125670.1.1.m.9555
CHOYP_BRAFLDRAFT_125701.1.3.m.18477
CHOYP_BRAFLDRAFT_125724.1.1.m.30781
CHOYP_BRAFLDRAFT_125731.1.1.m.6261
CHOYP_BRAFLDRAFT_125780.1.1.m.60450
CHOYP_BRAFLDRAFT_125862.1.1.m.27159
CHOYP_BRAFLDRAFT_125880.3.3.m.26918
CHOYP_BRAFLDRAFT_126338.1.1.m.59058
CHOYP_BRAFLDRAFT_126352.2.2.m.64882
CHOYP_BRAFLDRAFT_126378.2.2.m.11826
CHOYP_BRAFLDRAFT_126379.1.3.m.5102
CHOYP_BRAFLDRAFT_126411.1.1.m.49664
CHOYP_BRAFLDRAFT_126506.1.1.m.60629
CHOYP_BRAFLDRAFT_126596.1.1.m.64385
CHOYP_BRAFLDRAFT_126603.1.1.m.31078
CHOYP_BRAFLDRAFT_126750.1.1.m.40768
CHOYP_BRAFLDRAFT_126826.1.1.m.14796
CHOYP_BRAFLDRAFT_126856.1.3.m.24519
CHOYP_BRAFLDRAFT_126856.2.3.m.30577
CHOYP_BRAFLDRAFT_127028.1.1.m.18415
CHOYP_BRAFLDRAFT_127065.7.7.m.57708
CHOYP_BRAFLDRAFT_127100.1.2.m.2218
CHOYP_BRAFLDRAFT_127100.2.2.m.42594
CHOYP_BRAFLDRAFT_127105.1.1.m.21922
CHOYP_BRAFLDRAFT_127466.1.1.m.62415
CHOYP_BRAFLDRAFT_127851.1.1.m.10499
CHOYP_BRAFLDRAFT_128029.1.1.m.63515
CHOYP_BRAFLDRAFT_128100.1.1.m.10153
CHOYP_BRAFLDRAFT_128459.1.3.m.21899
CHOYP_BRAFLDRAFT_128460.1.2.m.7232
CHOYP_BRAFLDRAFT_128562.2.4.m.33663
CHOYP_BRAFLDRAFT_128887.2.2.m.46965
CHOYP_BRAFLDRAFT_128944.1.2.m.19981
CHOYP_BRAFLDRAFT_129048.1.1.m.1769
CHOYP_BRAFLDRAFT_129108.1.2.m.2456
CHOYP_BRAFLDRAFT_129259.1.1.m.9267
CHOYP_BRAFLDRAFT_129513.1.1.m.51276
CHOYP_BRAFLDRAFT_129759.2.2.m.30082
CHOYP_BRAFLDRAFT_129885.1.2.m.24564
CHOYP_BRAFLDRAFT_129885.2.2.m.34895
CHOYP_BRAFLDRAFT_129914.1.3.m.8213
CHOYP_BRAFLDRAFT_129967.1.4.m.4020
CHOYP_BRAFLDRAFT_130131.1.1.m.11020
CHOYP_BRAFLDRAFT_130395.1.1.m.38394
CHOYP_BRAFLDRAFT_130685.1.1.m.63499
CHOYP_BRAFLDRAFT_130809.1.1.m.5127
CHOYP_BRAFLDRAFT_131151.3.4.m.57848
CHOYP_BRAFLDRAFT_131151.4.4.m.58019
CHOYP_BRAFLDRAFT_131216.1.1.m.8822
CHOYP_BRAFLDRAFT_132233.1.4.m.13687
CHOYP_BRAFLDRAFT_132957.1.1.m.51287
CHOYP_BRAFLDRAFT_150340.1.4.m.7435
CHOYP_BRAFLDRAFT_151236.1.1.m.30653
CHOYP_BRAFLDRAFT_153908.1.2.m.1377
CHOYP_BRAFLDRAFT_161161.1.1.m.39447
CHOYP_BRAFLDRAFT_199108.1.2.m.24078
CHOYP_BRAFLDRAFT_199346.1.3.m.11369
CHOYP_BRAFLDRAFT_200206.1.1.m.35419
CHOYP_BRAFLDRAFT_201924.1.1.m.30855
CHOYP_BRAFLDRAFT_202318.1.1.m.4330
CHOYP_BRAFLDRAFT_203393.1.2.m.16760
CHOYP_BRAFLDRAFT_204501.1.1.m.910
CHOYP_BRAFLDRAFT_204923.1.2.m.1690
CHOYP_BRAFLDRAFT_204923.2.2.m.63877
CHOYP_BRAFLDRAFT_205939.3.3.m.64021
CHOYP_BRAFLDRAFT_206799.1.23.m.3242
CHOYP_BRAFLDRAFT_208090.1.1.m.45354
CHOYP_BRAFLDRAFT_208117.3.3.m.56788
CHOYP_BRAFLDRAFT_208197.18.21.m.59194
CHOYP_BRAFLDRAFT_208197.2.21.m.9816
CHOYP_BRAFLDRAFT_208197.5.21.m.21756
CHOYP_BRAFLDRAFT_208293.10.20.m.53518
CHOYP_BRAFLDRAFT_208436.22.32.m.59131
CHOYP_BRAFLDRAFT_208436.25.32.m.60144
CHOYP_BRAFLDRAFT_208436.4.32.m.22689
CHOYP_BRAFLDRAFT_208819.1.1.m.61941
CHOYP_BRAFLDRAFT_208819.1.1.m.61942
CHOYP_BRAFLDRAFT_212086.4.11.m.42448
CHOYP_BRAFLDRAFT_214348.1.2.m.42797
CHOYP_BRAFLDRAFT_215361.1.1.m.55455
CHOYP_BRAFLDRAFT_215413.1.1.m.2004
CHOYP_BRAFLDRAFT_215789.1.1.m.60401
CHOYP_BRAFLDRAFT_215789.1.1.m.60405
CHOYP_BRAFLDRAFT_217424.2.2.m.44576
CHOYP_BRAFLDRAFT_217516.1.1.m.18628
CHOYP_BRAFLDRAFT_218889.2.2.m.58058
CHOYP_BRAFLDRAFT_219160.1.1.m.58567
CHOYP_BRAFLDRAFT_220356.5.6.m.38505
CHOYP_BRAFLDRAFT_221115.1.1.m.28512
CHOYP_BRAFLDRAFT_221898.1.2.m.28353
CHOYP_BRAFLDRAFT_223290.2.2.m.30918
CHOYP_BRAFLDRAFT_223429.2.2.m.38659
CHOYP_BRAFLDRAFT_223476.1.1.m.30983
CHOYP_BRAFLDRAFT_223623.1.1.m.11202
CHOYP_BRAFLDRAFT_223894.1.1.m.7024
CHOYP_BRAFLDRAFT_224325.3.3.m.52906
CHOYP_BRAFLDRAFT_225253.1.1.m.9264
CHOYP_BRAFLDRAFT_225290.1.1.m.5737
CHOYP_BRAFLDRAFT_226345.1.1.m.55555
CHOYP_BRAFLDRAFT_226506.1.3.m.1062
CHOYP_BRAFLDRAFT_226506.3.3.m.53203
CHOYP_BRAFLDRAFT_226942.1.1.m.49751
CHOYP_BRAFLDRAFT_228853.1.1.m.9833
CHOYP_BRAFLDRAFT_230181.1.1.m.61583
CHOYP_BRAFLDRAFT_235412.2.2.m.58139
CHOYP_BRAFLDRAFT_241400.1.1.m.44544
CHOYP_BRAFLDRAFT_241420.1.1.m.61408
CHOYP_BRAFLDRAFT_244533.1.2.m.40480
CHOYP_BRAFLDRAFT_245349.1.1.m.45479
CHOYP_BRAFLDRAFT_246510.1.1.m.27433
CHOYP_BRAFLDRAFT_246978.1.1.m.6916
CHOYP_BRAFLDRAFT_247007.1.1.m.15096
CHOYP_BRAFLDRAFT_247063.1.1.m.17671
CHOYP_BRAFLDRAFT_249506.2.2.m.60314
CHOYP_BRAFLDRAFT_251779.1.2.m.6830
CHOYP_BRAFLDRAFT_259734.1.1.m.23051
CHOYP_BRAFLDRAFT_261406.1.1.m.46291
CHOYP_BRAFLDRAFT_262219.2.2.m.65564
CHOYP_BRAFLDRAFT_262219.2.2.m.65565
CHOYP_BRAFLDRAFT_263599.1.1.m.59010
CHOYP_BRAFLDRAFT_263840.1.1.m.51673
CHOYP_BRAFLDRAFT_264234.2.2.m.7063
CHOYP_BRAFLDRAFT_264304.1.1.m.35625
CHOYP_BRAFLDRAFT_264461.1.1.m.51481
CHOYP_BRAFLDRAFT_265991.1.1.m.58765
CHOYP_BRAFLDRAFT_266349.1.1.m.9217
CHOYP_BRAFLDRAFT_268308.1.1.m.17043
CHOYP_BRAFLDRAFT_268354.1.1.m.57510
CHOYP_BRAFLDRAFT_268929.1.1.m.35239
CHOYP_BRAFLDRAFT_269194.1.1.m.53515
CHOYP_BRAFLDRAFT_270300.1.1.m.59680
CHOYP_BRAFLDRAFT_270517.1.1.m.27028
CHOYP_BRAFLDRAFT_271463.1.1.m.62869
CHOYP_BRAFLDRAFT_272416.1.1.m.56641
CHOYP_BRAFLDRAFT_273832.1.1.m.56325
CHOYP_BRAFLDRAFT_274539.3.3.m.49552
CHOYP_BRAFLDRAFT_274974.1.1.m.56783
CHOYP_BRAFLDRAFT_275527.1.1.m.12579
CHOYP_BRAFLDRAFT_275580.2.2.m.40924
CHOYP_BRAFLDRAFT_275667.1.1.m.17353
CHOYP_BRAFLDRAFT_275724.1.1.m.54178
CHOYP_BRAFLDRAFT_275787.2.2.m.62313
CHOYP_BRAFLDRAFT_276226.1.2.m.21725
CHOYP_BRAFLDRAFT_276229.1.1.m.37508
CHOYP_BRAFLDRAFT_276592.1.1.m.8046
CHOYP_BRAFLDRAFT_276868.1.1.m.27780
CHOYP_BRAFLDRAFT_276908.1.1.m.28793
CHOYP_BRAFLDRAFT_277055.1.2.m.3095
CHOYP_BRAFLDRAFT_277055.2.2.m.18714
CHOYP_BRAFLDRAFT_277091.1.3.m.1103
CHOYP_BRAFLDRAFT_277269.1.1.m.51636
CHOYP_BRAFLDRAFT_277494.2.3.m.57496
CHOYP_BRAFLDRAFT_277494.3.3.m.62602
CHOYP_BRAFLDRAFT_277775.1.1.m.12736
CHOYP_BRAFLDRAFT_277775.1.1.m.12737
CHOYP_BRAFLDRAFT_277920.1.1.m.28845
CHOYP_BRAFLDRAFT_278091.1.1.m.7340
CHOYP_BRAFLDRAFT_278832.1.1.m.13624
CHOYP_BRAFLDRAFT_278918.2.5.m.16457
CHOYP_BRAFLDRAFT_278938.1.1.m.38684
CHOYP_BRAFLDRAFT_279360.1.1.m.11115
CHOYP_BRAFLDRAFT_279949.1.1.m.54415
CHOYP_BRAFLDRAFT_280249.1.1.m.26508
CHOYP_BRAFLDRAFT_280343.1.1.m.41317
CHOYP_BRAFLDRAFT_280861.1.2.m.5389
CHOYP_BRAFLDRAFT_281070.1.1.m.1319
CHOYP_BRAFLDRAFT_281651.2.8.m.5909
CHOYP_BRAFLDRAFT_281658.1.1.m.6266
CHOYP_BRAFLDRAFT_282105.1.2.m.43460
CHOYP_BRAFLDRAFT_282200.1.1.m.18115
CHOYP_BRAFLDRAFT_283789.1.1.m.40987
CHOYP_BRAFLDRAFT_283981.1.1.m.7732
CHOYP_BRAFLDRAFT_284130.1.1.m.27065
CHOYP_BRAFLDRAFT_284242.1.1.m.13711
CHOYP_BRAFLDRAFT_284587.2.3.m.15867
CHOYP_BRAFLDRAFT_284587.3.3.m.26954
CHOYP_BRAFLDRAFT_284846.2.2.m.60100
CHOYP_BRAFLDRAFT_285738.1.1.m.21025
CHOYP_BRAFLDRAFT_286243.1.1.m.11085
CHOYP_BRAFLDRAFT_287019.1.1.m.36911
CHOYP_BRAFLDRAFT_287353.1.1.m.46293
CHOYP_BRAFLDRAFT_287716.1.1.m.51443
CHOYP_BRAFLDRAFT_287844.1.1.m.63253
CHOYP_BRAFLDRAFT_290492.1.1.m.21887
CHOYP_BRAFLDRAFT_57175.1.1.m.7616
CHOYP_BRAFLDRAFT_57258.1.3.m.43523
