Entry,D_3_T_23_adj.ChiSq.pval,D_3_T_29_adj.ChiSq.pval,D_5_T_23_adj.ChiSq.pval,D_5_T_29_adj.ChiSq.pval,D_7_T_23_adj.ChiSq.pval,D_7_T_29_adj.ChiSq.pval,D_9_T_23_adj.ChiSq.pval,D_9_T_29_adj.ChiSq.pval,D_11_T_23_adj.ChiSq.pval,D_11_T_29_adj.ChiSq.pval,D_13_T_23_adj.ChiSq.pval,D_13_T_29_adj.ChiSq.pval
Q5M8X6,0.986700297417779,0.999430996321945,0.958808489306551,0.973152018906767,0.481833870630174,0.487383719544117,0.995145092771847,0.897304036201227,0.867739812002744,0.0304554916098671,0.613927357598794,0.0557749351455152
Q04164,0.986700297417779,0.999430996321945,0.323193933497047,0.25571920469807,0.18782801568452,0.0495374009413122,0.00392989080836973,0.00275539783500202,0.00897105437641167,0.00909659513946066,0.067210357300818,0.0457835674145657
Q8DD54,0.986700297417779,0.999430996321945,0.128254713854655,0.128357095550233,0.530976074133798,0.623978050692256,0.309466186336687,0.0545615034280493,0.399709845321271,0.000394686639513275,0.0128147082594839,8.96243571608875e-05
Q8NA69,0.986700297417779,0.0190130581525438,0.0357533088837383,0.0186884052749573,0.0118491252282978,0.0846625585250104,0.0123640128532697,0.0137055198461058,0.0175994715448027,0.017104485726975,0.0429040603301004,0.0065992523844498
B2RY50,0.986700297417779,0.0157104268905196,0.00198107760977452,0.00370827461949225,6.59170522620748e-05,0.00232019741118939,3.51313469536535e-05,6.50103783296317e-09,2.53732905184239e-11,6.83507043823761e-08,4.08512132419045e-09,1.78826609375863e-10
Q95LS7,0.986700297417779,0.419915528712429,0.982201279174495,0.383405139683212,0.27940789069831,0.8821308437673,0.632910670134148,0.0137055198461058,0.049490347319303,0.102472610477302,0.39153318208943,0.108001215648207
Q8N6F8,0.986700297417779,0.999430996321945,0.982201279174495,0.925782442891939,0.191490369917704,0.0591870076057814,0.0269502957912585,0.784001522465214,0.602521726531423,0.966102556326282,0.924704430723309,0.415745632471128
Q62009,0.000329028451001948,0.00141843730047338,0.982201279174495,3.20482134389986e-10,1.54647810955563e-12,3.50805360484234e-19,2.83614342663407e-18,2.26955910777667e-26,2.96376404014722e-18,8.05526805264315e-23,1.59560658127439e-17,1.05157876910459e-31
A6PWD2,0.986700297417779,0.411289164594298,0.982201279174495,0.324139357597824,0.655009865381903,0.938232478990227,0.214947750098603,0.00042549343110574,0.000303526528885528,0.00602056412576126,0.0858030155423584,0.00108589074460976
B2RX88,0.986700297417779,0.456187424208516,0.0799909190063185,0.600901770651277,0.0782932936791143,0.0683550492323288,0.0297346284733244,0.0322961634399307,0.209591860595123,0.0962687549420389,0.0871383226766995,0.0170613305640614
Q03460,0.986700297417779,0.017362034330048,4.27075316848317e-05,1.46961718254278e-05,2.00140638276838e-06,0.00063379147743474,2.24133752984352e-06,1.91480802902629e-06,6.82875257002621e-05,2.37387066852862e-06,0.00986363994381748,4.25839100605512e-05
P86854,0.986700297417779,0.00329771634856617,9.43861871703147e-05,7.92041253588698e-05,3.35609742715509e-05,0.00021241585130086,3.51313469536535e-05,4.49200501599301e-05,7.51813864647231e-05,7.21214542486022e-05,0.000397569840227768,1.26822463249047e-05
Q4R8T1,0.986700297417779,0.00548235683874595,0.00392171540773232,0.0120234246584343,0.00314068422644213,0.0201551347699344,3.64458764104142e-05,3.15137766920542e-06,1.35708514497316e-05,2.89661388519942e-07,0.00111730185810599,1.60058082586787e-05
Q8N6F8,0.986700297417779,0.999430996321945,0.44264274585164,0.727688946406306,0.059439578774464,0.0126573650432671,0.108068527840695,0.977637038443834,0.963868455966786,0.966102556326282,0.924704430723309,0.945856377774884
Q6DJN2,0.986700297417779,0.737215162378863,0.968764055312161,0.790199053282632,0.996246021668058,0.487383719544117,0.974861123486163,0.977637038443834,0.963868455966786,0.966102556326282,0.0332231029568986,0.713850508911875
P05140,0.986700297417779,0.999430996321945,0.982201279174495,0.0186884052749573,0.0118491252282978,0.0327316883640463,0.0123640128532697,0.0137055198461058,0.0175994715448027,0.017104485726975,0.0429040603301004,0.0065992523844498
P86854,0.986700297417779,0.000333164828630398,1.70910494877695e-07,6.59647691345118e-08,1.91279865414176e-08,4.430990215363e-07,2.17351376105031e-08,3.88420597612739e-08,7.48700963083799e-08,6.87663305503134e-08,1.17337927694554e-06,4.5640183625199e-09
O35125,0.986700297417779,0.996331869974428,0.148590439172607,0.757794376429985,0.23696314933809,0.352550368886879,0.23329917935548,0.0300950197023493,0.0182904999192302,0.0378421448998866,0.109855131137331,0.0505897404754359
Q9BXB4,0.986700297417779,0.648568383669611,0.171839056837632,0.0643096661826932,0.481833870630174,0.0337180897181681,0.0729939116848545,0.126104300516389,0.175650975102206,0.489773497355819,0.422965545470889,0.0832469034044397
B3EWZ6,0.986700297417779,0.999430996321945,0.982201279174495,0.973152018906767,0.481833870630174,0.146587391589274,0.0173674751932693,0.178731923131767,0.553382009659309,0.242803245265308,0.692729592853666,0.0467639871951751
Q6PBA8,0.986700297417779,0.648568383669611,0.237880464869346,0.461623489240774,0.145567613184403,0.142341031910253,0.335706741597662,0.0583262605327561,0.00782489162115423,0.00289448697920123,0.0261263133520818,0.232754375661781
Q24025,0.986700297417779,0.017362034330048,0.00147380411970167,0.00100967195771267,0.000509223323049111,0.00230033586301993,0.000545458981178356,0.000636925423416745,0.000970106396158125,0.000947282054786783,0.00357220367594262,0.000239172862973054
Q32KU3,0.986700297417779,0.639140561100588,0.803055260704925,0.411079813531742,0.774569948192548,0.0686346663053627,0.0554271181542259,0.0289393149050765,0.0790052545063179,0.0743481404146393,0.0931094157395206,0.0308123544363568
O95995,0.986700297417779,0.00323307885692725,0.012249891540882,0.00455155018542688,0.000947283257716285,0.00648484844904786,0.000456138296794964,0.00291629645282589,0.00224904097597463,0.000154254616444824,4.73836617937056e-05,0.000163559607829864
A2BFC9,0.986700297417779,0.24194474414062,0.237880464869346,0.461623489240774,0.23696314933809,0.644381471197512,0.335706741597662,0.0300950197023493,0.0757162202477747,0.0378421448998866,0.0103420363705,0.0022540373824213
Q3V0Q6,0.986700297417779,0.158045545066465,0.0244990623529376,0.0400665134566254,0.010313380626606,0.142341031910253,0.0259366583641616,0.0129025285134342,0.00666724559902935,0.0169023819413975,0.00733773789124089,0.00202041659154401
Q5EAR5,0.986700297417779,0.851907074630185,0.262393497302398,0.10049009002024,0.0648391443461607,0.109037037431886,0.066851652816459,0.0206775697064396,0.0996995671084463,0.0263693233747823,0.924704430723309,0.00819655381749084
Q5EAR5,0.986700297417779,0.999430996321945,0.982201279174495,0.453820088864283,0.480757122886265,0.630798799597708,0.0378266675802991,0.00233667991458641,0.0567032336401178,0.0242051026003229,0.91170814162345,0.019815473917766
B0CM26,0.986700297417779,0.258613064449481,0.357240260385731,0.094879096911689,0.0703595673149875,0.13989758816483,0.330126781392325,0.07366380639797,0.0882845029156592,0.0825574116296307,0.167474647103037,0.0443224480966819
Q9Y617,0.986700297417779,0.999430996321945,0.0314209104948591,0.214958579079765,0.0202203036147295,0.352550368886879,0.0423237630801327,0.568133919912647,0.761448523199057,0.966102556326282,0.924704430723309,0.975610914628898
Q5JVL4,0.986700297417779,0.059107948027931,0.0461231103329133,0.282653852549506,0.121507123761864,0.0250808139960691,0.00381598969149282,0.000277549964980536,0.00804904922347996,5.60667966074463e-06,0.0532635681659716,1.68713852301301e-05
Q86TN4,0.986700297417779,0.999430996321945,0.982201279174495,0.687628788035405,0.541056022852036,0.323562968247588,0.0374877212329895,0.0427029805156534,0.198505806013409,0.021201684822887,0.57946011792592,0.00780405410782331
Q8AVY1,0.986700297417779,0.350637906572941,0.141294143196756,0.263894357316578,0.0427340938541049,0.333032218426373,0.0207771087756606,0.152869578021774,0.0115965373280353,0.0296322928773244,0.00171226708224862,0.0476392913005094
Q8QZR1,0.986700297417779,0.999430996321945,0.325478811262283,0.22860721862958,0.0298411482643024,0.166144271555513,0.0297346284733244,0.880575565275305,0.558656428181688,0.966102556326282,0.205067125185601,0.975610914628898
Q9C8U0,0.986700297417779,0.737215162378863,0.180434255947003,0.094879096911689,0.0703595673149875,0.13989758816483,0.0699225358641646,0.07366380639797,0.0882845029156592,0.0825574116296307,0.167474647103037,0.0443224480966819
P41636,0.986700297417779,0.165698415592311,0.625772769680908,0.024543701742024,0.0567929254572295,0.2973575860001,0.0699225358641646,0.284611796287229,0.186740004282036,0.060592858886185,0.337440708174401,0.0131418786255694
Q9D3W1,0.986700297417779,0.449506605642166,0.189573036631043,0.271595579071602,0.106188381635712,0.544698785478546,0.107555122017617,0.119535732910888,0.0370347462616604,0.0146562685077125,0.0410461294179365,0.0655516619370041
Q8IXY8,0.986700297417779,0.851907074630185,0.807248606302026,0.621038825309266,0.344636750676386,0.938232478990227,0.229486858030177,0.0439642039002441,0.109476319349038,0.406792123761402,0.246090663462298,0.149846121851614
Q6RY07,0.986700297417779,0.00930853257839525,2.1960235208213e-05,2.21707005271609e-11,2.74996593448139e-12,2.63025151536625e-11,3.53906837854057e-12,2.38012255227894e-12,2.08906119025468e-12,2.16048980798846e-12,1.16891827773732e-10,1.01158415794548e-13
Q9Y600,0.986700297417779,0.999430996321945,0.0653239796301566,0.0693884145634108,0.145567613184403,0.352550368886879,0.0546518462060787,0.0129690481965547,0.00942552161089579,0.242803245265308,0.358505696011004,0.847069298877128
Q13367,0.986700297417779,0.392926398731864,0.0973465158818199,0.466131316376731,0.0320867531789846,0.513387385581045,0.0529413160087044,0.952983285683949,0.963868455966786,0.834644398390533,0.569968623571334,0.714696489923274
