D_3_adj.ChiSq.pval,D_3_ChiSq.pval,D_3_logFC,D_5_adj.ChiSq.pval,D_5_ChiSq.pval,D_5_logFC,D_7_adj.ChiSq.pval,D_7_ChiSq.pval,D_7_logFC,D_9_adj.ChiSq.pval,D_9_ChiSq.pval,D_9_logFC,D_11_adj.ChiSq.pval,D_11_ChiSq.pval,D_11_logFC,D_13_adj.ChiSq.pval,D_13_ChiSq.pval,D_13_logFC,gene,type
0.979445546193914,0.49246622763317,0.0511322850154663,0.967036679485888,0.00977840567710385,-0.215138417616673,1.75836482358296e-07,6.6328359999357e-11,-0.584610196639161,0.779297472465954,0.00715311398088956,0.220425832732836,0.998682844793179,0.0466275939694367,0.155939223221216,0.958428402785477,0.203786393291684,0.09502210868866,ACT.5.27.m.15585,protein
0.979445546193914,0.883943140979452,-0.0170366182903328,0.967036679485888,0.219610046658675,-0.154237140880786,0.949671592008509,0.0101996664073907,-0.330356676347578,0.979180442953242,0.101279747942633,0.200578930226997,0.998682844793179,0.019718466933476,0.27772632521242,0.0278822177493127,7.36233588250431e-05,0.464864003841803,ACT3,protein
0.00895995962870972,7.0976670012412e-05,0.841964465944312,0.967036679485888,0.180723941792416,0.216662223554658,0.949671592008509,0.218535638728411,0.216134427297615,0.979180442953242,0.44737190585067,-0.128418961674429,0.998682844793179,0.19799713218541,0.230279162809961,0.958428402785477,0.103403920299928,0.318380930952417,FMRA.1.2.m.29071,protein
0.00443512704028568,2.89986930837238e-05,-1.46537609272,0.997011995802902,0.993630030348208,0.00347607674022932,0.949671592008509,0.585518178426564,0.226860833890674,0.979180442953242,0.336951172158329,-0.587756559976009,0.998682844793179,0.657373645643105,0.287125023214671,0.958428402785477,0.416205458271523,-0.487269684892938,KAD9.2.3.m.49697,protein
0.00735435582087548,5.270945326165e-05,-1.39826189686147,0.9874483023198,0.972388210018958,0.0144263763007695,0.949671592008509,0.673278520299666,0.170277305524307,0.979180442953242,0.208404940136511,-0.715861385723695,0.998682844793179,0.222174368494026,0.734584000185892,0.958428402785477,0.300055769379695,-0.584131224145527,KAD9.3.3.m.63103,protein
0.0855117317828399,0.00108596566202274,-1.27273101477761,0.967036679485888,0.798071391460317,0.134720610018482,0.949671592008509,0.499254518389973,-0.325680189138105,0.979180442953242,0.208404940136511,-0.715861385723695,0.998682844793179,0.16459962242609,-1.17230659542263,0.958428402785477,0.192672337444564,1.44561611924853,PPR32,protein
0.000626665089178124,2.18881236527488e-06,3.80408458227322,0.967036679485888,0.0631097375073041,0.665235326717261,0.949671592008509,0.747220282126664,-0.0891666595570042,0.979180442953242,0.355581660897272,0.245593570614539,0.998682844793179,0.931274862202935,0.0236136145526302,0.958428402785477,0.585090568230181,0.149761535971056,SVEP1,protein
0.00782906241905379,5.70961423745907e-05,-1.91427704386513,0.967036679485888,0.753729713529902,-0.227849469366226,0.958550978126798,0.889489025345878,-0.0950672609966885,0.979180442953242,0.563183983805041,-0.535289140081874,0.998682844793179,0.737009362993023,-0.324309688867677,0.978007666549162,0.967186004955257,-0.0398107079217165,TEKT4,protein
5.30169894277229e-05,1.26659474302368e-07,-2.35679527956608,0.967036679485888,0.256682129337518,-0.758364186065006,0.949671592008509,0.278048732841557,-0.773139166109326,0.979180442953242,0.422347158729439,-0.419811922661938,0.998682844793179,0.252818836890899,0.775225984683237,0.958428402785477,0.0654235582503213,1.44561611924853,CRB,protein
0.0206792614708957,0.000202814333550845,-2.82527203780639,0.967036679485888,0.126415839852337,-1.67263431203912,0.949671592008509,0.785153129973198,-0.358101666830482,0.979180442953242,0.972531914860765,0.0496733606392824,0.998682844793179,0.998682844793179,-0.00238159398031423,0.958428402785477,0.801506570364873,-0.361738802809079,CRNS1,protein
0.0121788674059575,0.00010413214932794,-3.34312034266901,0.967036679485888,0.925573142744446,0.134720610018482,0.949671592008509,0.874920628020413,0.226860833890674,0.979180442953242,0.972531914860765,0.0496733606392824,0.998682844793179,0.998682844793179,-0.00238159398031423,0.958428402785477,0.801506570364873,-0.361738802809079,FUMA,protein
5.38037737658048e-06,9.62385547544847e-09,-2.20953718829041,0.967036679485888,0.0844860421766584,-1.03520439142383,0.949671592008509,0.151077946077607,-1.58049408816693,0.979180442953242,0.524065493502585,0.535100187809524,0.998682844793179,0.407048684103461,0.675690311132323,0.978007666549162,0.967186004955257,-0.0398107079217165,TITIN.m.27774,protein
0.00172674367642452,9.336096829656e-06,2.37112517499712,0.967036679485888,0.540504579421476,0.260251492102341,0.949671592008509,0.864866477077645,-0.0950672609966889,0.979180442953242,0.67187442073964,0.464710859918126,0.998682844793179,0.206830293546138,1.22001082735613,0.958428402785477,0.0584651276383694,1.96018929207828,GC,protein
0.0156697300914678,0.00014383129594834,-1.47804992275511,0.967036679485888,0.540107397331553,0.255014843736194,0.949671592008509,0.7050779662074,0.162730496470957,0.979180442953242,0.218574761989208,-0.60240333594041,0.998682844793179,0.861062517852596,0.0907278104111673,0.958428402785477,0.275611906434735,-0.522203475002326,DYH7.2.3.m.32353,protein
0.0122613163533607,0.000107920551330975,-0.718142163099971,0.967036679485888,0.1366130156108,-0.335909215223679,0.949671592008509,0.176484565496559,-0.325680189138105,0.000142895413792934,5.39024571078588e-08,-2.06580385678065,0.998682844793179,0.00523207467294877,0.860114882269751,0.958428402785477,0.467552218425542,-0.212875416894597,DYH5.1.2.m.56799,protein
1.29886593001976e-05,2.61308372693526e-08,-0.889402375226103,0.967036679485888,0.167179039493836,-0.269001576032528,0.949671592008509,0.0949021186035108,-0.335559098179393,0.00279334465085504,2.1073894008714e-06,-1.34887601585099,0.998682844793179,0.00623465373270369,0.689496110657354,0.958428402785477,0.321831009119856,-0.239748278430469,DYH5.2.2.m.61452,protein
0.00239288643700569,1.38404094181141e-05,-1.51268180749836,0.967036679485888,0.501449917864921,-0.252302513090766,0.949671592008509,0.322054238590684,-0.440563827022455,0.979180442953242,0.0179993960109887,-1.53528914008187,0.998682844793179,0.240973847276633,0.675690311132323,0.958428402785477,0.646084951381168,-0.254823598892568,DYH6,protein
0.00162990694313556,8.60758098977662e-06,-1.01273066903345,0.967036679485888,0.751632874042937,-0.0839196764568584,0.949671592008509,0.801288681767816,0.069319556904194,0.0998885450070142,0.000268170376491217,-1.5028676623895,0.998682844793179,0.0361810200435637,0.814754348869875,0.958428402785477,0.513259481724505,-0.213640163819946,DYH7.2.2.m.46648,protein
4.20364227124027e-05,8.98552981404307e-08,-1.78730418760737,0.967036679485888,0.422312732102141,-0.330942962330329,0.949671592008509,0.243339763849403,-0.528026668272795,0.979180442953242,0.0425682083313201,-1.1982541528043,0.998682844793179,0.0593525776084209,1.07562091802096,0.958428402785477,0.304276303144564,-0.602746902312874,DYH1,protein
0.000626665089178124,2.20628976448981e-06,-1.5357654206114,0.967036679485888,0.407128743809006,-0.292700613716194,0.983037974432137,0.961382086464744,-0.0182516639458576,0.979180442953242,0.0609623016949404,-1.12025164080303,0.998682844793179,0.566579757899721,0.319546500907048,0.958428402785477,0.215548342850546,-0.661299084667987,DYH2.1.1.m.28905,protein
4.27575411226174e-07,5.91390610271334e-10,-0.858290781100709,0.967036679485888,0.639325401541718,0.074057828111858,0.964379727665063,0.897201760969924,-0.021066679552912,0.299425669831228,0.00161892415475202,-0.656595436304007,0.998682844793179,0.00867922254936423,0.516992565113265,0.50688713530372,0.00447741417673182,-0.536068983371393,DYHC,protein
0.0292349727172184,0.000319809207393185,0.288519897396078,0.967036679485888,0.317773237682133,0.0795227895659618,0.949671592008509,0.0556453405340283,0.16195357101569,0.0658952685155962,0.000111559218366119,0.30747111810693,0.998682844793179,0.0688774806709397,-0.141493473572288,0.958428402785477,0.0616828510551884,-0.150900608100713,EF1A.2.4.m.50858,protein
0.0121788674059575,0.000102805538399222,0.529190021229367,0.967036679485888,0.614095430277448,-0.0658123773542272,0.949671592008509,0.0809775467336234,0.257075446937681,0.209911026175075,0.000976575879350907,0.45156976023006,0.998682844793179,0.308082273246331,-0.133626127258568,0.963455877066767,0.87667482760767,0.0196903038269447,EF1A.1.3.m.30022,protein
0.218815606576183,0.0034183667390023,0.328173029812569,0.967036679485888,0.508218336022305,0.0658438054606858,0.949671592008509,0.432857561327521,-0.0890851029815636,0.0153224636985371,1.73396420579447e-05,-0.439418231518255,0.998682844793179,0.0511432263175813,-0.216825262201271,0.958428402785477,0.0743433218446214,-0.2035387609523,EF2,protein
0.979445546193914,0.795109370320718,-0.0976443082195173,0.967036679485888,0.886493518826828,0.0643312821270836,0.958550978126798,0.88724942965506,0.0893573101407386,0.979180442953242,0.18519830779373,-1.12025164080303,0.998682844793179,0.0490869310599577,-1.32430968886768,1.3261434859602e-09,5.00242733293173e-13,-3.21971979793665,DAPLE,protein
0.979445546193914,0.0607425171980968,-0.535765420611402,0.0927801726500003,4.66642387275244e-05,-1.59319984454472,0.274140615014785,0.000517051329714796,-1.38784901022453,0.0626016423911917,8.65859507485362e-05,-1.3908992307467,0.998682844793179,0.0824853015696105,-1.00238159398031,0.958428402785477,0.0443237350959119,-1.12727354917206,FAS,protein
0.00289250440400746,1.81849893374039e-05,3.57275903616677,0.967036679485888,0.893094332545274,-0.0579244679239137,0.949671592008509,0.202148490856487,-0.609640433826447,0.979180442953242,0.0352725849255959,-1.00477442338309,0.998682844793179,0.876831555146214,0.071618987463463,0.958428402785477,0.249440299780232,0.638261197190921,GIGA2,protein
5.38037737658048e-06,1.01478260591861e-08,2.27949469953155,0.967036679485888,0.289119168409457,0.262099916494709,0.949671592008509,0.57232692894334,0.140704190140959,0.979180442953242,0.0975303325451573,0.384092399709842,0.998682844793179,0.855282443137651,-0.0454503158722002,0.958428402785477,0.439685735577092,0.203858373045145,GIGA6,protein
0.979445546193914,0.627384649959207,0.63415958083091,0.967036679485888,0.0705069094120963,1.94207553207609,0.949671592008509,0.812202925930794,0.127325160339759,0.401193050707441,0.00252227493214787,1.20167645408433,0.998682844793179,0.00830113222593283,0.997618406019686,0.059274789634321,0.000223594076327126,1.29033789377061,HMCN1,protein
0.979445546193914,0.260507696091717,0.174727962193613,0.967036679485888,0.778422949882005,0.0394136499227544,0.00732111372322037,7.36437945250383e-06,0.695247757762452,0.979180442953242,0.0575116352315743,0.26379816599213,0.998682844793179,0.0792822895669563,-0.244515919178218,0.958428402785477,0.0166729636591359,0.350821478688849,HSP7D,protein
0.000277944267363695,8.73708875153071e-07,0.914895988398163,0.967036679485888,0.135865317628146,0.211963608950942,0.949671592008509,0.177905151767579,0.203144764916866,0.979180442953242,0.926594473594631,0.0133315135755625,0.998682844793179,0.300059658066227,0.157194719169537,0.958428402785477,0.245288216106848,0.195592578934886,FMRA.2.2.m.39076,protein
0.0635182493675882,0.000766723492932034,-1.30443987450495,0.967036679485888,0.665098170250845,-0.187207484868881,0.949671592008509,0.826145637362735,0.0956163006124209,0.979180442953242,0.683246073749531,0.169967594356994,0.998682844793179,0.781751617172221,0.113095623439621,0.958428402785477,0.844805319142832,-0.0987043969752852,CFA45,protein
0.227354090423783,0.00371633745191649,2.37112517499712,0.967036679485888,0.433282698548327,-0.268635084212726,0.768715684514548,0.00212646109132655,-0.953711411751147,0.0998885450070142,0.000273939062998646,-1.21336104519451,0.998682844793179,0.00889227256133052,-1.08484375417229,0.162850725132297,0.000969235593879823,-1.68366689769644,ASNS,protein
0.0320610241459941,0.000358786765873692,-2.47436487594726,0.967036679485888,0.731400300612477,-0.450241890702674,0.949671592008509,0.874920628020413,0.226860833890674,0.979180442953242,0.972531914860765,0.0496733606392824,0.998682844793179,0.656050189457452,0.582580906740842,0.958428402785477,0.60652996605683,0.638261197190921,DYHC2,protein
0.00729505179394603,5.04498740936793e-05,-1.16712082681701,0.967036679485888,0.549415999660688,-0.195427991673848,0.981112629067225,0.944103476707088,-0.026895758355109,0.979180442953242,0.146696959520627,-0.60928972152565,0.998682844793179,0.0114411880046676,1.14445979434896,0.958428402785477,0.573584676951279,0.223223697912077,CFA57,protein
1.39276303050154e-07,1.75124233685596e-10,-1.78537931068287,0.967036679485888,0.561361798756578,-0.18720748486888,0.949671592008509,0.49988561222605,-0.237086265869117,0.0690672125987501,0.000147635183475261,-1.99472075871917,0.998682844793179,0.222174368494026,0.734584000185892,0.958428402785477,0.29549934336988,-0.568189680276506,DYH10,protein
0.0787520489530715,0.000970413780636365,-1.20234168688621,0.967036679485888,0.665098170250845,-0.187207484868881,0.949671592008509,0.499254518389973,-0.325680189138105,0.0658952685155962,0.000125396444915888,-2.88892609469657,0.998682844793179,0.318500494585654,0.997618406019686,0.958428402785477,0.787197312788728,0.1687759138897,HYDIN.2.6.m.7640,protein
0.0382353709526609,0.000432689976831319,-1.38690203469692,0.967036679485888,0.492385804338574,-0.324711008618815,0.949671592008509,0.611775185639924,-0.27563950663851,0.208458168164983,0.000864971652136859,-2.61329165208315,0.998682844793179,0.318500494585654,0.997618406019686,0.958428402785477,0.600501172187422,0.338700915332013,HYDIN.4.6.m.27594,protein
