S3-Protein,0,3,5,7,9,11,13,15
CHOYP_DYAK_GE11656.1.2|m.34706,0,0,0,0,0.5,0,0,0
CHOYP_HGFAC.1.1|m.5902,0,0,0,0,0.5,0,0,0
CHOYP_HMCN2.11.12|m.51619,0,0,0,0,0,0.5,0,0
CHOYP_LAMA2.1.1|m.10439,0,0,0.5,0,0,0,0,0
CHOYP_LOC100079978.1.1|m.18519,0,0,0,0,0.5,0,0,0
CHOYP_LOC100119310.1.1|m.22031,0,0,0,0,0,0,0.5,0
CHOYP_LOC100373421.1.1|m.38932,1,0.5,0,0,0,0,0,0
CHOYP_LOC100377759.15.15|m.64824,0,0,0,0,0,0,0,0.5
CHOYP_LOC100524481.1.1|m.14740,0,0,0,0,0,0.5,0,0
CHOYP_LOC101065571.1.2|m.36430,0.5,0.5,0,0,0,0,0,0
CHOYP_MIB1.3.4|m.57545,0,0.5,0,0,0,0,0,0
CHOYP_PHUM_PHUM226120.6.7|m.48915,0,0.5,0,0,0,0,0,0
CHOYP_PTPRK.17.20|m.60780,0,0,0,0,0,0,0,0.5
CHOYP_TMM98.1.1|m.51750,0,0,0,0,0,0.5,0,0
CHOYP_TSSC1.1.1|m.66470,0,0,0.5,0,0,0,0,0
CHOYP_TVAG_283050.1.1|m.65542,0,0,0.5,0,0,0,0,0
CHOYP_BH13620.1.1|m.41020,1,0.5,0,0,0,0,0,0
CHOYP_BRAFLDRAFT_215413.1.1|m.2004,0,0,0.5,0,0,0,0,0
CHOYP_DCA15.1.1|m.11376,0,0.5,0,0,0,0,0,0
CHOYP_DHR-1.1.1|m.43819,0,0,0,0,0,0.5,0,0
CHOYP_DNER.1.1|m.28378,0,0,0.5,0,0,0,0,0
CHOYP_ISCW_ISCW017474.1.1|m.18280,0,0,0,0.5,0,0,0,0
CHOYP_LOC100636110.1.2|m.5041,0,0,0,0.5,0,0,0,0
CHOYP_LOC100707367.1.1|m.16292,0,0,0,0.5,0,0,0,0
CHOYP_MEGF6.3.59|m.2378,0,0,0,0,0,0.5,0,0
CHOYP_NAGT1.1.1|m.8857,0,0,0,0,0,0.5,0,0
CHOYP_NEMVEDRAFT_V1G236573.1.2|m.46431,0,0,0,0,0.5,0,0,0
CHOYP_NEMVEDRAFT_V1G238590.1.1|m.49168,1,0,0,0,0,0.5,0,0
CHOYP_PDE11.1.3|m.8788,0,0,0,0,0,0,0.5,0
CHOYP_SMP_076400.2.2|m.49169,0,0,0.5,0,0,0,0,0
CHOYP_ALKB8.1.2|m.27789,0,0,0,0.5,0,0,0,0
CHOYP_APLA.1.2|m.191,0,0,0,0,0,0,0.5,0
CHOYP_BRAFLDRAFT_120139.4.5|m.50713,0.5,0.5,0,0,0,0,0,0
CHOYP_BRAFLDRAFT_124130.2.3|m.30247,0,0,0,0,0.5,0,0,0
CHOYP_BRAFLDRAFT_81321.3.10|m.34305,1,0,0.5,0,0,0,0,0
CHOYP_BRAFLDRAFT_87630.1.1|m.30352,0,0,0,0.5,0,0,0,0
CHOYP_CBR-LET-2.2.2|m.44682,0,0,0,0,0,0.5,0,0
CHOYP_CENPJ.1.1|m.49318,0,0,0,0,0.5,0,0,0
CHOYP_LOC100898124.1.1|m.49610,0,0,0,0,0,0,0,0.5
CHOYP_LOC579946.17.24|m.53406,0,0.5,0,0,0,0,0,0
CHOYP_MYBA.1.1|m.48052,0,0,0,0.5,0,0,0,0
