Var1,Var2,value,type
GO:0004341,GO:0016787,0.705620202131022,term-term
GO:0003796,GO:0016787,0.705620202131022,term-term
GO:0004222,GO:0016787,0.705620202131022,term-term
GO:0004177,GO:0016787,0.705620202131022,term-term
GO:0004252,GO:0016787,0.705620202131022,term-term
GO:0004013,GO:0016787,0.705620202131022,term-term
GO:0004568,GO:0016787,0.705620202131022,term-term
GO:0003918,GO:0016787,0.705620202131022,term-term
GO:0016891,GO:0016787,0.705620202131022,term-term
GO:0008237,GO:0016787,0.753377751260881,term-term
GO:0032880,GO:0010634,0.736636795273999,term-term
GO:0000226,GO:0030036,0.822608750425014,term-term
GO:0060271,GO:0030036,0.750392791171449,term-term
GO:0007288,GO:0030036,0.726380198243862,term-term
GO:0002181,GO:0006414,0.762359956305517,term-term
GO:0005978,GO:0006414,0.762359956305517,term-term
GO:0006412,GO:0006414,0.803750032678061,term-term
GO:0006368,GO:0006414,0.725017990107071,term-term
GO:0030036,GO:0003384,0.761422680103394,term-term
GO:0030435,GO:0030154,0.805700868817804,term-term
GO:0002064,GO:0030154,0.745114767713545,term-term
GO:0001837,GO:0030154,0.805700868817804,term-term
GO:0005783,GO:0016529,0.915845428800232,term-term
GO:0005874,GO:0005882,0.809654183062271,term-term
GO:0000235,GO:0005882,0.74680696329701,term-term
GO:0001520,GO:0005882,0.74680696329701,term-term
GO:0030154,GO:0009994,0.805700868817804,term-term
GO:0003735,GO:0005212,0.725023973221836,term-term
GO:0005200,GO:0005212,0.725023973221836,term-term
GO:0005198,GO:0005212,0.840595822987555,term-term
GO:0048188,GO:0019005,0.80410312595842,term-term
GO:0003723,GO:0017091,0.778661541441698,term-term
GO:0006417,GO:0010998,0.827773347301036,term-term
GO:0005635,GO:0005740,0.90205156297921,term-term
GO:0001558,GO:0061052,0.891415922281321,term-term
GO:0005856,GO:0015630,0.855053797000499,term-term
GO:0002064,GO:0048747,0.782831844562643,term-term
GO:0002064,GO:0002076,0.782831844562643,term-term
GO:0048747,GO:0002076,0.70615468893763,term-term
GO:0000015,GO:0022627,0.772570772231122,term-term
GO:0005840,GO:0022627,0.731394888551744,term-term
GO:0000272,GO:0005975,0.805700868817804,term-term
GO:0005978,GO:0005975,0.805700868817804,term-term
GO:0010391,GO:0005975,0.805700868817804,term-term
GO:0016459,GO:0032982,0.891415922281321,term-term
GO:0042254,GO:0032981,0.8447554003178,term-term
GO:0030041,GO:0032981,0.725023973221836,term-term
GO:0000162,GO:0006094,0.772570772231122,term-term
GO:0005978,GO:0006094,0.90205156297921,term-term
GO:0005975,GO:0006094,0.805700868817804,term-term
GO:0003779,GO:0017022,0.754712799798119,term-term
GO:0017024,GO:0017022,0.915845428800232,term-term
GO:0004556,GO:0016985,0.772570772231122,term-term
GO:0003796,GO:0016985,0.772570772231122,term-term
GO:0004568,GO:0016985,0.772570772231122,term-term
GO:0016787,GO:0016985,0.705620202131022,term-term
GO:0003677,GO:0019843,0.770635778583666,term-term
GO:0003723,GO:0019843,0.904247011654433,term-term
GO:0003746,GO:0019843,0.719348105368961,term-term
GO:0003730,GO:0019843,0.719348105368961,term-term
GO:0003729,GO:0019843,0.788397200440584,term-term
GO:0003743,GO:0019843,0.719348105368961,term-term
GO:0017091,GO:0019843,0.719348105368961,term-term
GO:0005783,GO:0005791,0.915845428800232,term-term
GO:0016529,GO:0005791,0.8447554003178,term-term
GO:0000162,GO:0019510,0.725023973221836,term-term
GO:0000184,GO:0019510,0.90205156297921,term-term
GO:0015986,GO:0019510,0.762359956305517,term-term
GO:0000278,GO:0007049,0.915845428800232,term-term
GO:0006777,GO:0006183,0.70615468893763,term-term
GO:0015986,GO:0006183,0.888257097504389,term-term
GO:0019510,GO:0006183,0.725023973221836,term-term
GO:0005911,GO:0005925,0.803750032678061,term-term
GO:0000275,GO:0045261,0.948503795098293,term-term
GO:0005978,GO:0006097,0.90205156297921,term-term
GO:0005975,GO:0006097,0.805700868817804,term-term
GO:0006094,GO:0006097,0.772570772231122,term-term
GO:0001934,GO:0045716,0.747875579287567,term-term
GO:0007275,GO:0009792,0.922680602052388,term-term
GO:0003735,GO:0005201,0.762359956305517,term-term
GO:0005200,GO:0005201,0.762359956305517,term-term
GO:0005198,GO:0005201,0.891198911286747,term-term
GO:0005212,GO:0005201,0.762359956305517,term-term
GO:0005102,GO:0005168,0.787039659177554,term-term
GO:0000272,GO:0006032,0.772570772231122,term-term
GO:0000184,GO:0006032,0.772570772231122,term-term
GO:0006030,GO:0006032,0.948503795098293,term-term
GO:0019510,GO:0006032,0.90205156297921,term-term
GO:0005540,GO:0008201,0.80410312595842,term-term
GO:0004129,GO:0097163,0.725023973221836,term-term
GO:0005244,GO:0097163,0.725023973221836,term-term
GO:0008519,GO:0097163,0.725023973221836,term-term
GO:0005254,GO:0097163,0.725023973221836,term-term
GO:0015986,GO:0015696,0.845511385294878,term-term
GO:0004066,GO:0016879,0.948503795098293,term-term
GO:0004823,GO:0016879,0.888257097504389,term-term
GO:0001895,GO:0001894,0.915845428800232,term-term
GO:0000794,GO:0005694,0.891415922281321,term-term
GO:0000228,GO:0005694,0.942591115767012,term-term
GO:0005856,GO:0005694,0.718190152344524,term-term
GO:0006777,GO:0042776,0.70615468893763,term-term
GO:0006855,GO:0042776,0.772570772231122,term-term
GO:0015986,GO:0042776,0.948503795098293,term-term
GO:0019510,GO:0042776,0.725023973221836,term-term
GO:0006183,GO:0042776,0.8447554003178,term-term
GO:0015696,GO:0042776,0.80410312595842,term-term
GO:0005758,GO:0005759,0.74680696329701,term-term
GO:0005788,GO:0005759,0.785264687700975,term-term
GO:0000028,GO:0006334,0.706775243770761,term-term
GO:0000027,GO:0006334,0.706775243770761,term-term
GO:0051568,GO:0006334,0.719314230921824,term-term
GO:0030041,GO:0006334,0.706775243770761,term-term
GO:0032981,GO:0006334,0.706775243770761,term-term
GO:0005840,GO:0016282,0.731394888551744,term-term
GO:0002181,GO:0006452,0.725023973221836,term-term
GO:0005978,GO:0006452,0.725023973221836,term-term
GO:0006412,GO:0006452,0.762359956305517,term-term
GO:0006414,GO:0006452,0.948503795098293,term-term
GO:0000272,GO:0006096,0.80410312595842,term-term
GO:0006777,GO:0006096,0.772570772231122,term-term
GO:0015986,GO:0006096,0.845511385294878,term-term
GO:0005978,GO:0006096,0.80410312595842,term-term
GO:0006120,GO:0006096,0.80410312595842,term-term
GO:0006123,GO:0006096,0.80410312595842,term-term
GO:0010998,GO:0006096,0.725023973221836,term-term
GO:0005975,GO:0006096,0.805700868817804,term-term
GO:0006094,GO:0006096,0.772570772231122,term-term
GO:0019510,GO:0006096,0.8447554003178,term-term
GO:0006183,GO:0006096,0.772570772231122,term-term
GO:0006097,GO:0006096,0.90205156297921,term-term
GO:0042776,GO:0006096,0.80410312595842,term-term
GO:0001868,GO:0010185,0.74680696329701,term-term
GO:0051568,GO:0006325,0.787039659177554,term-term
GO:0006334,GO:0006325,0.893152995852688,term-term
GO:0004096,GO:0008379,0.8447554003178,term-term
GO:0004601,GO:0008379,0.915845428800232,term-term
GO:0004784,GO:0008379,0.70615468893763,term-term
GO:0004362,GO:0008379,0.70615468893763,term-term
GO:0048188,GO:0016607,0.80410312595842,term-term
GO:0001016,GO:0003697,0.70615468893763,term-term
GO:0003677,GO:0003697,0.827773347301036,term-term
GO:0000400,GO:0003697,0.70615468893763,term-term
GO:0006777,GO:0042373,0.74680696329701,term-term
GO:0006096,GO:0042373,0.74680696329701,term-term
GO:0000162,GO:0006541,0.725023973221836,term-term
GO:0019510,GO:0006541,0.725023973221836,term-term
GO:0000139,GO:0005640,0.74680696329701,term-term
GO:0002080,GO:0005640,0.80410312595842,term-term
GO:0016020,GO:0005640,0.710434593303747,term-term
GO:0005737,GO:0005938,0.922680602052388,term-term
GO:0000272,GO:0031146,0.772570772231122,term-term
GO:0000184,GO:0031146,0.8447554003178,term-term
GO:0006508,GO:0031146,0.871695262422377,term-term
GO:0019510,GO:0031146,0.772570772231122,term-term
GO:0006032,GO:0031146,0.772570772231122,term-term
GO:0001666,GO:0006972,0.725017990107071,term-term
GO:0009408,GO:0006972,0.725017990107071,term-term
GO:0042742,GO:0009617,0.980000713043131,term-term
GO:0001501,GO:0021591,0.80410312595842,term-term
GO:0005840,GO:0042788,0.915845428800232,term-term
GO:0004499,GO:0033784,0.90205156297921,term-term
GO:0004656,GO:0033784,0.8447554003178,term-term
GO:0030018,GO:0005865,0.772570772231122,term-term
GO:0004362,GO:0015035,0.8447554003178,term-term
GO:0002064,GO:0007286,0.782831844562643,term-term
GO:0048747,GO:0007286,0.70615468893763,term-term
GO:0002076,GO:0007286,0.70615468893763,term-term
GO:0000015,GO:0022625,0.772570772231122,term-term
GO:0005840,GO:0022625,0.731394888551744,term-term
GO:0022627,GO:0022625,0.80410312595842,term-term
GO:0000272,GO:0051069,0.80410312595842,term-term
GO:0005978,GO:0051069,0.80410312595842,term-term
GO:0010391,GO:0051069,0.90205156297921,term-term
GO:0005975,GO:0051069,0.805700868817804,term-term
GO:0002053,GO:0008284,0.891415922281321,term-term
GO:0005524,GO:0051287,0.74680696329701,term-term
GO:0005525,GO:0051287,0.74680696329701,term-term
GO:0050662,GO:0051287,0.891415922281321,term-term
GO:0006869,GO:0015031,0.857490511324358,term-term
GO:0004197,GO:0008233,0.805700868817804,term-term
GO:0004180,GO:0008233,0.855753794091454,term-term
GO:0004222,GO:0008233,0.805700868817804,term-term
GO:0004177,GO:0008233,0.805700868817804,term-term
GO:0004252,GO:0008233,0.805700868817804,term-term
GO:0008237,GO:0008233,0.855753794091454,term-term
GO:0016787,GO:0008233,0.893847659447954,term-term
GO:0070062,GO:1990742,0.90205156297921,term-term
GO:0031514,GO:0036126,0.948503795098293,term-term
GO:0002080,GO:0036126,0.725023973221836,term-term
GO:0005929,GO:0036126,0.891415922281321,term-term
GO:0001520,GO:0036126,0.725023973221836,term-term
GO:0002081,GO:0036126,0.725023973221836,term-term
GO:0005856,GO:0015629,0.855053797000499,term-term
GO:0015630,GO:0015629,0.74680696329701,term-term
GO:0006777,GO:0006228,0.70615468893763,term-term
GO:0015986,GO:0006228,0.812355235019006,term-term
GO:0006183,GO:0006228,0.772570772231122,term-term
GO:0042776,GO:0006228,0.772570772231122,term-term
GO:0006096,GO:0006228,0.725023973221836,term-term
GO:0006396,GO:0006281,0.705156868957467,term-term
GO:0006869,GO:0006886,0.836349255739715,term-term
GO:0042776,GO:0006886,0.703462937324308,term-term
GO:0006913,GO:0006886,0.703462937324308,term-term
GO:0015031,GO:0006886,0.975345201718919,term-term
GO:0004129,GO:0046933,0.8447554003178,term-term
GO:0003774,GO:0046933,0.772570772231122,term-term
GO:0003924,GO:0046933,0.772570772231122,term-term
GO:0003918,GO:0046933,0.90205156297921,term-term
GO:0005244,GO:0046933,0.74680696329701,term-term
GO:0008519,GO:0046933,0.80410312595842,term-term
GO:0005254,GO:0046933,0.74680696329701,term-term
GO:0016787,GO:0046933,0.705620202131022,term-term
GO:0097163,GO:0046933,0.725023973221836,term-term
GO:0000226,GO:0035082,0.942591115767012,term-term
GO:0003341,GO:0035082,0.719314230921824,term-term
GO:0060271,GO:0035082,0.891415922281321,term-term
GO:0007288,GO:0035082,0.948503795098293,term-term
GO:0030036,GO:0035082,0.771505449053516,term-term
GO:0009953,GO:0007313,0.762359956305517,term-term
GO:0001756,GO:0007313,0.725023973221836,term-term
GO:0002053,GO:0048147,0.74680696329701,term-term
GO:0008284,GO:0048147,0.827898308640503,term-term
GO:0005758,GO:0033018,0.74680696329701,term-term
GO:0005788,GO:0033018,0.948503795098293,term-term
GO:0005789,GO:0033018,0.762359956305517,term-term
GO:0005759,GO:0033018,0.74680696329701,term-term
GO:0000184,GO:0042744,0.772570772231122,term-term
GO:0019510,GO:0042744,0.772570772231122,term-term
GO:0031146,GO:0042744,0.772570772231122,term-term
GO:0000187,GO:0050790,0.74971822033744,term-term
GO:0004180,GO:0102008,0.812355235019006,term-term
GO:0004177,GO:0102008,0.772570772231122,term-term
GO:0008237,GO:0102008,0.725017990107071,term-term
GO:0016787,GO:0102008,0.705620202131022,term-term
GO:0008233,GO:0102008,0.805700868817804,term-term
GO:0001953,GO:0010811,0.845511385294878,term-term
GO:0006396,GO:0006429,0.752289285654788,term-term
GO:0000462,GO:0006429,0.74680696329701,term-term
GO:0006364,GO:0006429,0.827898308640503,term-term
GO:0000470,GO:0006429,0.74680696329701,term-term
GO:0006400,GO:0006429,0.90205156297921,term-term
GO:0006541,GO:0006429,0.80410312595842,term-term
GO:0001503,GO:0001958,0.948503795098293,term-term
GO:0007160,GO:0007155,0.891415922281321,term-term
GO:0001868,GO:0039502,0.8447554003178,term-term
GO:0002762,GO:0039502,0.70615468893763,term-term
GO:0030178,GO:0039502,0.725023973221836,term-term
GO:0009877,GO:0039502,0.74680696329701,term-term
GO:0042742,GO:0039502,0.732944885978112,term-term
GO:0010185,GO:0039502,0.74680696329701,term-term
GO:0009617,GO:0039502,0.745983280703636,term-term
GO:0006396,GO:0006265,0.705156868957467,term-term
GO:0006281,GO:0006265,0.80410312595842,term-term
GO:0005840,GO:0030688,0.731394888551744,term-term
GO:0005747,GO:0045277,0.888257097504389,term-term
GO:0005751,GO:0045277,0.948503795098293,term-term
GO:0045261,GO:0045277,0.732944885978112,term-term
GO:0005178,GO:0044877,0.796017766135762,term-term
GO:0005518,GO:0044877,0.84589520637227,term-term
GO:0051015,GO:0044877,0.796017766135762,term-term
GO:0044877,GO:0043024,0.796017766135762,term-term
GO:0048188,GO:0030891,0.80410312595842,term-term
GO:0019005,GO:0030891,0.8447554003178,term-term
GO:0030154,GO:0022008,0.805700868817804,term-term
GO:0010634,GO:0001819,0.731506875139778,term-term
GO:0004096,GO:0016209,0.827773347301036,term-term
GO:0004601,GO:0016209,0.910632658630321,term-term
GO:0004784,GO:0016209,0.827773347301036,term-term
GO:0004362,GO:0016209,0.827773347301036,term-term
GO:0008379,GO:0016209,0.827773347301036,term-term
GO:0006396,GO:0045292,0.840595822987555,term-term
GO:0000462,GO:0045292,0.725023973221836,term-term
GO:0006364,GO:0045292,0.803750032678061,term-term
GO:0000470,GO:0045292,0.725023973221836,term-term
GO:0000184,GO:0045292,0.90205156297921,term-term
GO:0006400,GO:0045292,0.725023973221836,term-term
GO:0042802,GO:0042803,0.948503795098293,term-term
GO:0046982,GO:0042803,0.8447554003178,term-term
GO:0000162,GO:0033353,0.725023973221836,term-term
GO:0006777,GO:0033353,0.772570772231122,term-term
GO:0015986,GO:0033353,0.762359956305517,term-term
GO:0019510,GO:0033353,0.90205156297921,term-term
GO:0006183,GO:0033353,0.725023973221836,term-term
GO:0042776,GO:0033353,0.725023973221836,term-term
GO:0006096,GO:0033353,0.772570772231122,term-term
GO:0042373,GO:0033353,0.74680696329701,term-term
GO:0006541,GO:0033353,0.725023973221836,term-term
GO:0004090,GO:0047021,0.74680696329701,term-term
GO:0004450,GO:0047021,0.74680696329701,term-term
GO:0016616,GO:0047021,0.855053797000499,term-term
GO:0048188,GO:0030286,0.709362825215592,term-term
GO:0000015,GO:0030286,0.709362825215592,term-term
GO:0000502,GO:0030286,0.709362825215592,term-term
GO:0005747,GO:0030286,0.709362825215592,term-term
GO:0019005,GO:0030286,0.709362825215592,term-term
GO:0005868,GO:0030286,0.948503795098293,term-term
GO:0030891,GO:0030286,0.709362825215592,term-term
GO:0005080,GO:0019899,0.756378419984267,term-term
GO:0002020,GO:0019899,0.756378419984267,term-term
GO:0030041,GO:0007015,0.805700868817804,term-term
GO:0004362,GO:0033743,0.725023973221836,term-term
GO:0015035,GO:0033743,0.725023973221836,term-term
GO:0048188,GO:0031467,0.80410312595842,term-term
GO:0019005,GO:0031467,0.90205156297921,term-term
GO:0030891,GO:0031467,0.8447554003178,term-term
GO:0030286,GO:0031467,0.709362825215592,term-term
GO:0006457,GO:0042026,0.915845428800232,term-term
GO:0006396,GO:0006352,0.752289285654788,term-term
GO:0006364,GO:0006352,0.719314230921824,term-term
GO:0015986,GO:0006352,0.709362825215592,term-term
GO:0006412,GO:0006352,0.725017990107071,term-term
GO:0006368,GO:0006352,0.8447554003178,term-term
GO:0006414,GO:0006352,0.725017990107071,term-term
GO:0000275,GO:0005753,0.80410312595842,term-term
GO:0005747,GO:0005753,0.80410312595842,term-term
GO:0005751,GO:0005753,0.80410312595842,term-term
GO:0000226,GO:0007017,0.893152995852688,term-term
GO:0003341,GO:0007017,0.836745509325725,term-term
GO:0007288,GO:0007017,0.787039659177554,term-term
GO:0035082,GO:0007017,0.836745509325725,term-term
GO:0000272,GO:0016052,0.891415922281321,term-term
GO:0000184,GO:0016052,0.764380694999684,term-term
GO:0005978,GO:0016052,0.747875579287567,term-term
GO:0010391,GO:0016052,0.747875579287567,term-term
GO:0005975,GO:0016052,0.912437572660885,term-term
GO:0006094,GO:0016052,0.747875579287567,term-term
GO:0019510,GO:0016052,0.764380694999684,term-term
