"","CHOYP_ALF.3.3.m.66837","CHOYP_GLIPR1L1.1.1.m.41745","CHOYP_AMY.2.3.m.15473","CHOYP_IMSP5.1.2.m.5157","CHOYP_ISCW_ISCW010532.2.4.m.35454","CHOYP_AAEL_AAEL001706.1.1.m.43821","CHOYP_LAMC1.1.1.m.36098","CHOYP_LOC100175722.1.3.m.11427","CHOYP_LOC100178400.1.1.m.4321","CHOYP_LOC100183353.1.1.m.54920","CHOYP_LOC100184451.1.8.m.30146","CHOYP_LOC100313569.1.1.m.15201","CHOYP_LOC100368360.1.1.m.9672","CHOYP_LOC100370323.1.1.m.62024","CHOYP_LOC100370738.1.1.m.30463","CHOYP_LOC100372473.3.5.m.39839","CHOYP_LOC100372505.2.2.m.26614","CHOYP_LOC100373864.2.2.m.55132","CHOYP_LOC100402577.1.1.m.44548","CHOYP_LOC100459096.3.3.m.45135","CHOYP_LOC100485485.1.1.m.27961","CHOYP_LOC100533367.1.1.m.49626","CHOYP_BM8F.1.2.m.3009","CHOYP_LOC100555907.1.1.m.27452","CHOYP_BRAFLDRAFT_104488.3.3.m.2973","CHOYP_LOC100744506.1.1.m.44043","CHOYP_LOC100749506.1.1.m.8951","CHOYP_LOC100899149.2.2.m.29105","CHOYP_LOC100933241.16.45.m.30626","CHOYP_LOC101156833.1.1.m.38739","CHOYP_LOC101169658.1.3.m.18820","CHOYP_LOC494408.1.1.m.29208","CHOYP_LOC577063.1.1.m.30814","CHOYP_LOC657694.1.1.m.34526","CHOYP_LOC664138.1.1.m.26660","CHOYP_BRAFLDRAFT_118250.1.1.m.11178","CHOYP_NEMVEDRAFT_V1G165649.1.1.m.2893","CHOYP_NRP.1.4.m.29956","CHOYP_PHUM_PHUM184790.1.1.m.41715","CHOYP_PITG_07096.1.1.m.4922","CHOYP_PWAP.1.1.m.44818","CHOYP_RCOM_1886900.1.1.m.11248","CHOYP_SCE4070.1.1.m.29642","CHOYP_TBA.3.6.m.29936","CHOYP_TENX.1.2.m.12929","CHOYP_TF2AA.1.1.m.50726","CHOYP_TMO_0856.1.3.m.5045","CHOYP_VOLCADRAFT_89567.1.1.m.27272","CHOYP_BRAFLDRAFT_125073.1.1.m.1752","CHOYP_contig_001129.m.1188","CHOYP_contig_003670.m.4147","CHOYP_contig_003956.m.4511","CHOYP_contig_004705.m.5404","CHOYP_contig_004853.m.5555","CHOYP_contig_007998.m.9259","CHOYP_contig_008002.m.9263","CHOYP_contig_008503.m.9899","CHOYP_contig_023945.m.27245","CHOYP_contig_024012.m.27306","CHOYP_contig_024166.m.27453","CHOYP_contig_024418.m.27769","CHOYP_contig_024582.m.27943","CHOYP_contig_025679.m.29295","CHOYP_contig_025702.m.29329","CHOYP_contig_026129.m.29781","CHOYP_contig_026328.m.29985","CHOYP_contig_026477.m.30166","CHOYP_contig_026494.m.30182","CHOYP_contig_026700.m.30399","CHOYP_contig_026723.m.30427","CHOYP_contig_026959.m.30676","CHOYP_contig_026975.m.30698","CHOYP_contig_027304.m.31034","CHOYP_contig_029222.m.33159","CHOYP_contig_031126.m.35509","CHOYP_contig_033899.m.38537","CHOYP_contig_039460.m.44676","CHOYP_contig_040577.m.46077","CHOYP_contig_042697.m.49175","CHOYP_contig_047190.m.55575","CHOYP_contig_048277.m.57151","CHOYP_contig_048721.m.57810","CHOYP_contig_053683.m.64287","CHOYP_ARGI.1.2.m.3263","CHOYP_BRAFLDRAFT_127065.4.7.m.28277","CHOYP_BRAFLDRAFT_127065.5.7.m.28848","CHOYP_ATS6.3.3.m.56109","CHOYP_PEAR1.8.16.m.41400","CHOYP_FABP7.1.2.m.22674","CHOYP_BRAFLDRAFT_151236.1.1.m.30653","CHOYP_CBG11254.1.1.m.9107","CHOYP_LOC100373444.44.79.m.39021","CHOYP_RS26.14.15.m.57342","CHOYP_BRAFLDRAFT_281651.5.8.m.25278","CHOYP_BRAFLDRAFT_208436.4.32.m.22689","CHOYP_LOC100377195.1.2.m.28624","CHOYP_BRAFLDRAFT_129759.2.2.m.30082","CHOYP_CASP7.9.23.m.25523","CHOYP_CNDP2.4.4.m.56870","CHOYP_LOC100181159.1.1.m.6127","CHOYP_DSIM_GD24875.1.1.m.66201","CHOYP_BRAFLDRAFT_201924.1.1.m.30855","CHOYP_F10A1.4.4.m.44752","CHOYP_FABP6.2.2.m.59518","CHOYP_FLNA.6.6.m.37383","CHOYP_SYYC.2.2.m.58390","CHOYP_LOC100535716.2.3.m.39162","CHOYP_LOC100206475.1.16.m.4004","CHOYP_TSP_09282.1.1.m.18814","CHOYP_LOC100373842.4.4.m.40731","CHOYP_LOC100375029.6.10.m.36981","CHOYP_LOC100377801.1.1.m.10929","CHOYP_LOC100377856.1.2.m.13657","CHOYP_LOC100486063.9.9.m.65186","CHOYP_contig_035889.m.40603","CHOYP_U728.1.1.m.63184","CHOYP_LOC100708991.3.5.m.40072","CHOYP_LOC100883123.1.1.m.704","CHOYP_MLRA.3.3.m.62296","CHOYP_LOC101064693.1.2.m.30288","CHOYP_LOC101067698.2.2.m.27457","CHOYP_LOC101069006.1.2.m.5484","CHOYP_contig_016370.m.19270","CHOYP_CO6A3.2.5.m.39533","CHOYP_LOC100030437.1.3.m.5994","CHOYP_ACA1_091870.1.1.m.43726","CHOYP_LOC576665.1.2.m.10867","CHOYP_LOC581183.1.1.m.49767","CHOYP_LOC592209.1.1.m.48009","CHOYP_SYWC.5.5.m.54889","CHOYP_BRAFLDRAFT_260197.1.1.m.8081","CHOYP_MP2K4.1.1.m.10635","CHOYP_MSI2H.3.3.m.35858","CHOYP_SVIL.1.1.m.1136","CHOYP_OTU5B.1.1.m.6212","CHOYP_LOC752782.1.1.m.53937","CHOYP_ACT.6.27.m.15622","CHOYP_PAN2.1.1.m.44691","CHOYP_PRP6.2.2.m.34365","CHOYP_RFOX2.1.2.m.24118","CHOYP_RHO1.3.3.m.44338","CHOYP_RL8.10.10.m.65636","CHOYP_RLA1.5.12.m.15482","CHOYP_ROA3.2.2.m.11068","CHOYP_LOC100748395.6.7.m.57994","CHOYP_LOC100533291.4.7.m.29195","CHOYP_BRAFLDRAFT_275787.2.2.m.62313","CHOYP_TBA1A.2.4.m.19573","CHOYP_ALPHATUB84D.1.1.m.16562","CHOYP_THTR.1.1.m.25924","CHOYP_CALM.49.50.m.63320","CHOYP_TPM.17.19.m.63919","CHOYP_TPM.15.19.m.50851","CHOYP_TVAG_355490.15.22.m.47579","CHOYP_TVAG_268110.13.13.m.65590","CHOYP_MDN1.3.8.m.3846","CHOYP_DDB_G0275195.1.1.m.47584","CHOYP_TXND3.2.4.m.21415","CHOYP_YBOXH.2.4.m.3352","CHOYP_contig_016567.m.19514","CHOYP_contig_025149.m.28635","CHOYP_contig_048495.m.57473","CHOYP_contig_048805.m.57897","CHOYP_LOC100472408.1.1.m.17281","CHOYP_LYRM4.2.3.m.7011","CHOYP_SIP.1.1.m.5725","CHOYP_contig_008975.m.10444","CHOYP_contig_039058.m.44237","CHOYP_GKAP1.1.1.m.18792","CHOYP_LOC100881430.1.1.m.4201","CHOYP_contig_025272.m.28780","CHOYP_BRAFLDRAFT_63471.1.1.m.25619","CHOYP_LOC100372607.1.1.m.49009","CHOYP_ISCW_ISCW000704.1.1.m.38250","CHOYP_BRAFLDRAFT_67261.1.2.m.16694","CHOYP_CLEC10A.3.3.m.27236","CHOYP_LOC100367089.1.4.m.1412","CHOYP_LOC656741.1.1.m.19820","CHOYP_DANA_GF10776.1.1.m.18533","CHOYP_NEMVEDRAFT_V1G165338.1.1.m.60296","CHOYP_BRAFLDRAFT_84494.4.5.m.44543","CHOYP_G6PD.1.2.m.38380","CHOYP_LOC100536597.1.1.m.52329","CHOYP_BRAFLDRAFT_89746.1.2.m.29425","CHOYP_BRAFLDRAFT_84494.2.5.m.30751","CHOYP_DPSE_GA10259.1.1.m.36297","CHOYP_DVIR_GJ20612.1.1.m.14542","CHOYP_LOC100227090.1.1.m.1313","CHOYP_LOC100329062.2.2.m.39235","CHOYP_LOC101033229.1.1.m.38291","CHOYP_MP2K5.1.1.m.45311","CHOYP_ADA.1.1.m.5625","CHOYP_CALM.42.50.m.56135","CHOYP_USP2.1.1.m.44411","CHOYP_XPF.1.1.m.14801","CHOYP_ADA17.3.3.m.54971","CHOYP_contig_038478.m.43530","CHOYP_contig_039363.m.44567","CHOYP_contig_044803.m.51967","CHOYP_TEMPT.3.3.m.40304","CHOYP_ADAMTS16.1.1.m.28149","CHOYP_CELE_F01D5.5.1.1.m.4263","CHOYP_CELE_F01D5.5.1.1.m.4265","CHOYP_BRAFLDRAFT_284508.1.1.m.4587","CHOYP_CPVL.1.2.m.2978","CHOYP_BRAFLDRAFT_67226.1.1.m.38034","CHOYP_CNOT1.1.1.m.12106","CHOYP_CO5A2.1.1.m.28030","CHOYP_COCA1.3.6.m.49360","CHOYP_COX1.1.15.m.3193","CHOYP_LOC100375293.2.2.m.58888","CHOYP_CRE_20365.1.3.m.20889","CHOYP_CRIM1.2.3.m.5811","CHOYP_CYTA.1.1.m.10540","CHOYP_DDX41.1.1.m.16719","CHOYP_EXOS3.1.1.m.10596","CHOYP_FABP2.1.2.m.5800"
"0_16",0.1,0.1,0.1,8.1459,11.2689,15.9918,2.85525,63.32875,4.93965,40.2851,11.69275,3.25835,45.0905,0.1,10.91465,23.8771,88.1724,2.77855,0.1,0.1,114.6588,0.1,0.1,79.76445,2.7588,0.1,33.80275,20.51555,1.3911,3.99665,0.1,46.0875,5.3628,0.1,23.24315,3.75205,7.75975,18.82225,26.02555,0.1,0.1,46.6044,2.19995,92.82025,0.1,1.90105,6.18925,10.5641,1.7692,0.1,0.1,0.1,0.1,0.1,35.66205,88.21265,22.3243,29.62135,20.42575,0.1,17.73655,36.67685,39.6838,23.40505,33.8264,29.14805,61.0133,15.66385,19.89835,62.65365,33.7048,18.5594,89.7998,3.6613,19.85615,0.1,0.1,41.7878,0.1,0.1,36.20665,0.1,0.1,16.58445,0.1,7.2172,10.28525,19.97965,0.1,50.0315,10.86115,5.0099,0.1,61.83815,65.48135,15.6211,14.52235,4.69695,7.3724,0.1,22.78395,77.79885,31.1347,0.1,1.16955,0.1,0.1,0.1,8.72315,1.93455,0.1,3.68055,0.1,0.1,18.3509,18.61915,1.2923,1.9573,26.51855,14.6341,41.31655,0.1,0.1,0.1,0.1,18.4574,15.66385,34.28425,14.1303,0.1,18.6482,1.4143,25.8055,20.16525,0.1,0.1,0.1,373.3665,111.52565,8.1459,45.9496,0.1,0.1,14.9124,0.1,14.28045,17.1435,0.1,0.1,8.655,6.32465,0.1,39.9003,24.56885,0.1,24.2524,5.28815,60.28185,0.1,0.1,106.2938,0.1,30.33275,0.1,5.5753,18.61915,3.75825,0.1,0.1,0.1,4.45265,2.20835,1.61425,10.6612,0.1,3.03665,9.03425,0.1,2.6818,0.1,0.1,20.90025,0.1,2.0851,8.9342,0.1,3.63265,0.1,3.8535,9.00685,0.1,0.1,0.1,0.1,4.756,0.1,0.1,0.1,5.02775,0.1,22.82435,0.1,0.1,0.1,1.20835,0.1,42.2851,23.0115,43.61575,11.79535,3.2974,0.1,0.1,46.16,0.1,6.86105,6.05375
"3_23",0.1,0.1,0.1,11.783,2.75235,20.5274,2.80805,61.0254,0.1,41.24745,3.79905,1.61575,28.99205,3.3994,10.5165,18.6112,23.9445,5.3079,0.1,0.1,78.84705,16.6869,0.1,59.7973,5.20695,0.1,38.7911,21.7488,3.88955,0.1,0.1,36.50405,5.13185,13.7273,31.9426,3.5991,0.1,13.60355,21.6116,0.1,0.1,39.8784,0.1,77.5374,0.1,1.82455,2.0217,48.2946,8.26595,7.69125,0.1,0.1,3.72145,0.1,37.9793,91.8278,34.41125,28.5263,21.8734,4.073,14.94935,33.37185,25.48265,26.31925,21.7066,23.76305,54.27575,30.23555,8.21795,37.7181,13.9229,16.39515,62.4946,0.1,19.13165,0.1,0.1,20.14005,0.1,0.1,32.1972,0.1,0.1,25.5751,5.4047,41.7234,31.3781,33.0131,3.9934,44.7542,36.69345,2.93185,0.1,63.14915,42.2917,42.34615,30.68785,9.005,9.1365,0.1,56.49475,48.20825,32.37945,6.71335,10.11835,0.1,0.1,0.1,21.0442,0.1,0.1,3.54625,0.1,0.1,14.2238,17.9399,2.38795,1.8859,67.0892,16.73575,55.68035,0.1,0.1,0.1,1.6214,12.70095,13.4182,33.9193,15.3018,0.1,12.8361,2.6356,27.4605,20.5411,3.91,255.1912,0.1,507.825,126.77505,13.0878,19.3644,34.99265,0.1,13.5275,0.1,7.67695,20.676,108.6418,0.1,4.2091,9.0731,0.1,71.15495,17.859,0.1,26.174,8.1534,53.9207,8.742,0.1,80.9199,0.1,21.91485,0.1,10.6742,13.4663,7.1639,0.1,0.1,3.4433,8.5054,2.12955,4.51405,15.4258,0.1,11.5397,21.68465,0.1,0.1,3.3362,0.1,0.1,9.36335,4.912,8.60825,0.1,0.1,0.1,0.1,8.67825,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.84605,0.1,31.5757,0.1,0.1,4.6626,0.1,0.1,56.51065,20.5683,40.64145,3.84475,0.1,0.1,0.1,53.34865,4.2632,4.41085,0.1
"3_29",0.1,0.1,0.1,8.2874,0.1,10.83735,7.258,23.98915,0.1,17.9236,11.9172,1.70275,10.1999,3.58945,11.1043,6.94305,5.6734,0.1,0.1,0.1,11.1043,14.0886,0.1,40.588,0.1,0.1,16.3914,12.52315,5.4635,0.1,2.40315,22.9108,5.4187,13.3765,20.2471,11.26015,7.93585,3.1929,8.82835,0.1,0.1,31.5705,0.1,31.4829,0.1,0.1,2.14315,21.4683,8.70865,16.25605,0.1,5.18775,11.6484,0.1,17.1983,32.2948,9.16535,15.0422,16.17385,12.7236,6.75605,4.1437,13.44815,19.83175,25.19255,4.5631,21.49785,10.6329,10.2303,13.93355,12.24395,7.85725,25.3703,0.1,8.98075,0.1,6.8725,10.64305,0.1,0.1,14.1675,0.1,0.1,6.75865,1.9593,27.53995,29.64525,26.15205,0.1,29.06535,27.5958,4.08545,0.1,28.18255,133.4708,19.87235,11.80195,4.7793,23.6274,0.1,122.6062,16.95745,46.86725,10.64305,10.6846,0.1,0.1,0.1,17.72405,0.1,0.1,9.36655,0.1,0.1,11.2782,9.47135,2.57865,1.9913,74.5012,10.23195,12.60465,0.1,0.1,6.0464,0.1,16.0859,5.3114,3.76955,5.37905,0.1,24.37635,4.17045,23.4928,4.13465,2.12015,568.72235,0.1,441.7236,103.5642,6.93645,23.376,0.1,0.1,0.1,0.1,8.14675,13.11815,0.1,0.1,8.80535,0.1,0.1,59.00475,8.211,0.1,18.67875,8.5914,0.1,6.15895,4.4401,11.3847,0.1,15.43955,3.3346,5.66935,14.19345,3.84295,0.1,0.1,12.71995,2.2888,2.25765,6.3498,10.83735,0.1,9.12985,13.7557,0.1,2.7132,3.51875,0.1,0.1,9.88675,11.41915,9.08945,0.1,3.6754,0.1,5.7843,9.18715,0.1,0.1,4.97925,0.1,9.5516,0.1,4.46525,2.3343,0.1,0.1,30.298,0.1,0.1,9.71625,0.1,0.1,59.63145,6.6889,7.3914,7.9935,6.59115,0.1,0.1,4.7328,0.95425,6.99275,0.1
"5_23",0.1,8.95955,2.00205,19.8155,0.1,15.4391,8.31295,10.0642,18.9044,12.1215,7.57145,3.9631,7.443,0.1,5.2963,11.0095,2.68945,6.6889,3.5251,0.1,0.1,10.12355,0.1,25.8035,5.24465,0.1,3.2164,3.982,3.9315,15.25855,12.62335,10.9173,15.57465,0.1,6.5724,0.1,0.1,1.5529,4.9033,2.1774,4.89105,15.00625,6.24775,14.8979,0.1,1.8654,2.0671,15.3592,3.32865,7.7873,3.5634,19.5481,18.4884,0.1,10.8859,13.7859,0.1,8.66185,8.81265,6.03635,4.30055,2.00045,4.8351,11.30755,17.48205,0.1,2.298,5.05495,8.2852,15.1466,4.67455,1.5713,24.1515,14.1463,6.3971,0.1,9.8766,20.3744,0.1,0.1,5.52355,0.1,0.1,3.2268,3.63225,28.0627,32.3559,25.0479,0.1,31.25935,0.1,0.1,0.1,17.8956,52.40455,20.8085,2.8276,4.6075,44.65105,0.1,60.04015,3.5958,37.3697,16.8605,16.00015,0.1,0.1,0.1,0.1,0.6661,0.1,7.14385,0.1,0.82,14.10365,4.62665,0.1,1.89955,60.40925,2.6496,8.02345,0.1,0.1,0.1,23.82645,12.8329,1.7183,1.7979,3.5189,0.1,12.9563,9.30875,18.48065,8.86455,2.04495,439.6172,0.1,0.1,137.33525,0.1,22.2828,65.5976,204.6253,0.1,0.1,7.65065,4.16725,115.5204,31.2574,4.30485,0.1,87.95335,47.7592,14.4092,0.1,10.1623,4.0767,0.1,5.8751,42.10795,13.61065,0.1,14.63145,4.7922,0.1,13.49305,3.6106,0.1,4.61435,12.116,2.16365,0.1,3.0389,26.0029,0.1,5.8116,8.67645,4.97755,5.21225,0.1,0.1,0.1,4.82735,10.87705,13.0626,11.7502,3.47275,0.1,11.0943,4.4778,0.1,2.74275,9.6047,0.1,4.6654,0.1,16.7991,2.2066,0.1,2.66835,32.78055,0.1,0.1,4.6235,0.1,0.1,0.1,3.19035,0.1,3.8126,6.2874,0.1,0.1,0.1,0.1,8.82725,5.8751
"5_29",0.1,22.7889,6.5145,13.48715,12.23845,17.4764,1.5971,0.1,0.1,2.77855,4.27735,6.2776,2.7662,1.9617,0.1,8.7312,0.1,19.63945,11.91835,0.1,0.1,3.90615,0.1,0.1,5.9379,17.75035,0.1,0.1,7.4066,13.10175,29.86545,0.1,0.1,6.1467,0.1,0.1,0.1,0.1,0.1,7.16505,8.1522,0.1,2.4507,0.1,0.1,6.05845,0.1,2.9085,0.1,2.93595,8.06135,16.52315,4.18985,0.1,0.1,0.1,0.1,0.1,2.51015,2.3067,2.51795,0.1,0.1,0.1,0.1,0.1,0.1,0.1,2.88335,0.1,0.1,1.7734,0.1,15.8028,0.1,0.1,3.71025,22.96725,0.1,11.1663,3.1504,23.65215,3.29475,0.1,6.1339,15.91455,31.98155,31.4589,8.94305,0.1,0.1,0.1,0.1,0.1,0.1,13.9398,0.1,12.60815,10.6269,0.1,92.9867,0.1,18.93525,30.623,0.1,0.1,12.87855,0.1,9.58475,3.53975,0.1,6.03285,0.1,5.2759,0.1,5.23475,0.1,5.36185,28.80595,0.1,0.1,0.1,0.1,0.1,11.7044,14.531,0.1,0.1,0.1,8.775,20.6033,12.10485,12.14775,0.1,0.1,328.73155,0.1,0.1,0.1,0.1,25.05515,57.2223,90.3577,21.23945,0.1,0.1,0.1,0.1,0.1,9.5099,0.1,0.1,0.1,6.332,0.1,16.0333,5.77785,0.1,3.3302,38.0395,3.0817,5.4586,0.1,3.6014,12.17265,15.2735,4.07875,5.55715,5.2026,7.9072,2.5081,4.75495,1.788,7.803,8.414,9.82455,0.1,8.4919,2.9741,0.1,4.48875,33.34965,5.46215,15.72295,0.1,13.30345,15.81445,0.1,6.28165,0.1,2.6753,3.1053,5.3156,4.90835,5.2787,3.43075,14.3301,4.9482,0.1,3.01625,30.57065,0.1,0.1,0.1,0.1,0.1,17.7053,0.1,0.1,4.4258,3.6581,0.1,0.1,0.1,0.1,2.5305,3.3302
"7_23",0.1,35.37035,2.1143,12.5468,0.1,16.2009,4.5032,0.1,20.0074,7.7562,0.1,3.4379,2.55895,0.1,0.1,1.23265,0.1,5.73835,3.7063,2.0232,0.1,7.0651,5.2387,0.1,2.8595,19.42575,0.1,0.1,5.53955,24.37665,40.88315,0.1,0.1,0.1,0.1,0.1,10.3658,0.1,0.77385,6.66545,7.4884,0.1,2.29105,0.1,10.208,5.6163,0.1,10.8681,0.1,0.1,11.15825,20.55305,7.796,4.88985,0.1,0.1,0.1,0.1,2.41045,4.2497,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,4.47125,0.1,0.1,1.5988,0.1,14.77675,0.1,4.03905,13.7856,10.73185,0.1,10.31805,5.6226,22.08525,3.1632,0.1,1.92325,25.77505,29.64815,17.37005,0.1,0.1,0.1,0.1,0.1,0.1,0.1,12.94005,0.1,7.00995,21.49095,5.45275,23.2102,0.1,0.1,14.53915,0.1,0.1,9.4879,0.8477,0.1,5.0907,0.1,7.5824,6.9196,14.7972,11.06605,9.4993,0.1,5.04995,0.1,0.965,0.1,0.1,0.1,1.27805,7.42245,10.8681,0.1,0.1,3.71845,0.1,29.9425,6.9514,8.20405,15.0018,0.1,0.1,334.28085,479.97415,143.5327,5.48605,0.1,74.9791,112.90785,14.08735,0.1,0.1,4.3815,0.1,25.41815,8.8314,0.1,86.9468,53.90195,4.88905,0.1,4.55465,0.1,0.1,6.34445,127.9715,0.1,7.65185,3.9948,3.34445,0.1,9.4993,0.1,0.1,2.52185,7.293,2.3446,0.1,0.1,19.5988,18.0997,6.11035,0.1,2.7164,2.67785,0.1,4.03905,14.3161,0.1,13.4724,0.1,3.0799,7.293,0.1,11.6139,0.1,1.26865,5.76745,29.5596,4.55815,4.9309,3.0882,13.331,2.39125,0.1,5.4347,23.27795,0.1,0.1,0.1,0.1,8.69555,0.1,0.1,0.1,0.1,6.61065,7.0651,0.1,0.1,0.1,7.05105,3.0799
"7_29",1.9875,27.9894,2.46955,9.8786,0.1,19.40905,1.7898,0.1,17.80475,0.1,0.1,3.9417,0.1,0.1,0.1,2.79515,0.1,3.38355,15.42795,2.4523,0.1,0.1,18.1255,0.1,6.5536,22.11245,0.1,2.5257,0.1,28.7419,50.10915,0.1,0.1,11.9415,0.1,0.1,0.1,0.1,0.1,10.4702,8.9419,0.1,18.33515,0.1,2.4373,4.4783,0.1,0.1,0.1,0.1,13.3678,12.2035,9.26545,16.90705,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3165,0.1,0.1,0.1,0.1,21.97405,0.1,24.13975,12.2679,12.6537,0.1,18.6902,6.768,28.58495,10.8753,0.1,0.1,2.22735,9.374,13.8504,0.1,0.1,0.1,0.1,0.1,0.1,0.1,9.4779,0.1,16.89155,0.1,0.1,27.6018,0.1,6.11785,50.65625,0.1,0.1,0.1,2.7866,5.31335,15.8868,0.1,2.2927,10.11175,19.49915,0.1,11.28985,4.58055,3.55465,0.1,1.16395,0.1,2.59865,6.36725,0.1,15.7826,12.7637,0.1,0.1,0.1,7.8994,19.3773,4.98405,6.60335,0.1,0.1,0.1,0.1,0.1,58.6853,0.1,0.1,41.75185,255.53235,9.66305,0.1,0.1,0.1,0.1,8.87415,5.3238,0.1,49.79045,0.1,6.8444,0.1,12.48145,0.1,0.1,3.7027,94.2578,0.1,9.0425,0.1,2.02765,0.1,16.9625,0.1,12.3256,2.91885,8.6464,0.1,0.1,0.1,15.03945,18.4884,10.91105,0.1,3.14465,3.2493,0.1,14.47435,19.6048,0.1,6.20375,0.1,3.7027,8.67505,0.1,4.62835,0.1,2.9527,6.8714,11.78505,8.1126,5.71475,7.3754,20.99205,2.7941,0.1,3.29545,8.43285,10.5787,5.20305,0.1,0.1,5.2427,23.87525,0.1,0.1,0.1,3.99765,16.8349,4.75735,0.1,0.1,0.1,7.3415
"9_23",1.67275,40.4535,2.0566,12.4903,34.1994,5.4331,0.1,0.1,15.4215,0.1,0.1,0.8733,7.773,0.1,0.1,1.2389,0.1,18.63495,5.56945,4.0528,0.1,0.1,0.1,0.1,0.1,2.9465,0.1,2.1944,1.40885,52.80615,49.75815,1.08485,0.1,0.1,0.1,0.1,7.8618,0.1,0.1,0.1,7.5497,0.1,4.4313,0.1,24.40365,1.98,4.197,2.7159,3.5258,0.1,11.24955,10.35305,8.0361,4.75455,0.1,0.1,0.1,0.1,0.1,4.28135,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.271,0.1,0.1,0.1,0.1,22.33015,0.1,24.5792,10.4746,14.20455,8.7112,5.41105,0.1,16.22165,9.18205,0.1,0.1,16.72425,3.5258,5.8703,8.344,0.1,0.1,0.1,0.1,0.1,62.66415,10.0089,0.1,4.89515,3.2491,4.59145,13.3981,0.1,21.4373,18.2573,0.1,0.1,11.9616,3.15465,8.86645,22.16065,0.1,7.63065,0.1,16.47325,14.8803,0.1,3.80735,6.07005,26.8689,0.1,0.1,1.1699,2.79405,2.89155,11.678,8.3213,0.1,0.1,1.83295,9.8147,16.5176,5.5766,11.4028,0.1,0.1,0.1,0.1,0.1,0.1,0.1,12.04985,67.1148,123.0219,0.1,0.1,0.1,4.4141,0.1,0.1,4.5734,0.1,77.24905,32.27125,3.4187,0.1,6.0162,0.1,0.1,0.1,63.0281,0.1,12.81015,0.1,3.476,5.64845,4.75455,11.32205,5.1862,2.53495,3.67365,0.1,2.3117,0.1,1.90575,31.2563,9.18205,0.1,2.7305,0.1,3.50585,4.07765,16.3748,4.9609,6.2361,0.1,12.4463,0.1,0.1,5.99855,0.1,0.1,3.00405,15.06865,4.7193,4.79445,3.22255,13.42055,2.40365,0.1,2.8336,10.136,8.89185,0.1,0.1,0.1,8.7603,0.1,0.1,0.1,0.1,3.4359,0.1,4.1274,0.1,0.1,4.70595,3.2139
"9_29",5.1303,46.37335,0.1,0.1,35.75055,0.1,0.1,0.1,10.442,0.1,0.1,0.1,0.1,1.9199,0.1,0.1,0.1,4.37765,19.21255,8.34765,0.1,0.1,0.1,0.1,0.1,1.80175,0.1,0.1,0.1,54.39605,52.46245,0.1,0.1,0.1,0.1,11.7041,27.2415,0.1,0.1,0.1,15.61845,0.1,9.11585,0.1,18.7998,0.1,2.2246,0.1,1.8678,0.1,7.7575,0.1,0.1,4.95955,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.88755,0.1,4.2741,0.1,0.1,3.0461,10.84615,0.1,16.60505,15.82165,0.1,0.1,0.1,3.6266,0.1,0.1,0.1,0.1,0.1,0.1,0.1,53.8612,1.0804,0.1,0.1,0.1,2.8861,10.3443,0.1,40.8043,0.1,8.73095,29.22775,9.9754,5.68045,4.6503,35.12655,35.4582,0.1,0.1,21.26635,0.1,0.1,21.00345,0.1,31.6927,0.1,0.1,9.06855,5.6154,2.04145,9.4541,0.1,0.1,0.1,0.1,10.24015,2.85885,1.49975,0.1,1.87005,4.3301,197.9363,0.1,296.0909,0.1,0.1,18.23825,0.1,109.16595,0.1,22.37265,0.1,2.3145,0.1,7.72515,0.1,3.3672,152.07435,44.20625,0.8998,4.39895,0.82485,0.1,0.1,0.1,155.43785,0.1,18.3784,0.1,3.507,11.71385,0.1,3.9906,5.4367,2.56995,1.93465,0.1,4.5757,0.1,9.4594,21.49325,3.20805,0.1,2.7683,0.1,7.23075,0.1,14.07965,0.1,0.1,0.1,3.24255,3.81925,6.5808,0.1,0.1,0.1,5.97645,0.1,4.72335,0.1,0.1,18.3029,0.1,0.1,0.1,1.10225,23.04725,8.94185,0.1,3.72445,4.5665,44.7111,0.1,0.1,0.1,0.1,3.71965,28.88235,0.1,2.809,0.1,3.24255
