"","CHOYP_GELS2.2.2.m.30443","CHOYP_GLIPR1L1.1.1.m.41745","CHOYP_GST7.1.1.m.59335","CHOYP_GSTP1.2.2.m.30099","CHOYP_H2AV.1.7.m.12182","CHOYP_H3.1.2.m.3829","CHOYP_ISCW_ISCW008219.1.2.m.46822","CHOYP_ISCW_ISCW010532.1.4.m.11493","CHOYP_ISCW_ISCW010532.2.4.m.35454","CHOYP_LOC100123907.1.1.m.2987","CHOYP_LOC100175722.1.3.m.11427","CHOYP_LOC100183353.1.1.m.54920","CHOYP_LOC100366455.3.3.m.28840","CHOYP_LOC100367787.1.1.m.52250","CHOYP_LOC100368022.1.1.m.55588","CHOYP_LOC100370551.1.1.m.64375","CHOYP_LOC100372287.1.1.m.10381","CHOYP_LOC100372505.2.2.m.26614","CHOYP_LOC100376187.1.2.m.22540","CHOYP_LOC100376187.2.2.m.55240","CHOYP_LOC100378071.1.1.m.40488","CHOYP_LOC100378099.1.1.m.22677","CHOYP_LOC100378844.1.4.m.7322","CHOYP_LOC100485485.1.1.m.27961","CHOYP_LOC100533521.2.2.m.52097","CHOYP_LOC100555907.1.1.m.27452","CHOYP_BRAFLDRAFT_100695.1.1.m.47761","CHOYP_LOC100705966.1.1.m.45957","CHOYP_LOC100749506.1.1.m.8951","CHOYP_LOC100903522.1.3.m.2296","CHOYP_LOC101156833.1.1.m.38739","CHOYP_LOC101169658.1.3.m.18820","CHOYP_LOC494408.1.1.m.29208","CHOYP_BRAFLDRAFT_115608.1.1.m.25984","CHOYP_LOC659512.1.4.m.6122","CHOYP_LOC659512.3.4.m.26463","CHOYP_LOC754102.1.1.m.57575","CHOYP_LOC754355.1.1.m.66745","CHOYP_LOC754557.1.2.m.5492","CHOYP_LYS3.1.1.m.31221","CHOYP_MANL.5.9.m.42622","CHOYP_NDUFB9.1.2.m.37494","CHOYP_NEMVEDRAFT_V1G140878.1.1.m.18069","CHOYP_NEMVEDRAFT_V1G97278.2.2.m.63648","CHOYP_NPC2.6.7.m.31030","CHOYP_BRAFLDRAFT_119799.1.1.m.23765","CHOYP_PIF.3.6.m.18904","CHOYP_PLMN.1.11.m.5524","CHOYP_RCOM_1886900.1.1.m.11248","CHOYP_RL24.6.9.m.43123","CHOYP_RS5.1.2.m.146","CHOYP_RS9.9.13.m.44486","CHOYP_SBP1.1.2.m.2083","CHOYP_SCP.9.12.m.62606","CHOYP_SMP_087250.2.2.m.25167","CHOYP_SMP_143090.1.1.m.6805","CHOYP_SPI2.25.37.m.28547","CHOYP_BRAFLDRAFT_123969.1.1.m.15145","CHOYP_TAGL3.1.1.m.31031","CHOYP_TBA.3.6.m.29936","CHOYP_TEKT3.1.1.m.37281","CHOYP_TEKT5.1.1.m.60031","CHOYP_TEKT5.1.1.m.60033","CHOYP_TEMPT.1.3.m.4934","CHOYP_TRIADDRAFT_32712.3.4.m.44104","CHOYP_VOLCADRAFT_93060.2.2.m.26741","CHOYP_contig_004993.m.5721","CHOYP_contig_005590.m.6345","CHOYP_contig_007998.m.9259","CHOYP_contig_008002.m.9263","CHOYP_contig_009176.m.10652","CHOYP_contig_015692.m.18358","CHOYP_contig_023538.m.26787","CHOYP_contig_023655.m.26913","CHOYP_contig_023710.m.26965","CHOYP_contig_023897.m.27203","CHOYP_contig_026477.m.30166","CHOYP_contig_026567.m.30260","CHOYP_contig_026723.m.30427","CHOYP_contig_027304.m.31034","CHOYP_contig_032576.m.37192","CHOYP_contig_038370.m.43386","CHOYP_contig_039285.m.44499","CHOYP_contig_052416.m.62821","CHOYP_14332.1.2.m.5643","CHOYP_14332.2.2.m.61737","CHOYP_ADD.3.5.m.17639","CHOYP_AGAP_AGAP007120.1.1.m.57542","CHOYP_BRAFLDRAFT_127065.6.7.m.30727","CHOYP_BRAFLDRAFT_114866.4.5.m.35627","CHOYP_RS3A.4.15.m.15367","CHOYP_BRAFLDRAFT_120058.1.1.m.9895","CHOYP_BRAFLDRAFT_121507.1.2.m.30603","CHOYP_BRAFLDRAFT_121562.1.1.m.37268","CHOYP_BRAFLDRAFT_151236.1.1.m.30653","CHOYP_RS26.14.15.m.57342","CHOYP_BRAFLDRAFT_275083.2.2.m.66604","CHOYP_BRAFLDRAFT_281651.5.8.m.25278","CHOYP_BRAFLDRAFT_208436.4.32.m.22689","CHOYP_BRAFLDRAFT_89961.1.3.m.5717","CHOYP_CALM.22.50.m.31010","CHOYP_CATA.3.3.m.21642","CHOYP_CATB.1.2.m.5440","CHOYP_BRAFLDRAFT_130809.1.1.m.5127","CHOYP_CNDP2.3.4.m.30467","CHOYP_COX5B.3.3.m.38557","CHOYP_CYC.1.5.m.5663","CHOYP_RS23.1.9.m.12948","CHOYP_DPSE_GA27121.1.1.m.6089","CHOYP_DSIM_GD24875.1.1.m.66201","CHOYP_DUOX1.4.4.m.44613","CHOYP_DVIR_GJ23521.1.1.m.2757","CHOYP_EF1A.2.4.m.50858","CHOYP_EF1G.3.3.m.63510","CHOYP_EF2.4.5.m.30186","CHOYP_EF2.5.5.m.39855","CHOYP_EIF5A.1.3.m.22684","CHOYP_BRAFLDRAFT_201924.1.1.m.30855","CHOYP_FABP7.2.2.m.29096","CHOYP_GBLP.3.7.m.20931","CHOYP_GIGA6.1.1.m.38687","CHOYP_LOC101157371.3.3.m.51109","CHOYP_HSP7D.2.3.m.34782","CHOYP_GRP78.2.5.m.33058","CHOYP_HSP90AA1.1.1.m.14867","CHOYP_ISCW_ISCW017350.1.1.m.11950","CHOYP_ISCW_ISCW019177.2.4.m.56600","CHOYP_KARG.2.11.m.2196","CHOYP_LDLR.6.7.m.57984","CHOYP_LOC100121788.1.1.m.28436","CHOYP_LOC100180023.1.7.m.11060","CHOYP_NEMVEDRAFT_V1G242153.2.4.m.15572","CHOYP_LOC100377173.1.2.m.37699","CHOYP_LOC100372342.1.1.m.63404","CHOYP_RL10A.1.2.m.7633","CHOYP_LOC100374495.1.1.m.55368","CHOYP_LOC100376902.1.1.m.20390","CHOYP_LOC100533294.1.3.m.35108","CHOYP_RL23A.3.6.m.31005","CHOYP_LOC100533447.2.3.m.44496","CHOYP_LOC658201.1.1.m.42880","CHOYP_BRAFLDRAFT_263599.1.1.m.59011","CHOYP_LOC100699383.1.1.m.63490","CHOYP_LOC100893889.2.2.m.64935","CHOYP_LOC100908688.1.5.m.30293","CHOYP_LOC101067698.2.2.m.27457","CHOYP_LOC101072646.1.1.m.8800","CHOYP_LOC101169658.2.3.m.20752","CHOYP_LOC101173335.4.4.m.49816","CHOYP_DSIM_GD13062.1.1.m.3175","CHOYP_BRAFLDRAFT_246510.1.1.m.27433","CHOYP_BRAFLDRAFT_246978.1.1.m.6916","CHOYP_LOC587133.1.1.m.61281","CHOYP_LOC587610.3.3.m.27175","CHOYP_LOC589479.2.2.m.57247","CHOYP_LOC660560.1.4.m.31036","CHOYP_LOC663855.2.5.m.747","CHOYP_MYS.7.7.m.44342","CHOYP_MLE.1.9.m.15462","CHOYP_MYSP.1.9.m.1097","CHOYP_MYSP.4.9.m.2302","CHOYP_NEMVEDRAFT_V1G120119.1.2.m.6082","CHOYP_NRP.4.4.m.44647","CHOYP_LOC752782.1.1.m.53937","CHOYP_ACT.5.27.m.15585","CHOYP_NEMVEDRAFT_V1G242065.1.1.m.21817","CHOYP_ACT.6.27.m.15622","CHOYP_LOC100890099.1.1.m.11505","CHOYP_ACT.23.27.m.58454","CHOYP_PAN2.1.1.m.44691","CHOYP_ABCF2.1.2.m.28362","CHOYP_PAN2.1.1.m.44693","CHOYP_PHUM_PHUM289860.1.1.m.44779","CHOYP_SMP_078690.5.5.m.64878","CHOYP_PROM1.3.3.m.58805","CHOYP_PRP6.2.2.m.34365","CHOYP_QCR2.1.1.m.35613","CHOYP_RL23.1.11.m.2901","CHOYP_RL8.10.10.m.65636","CHOYP_RL9.4.6.m.43062","CHOYP_LOC100175959.4.7.m.28172","CHOYP_LOC100175959.1.7.m.1896","CHOYP_RLA1.5.12.m.15482","CHOYP_RN45S.2.5.m.14111","CHOYP_ODC1.1.1.m.12032","CHOYP_RS15A.5.11.m.18785","CHOYP_RS4.3.11.m.15465","CHOYP_SCP.8.12.m.57173","CHOYP_SMP_051990.7.7.m.57569","CHOYP_SMP_078690.3.5.m.2272","CHOYP_TBA2.1.1.m.955","CHOYP_TBA1.7.9.m.44107","CHOYP_TBA1A.2.4.m.19573","CHOYP_TBA.1.6.m.12217","CHOYP_LOC754102.1.1.m.57578","CHOYP_LOC100373045.1.1.m.16825","CHOYP_LOC584364.2.2.m.57790","CHOYP_TBA3.1.1.m.5111","CHOYP_LOC100533261.1.1.m.36141","CHOYP_TBB4B.7.7.m.63980","CHOYP_TBB4B.1.7.m.12262","CHOYP_TPM.17.19.m.63919","CHOYP_TPM.18.19.m.66023","CHOYP_TPM.19.19.m.66623","CHOYP_TPM.6.19.m.12415","CHOYP_TRIADDRAFT_57086.1.1.m.25271","CHOYP_TXND3.2.4.m.21415","CHOYP_TXND3.1.4.m.3505","CHOYP_contig_008261.m.9575","CHOYP_contig_016567.m.19514","CHOYP_contig_025149.m.28635","CHOYP_contig_010181.m.11866","CHOYP_contig_025684.m.29301","CHOYP_contig_055984.m.66583","CHOYP_contig_041958.m.48141","CHOYP_contig_043238.m.49940","CHOYP_contig_045550.m.53021","CHOYP_contig_047707.m.56320","CHOYP_BRAFLDRAFT_74063.1.5.m.2740","CHOYP_CAH2.1.1.m.42306","CHOYP_CAOG_01521.1.1.m.28103","CHOYP_CDPK5.1.1.m.6214","CHOYP_CNOT1.1.1.m.12106","CHOYP_COCA1.3.6.m.49360","CHOYP_contig_033285.m.37973","CHOYP_CPIPJ_CPIJ012408.1.1.m.10724","CHOYP_CYTA.1.1.m.10540","CHOYP_DGRI_GH15313.1.1.m.5763","CHOYP_DMBT1.13.34.m.27666","CHOYP_ENO.1.2.m.7681"
"0_16",183.0987,0.1,123.6369,71.9364,81.59585,87.38795,165.7789,50.776,11.2689,83.2243,63.32875,40.2851,48.0031,81.075,74.7108,96.83915,70.90175,88.1724,44.7728,82.2571,62.8649,34.5599,85.1917,114.6588,84.26195,79.76445,58.04665,0.1,33.80275,181.1159,3.99665,0.1,46.0875,317.32395,89.76195,33.94715,16.3964,59.7855,26.30685,62.1268,61.54665,30.9366,134.22785,0.1,87.8344,235.3342,0.1,40.2262,46.6044,0.1,97.63145,0.1,26.04495,18.47945,105.35765,112.5041,27.408,26.5166,271.90145,92.82025,134.07565,71.4217,109.40505,4.10335,77.02605,572.0971,7.97005,69.23995,35.66205,88.21265,35.2876,0.1,104.21645,52.5516,3.8405,56.60495,61.0133,48.3691,62.65365,89.7998,25.6773,33.35565,47.69765,0.1,98.67095,103.18375,37.0095,180.21225,332.54005,421.346,136.9162,64.25925,76.2442,74.2668,50.0315,0.1,170.77375,61.83815,65.48135,3.3002,33.2019,0.1,247.83465,72.59215,72.6186,105.7597,26.8026,143.2631,25.7038,22.78395,71.83015,220.6699,559.1337,98.98315,87.2947,85.50955,202.0064,77.79885,0.1,362.2449,0.1,26.3606,114.974,88.7067,134.04235,63.10445,94.1888,473.353,75.22025,33.86615,199.37415,41.72415,0.1,106.92115,94.4408,124.81395,94.41815,209.5251,57.87915,133.3098,18.7094,48.05065,151.9164,189.05415,63.0252,41.31655,109.4635,3.40875,182.6314,13.976,59.9167,60.3898,298.17555,0.8326,90.26755,84.2122,34.75675,215.68245,332.974,364.6204,259.19385,121.978,3.8448,0.1,0.1,383.3097,0.1,328.4778,234.6437,373.3665,381.0581,23.562,190.77385,69.06105,116.2719,111.52565,159.7045,81.55875,0.1,81.33515,230.37915,83.3699,0.1,27.0067,78.64235,76.4027,9.84135,18.4486,82.0493,122.86485,329.57535,0.1,0.1,441.20555,727.5924,206.1743,69.9232,52.2132,56.92825,549.2633,290.5583,0.1,88.92355,0.1,102.7697,283.9452,60.28185,56.45885,63.66895,0.1,106.2938,57.41005,54.17385,13.26755,118.6971,26.96685,4.5103,74.04565,37.256,32.88185,138.4502,116.35095,42.2851,43.61575,0.1,147.71195,46.16,202.51515,27.7853,154.4307
"3_23",189.6847,0.1,191.6692,71.85875,74.42955,93.5389,173.3111,66.7477,2.75235,63.6239,61.0254,41.24745,40.4765,72.87085,56.3053,67.1805,51.25795,23.9445,106.27985,0.1,55.309,15.4085,71.8458,78.84705,77.36905,59.7973,50.10535,11.06725,38.7911,159.1001,0.1,0.1,36.50405,305.804,64.31805,22.63845,31.56455,61.45385,38.86745,59.8864,72.0194,51.4816,157.1749,63.32175,173.0241,198.01155,1.28285,57.26335,39.8784,14.39685,112.8553,0.1,38.20295,14.81785,124.67475,83.37135,47.57185,40.8712,284.47355,77.5374,118.97745,63.79385,107.65065,15.5828,63.63915,508.734,3.89935,47.26275,37.9793,91.8278,3.0464,0.1,100.41455,40.9,56.46315,38.97675,54.27575,50.82965,37.7181,62.4946,51.1657,57.1377,53.02665,11.2181,87.46525,146.11925,0.1,161.03695,542.66385,273.6752,137.98365,47.19385,65.70795,69.41495,44.7542,0.1,143.4055,63.14915,42.2917,28.26325,35.5408,0.1,255.9161,95.73725,78.99055,126.0457,43.04125,125.7829,18.37025,56.49475,77.08665,191.80265,592.91925,92.5038,138.03715,53.19405,352.3577,48.20825,7.57035,428.83955,10.74015,44.47595,126.9403,123.3605,134.85675,42.28755,69.15575,410.63725,81.71735,37.886,192.19015,76.739,24.24825,99.87585,108.2056,152.828,82.9177,226.3257,61.0916,131.05245,27.02335,4.8741,167.74565,188.45175,82.4542,55.68035,133.43575,8.2151,74.04785,22.4362,23.80465,34.2296,365.99355,5.28985,67.10185,99.0184,35.3492,229.6529,405.21395,79.74485,853.89705,121.57785,30.38435,255.1912,563.3507,330.5441,0.1,0.1,134.8912,507.825,288.97795,41.5818,187.8745,76.0807,112.0302,126.77505,152.2317,85.11535,34.99265,74.58835,207.79305,70.83475,0.1,0.1,93.95235,84.6856,31.0485,41.4809,96.37085,129.51995,257.928,0.1,108.6418,544.12625,194.2018,170.21135,0.1,69.65905,121.69455,428.7215,333.21015,0.1,91.4025,0.1,99.0327,358.1622,53.9207,31.24205,58.2711,0.1,80.9199,29.2314,64.2262,6.39175,125.73595,25.97115,14.9985,60.7758,39.01795,28.50685,137.22085,157.4112,56.51065,40.64145,43.44165,170.8237,53.34865,198.74295,31.2367,168.42915
"3_29",186.25985,0.1,101.21115,78.5477,82.99005,118.6971,132.84025,91.58245,0.1,41.0455,23.98915,17.9236,28.4591,52.2387,34.59725,61.08895,18.0334,5.6734,126.1011,10.06465,34.2972,43.4268,59.621,11.1043,73.50565,40.588,19.68005,46.78045,16.3914,265.46915,0.1,2.40315,22.9108,322.8723,127.8483,61.1467,26.6766,20.25975,53.5111,57.7524,71.6121,54.36005,133.08215,114.64625,229.2927,175.67665,33.74585,62.3881,31.5705,52.1072,121.6388,43.45115,34.56005,25.0285,119.4554,39.61155,111.56085,53.9122,317.2425,31.4829,49.05235,15.98475,78.11805,28.80595,11.20685,284.42,12.15125,23.48095,17.1983,32.2948,0.1,15.98705,50.16895,0.1,80.76995,16.4538,21.49785,58.1561,13.93355,25.3703,44.71085,73.4787,74.6628,78.1316,132.3968,107.2649,55.1362,186.79335,503.55835,370.8376,162.87345,21.82115,40.84815,77.90115,29.06535,0.1,113.606,28.18255,133.4708,29.84415,0.1,13.09295,237.2437,81.6277,88.19935,121.7949,86.36235,184.63675,31.2118,122.6062,66.8022,180.54765,739.42795,123.1047,193.91385,61.4865,311.9791,16.95745,12.0017,452.8932,60.81085,36.90825,146.89205,120.9052,167.22465,36.2756,52.46915,343.2885,121.05345,56.6846,263.0083,30.9232,86.1549,108.78215,109.0877,55.59835,50.173,249.87565,58.88565,156.58515,35.6605,5.1465,199.6737,172.0326,114.5805,12.60465,154.01955,36.4086,0.1,56.7197,0.1,25.27685,231.0322,19.95325,50.93555,95.8604,76.30755,193.6526,292.4514,92.97375,1147.50595,156.9361,76.99985,568.72235,0.1,380.6822,0.1,0.1,0.1,441.7236,394.90065,56.1644,218.49215,55.20325,128.6807,103.5642,130.0278,86.4429,0.1,66.9609,254.35675,89.711,0.1,57.4408,67.2318,54.3057,35.4363,53.2146,114.76605,153.2851,262.74455,0.1,0.1,34.45415,559.59835,155.47585,0.1,75.94475,107.83085,261.08445,575.2672,0.1,60.1499,11.5837,117.2986,303.20255,0.1,0.1,0.1,4.4401,11.3847,13.74495,80.4941,16.84365,173.0308,72.2775,42.99485,27.8663,37.9038,40.1241,128.7639,259.21375,59.63145,7.3914,0.1,112.75155,4.7328,186.57445,39.05845,148.02745
"5_23",171.94155,8.95955,151.0817,74.9839,25.00335,103.24755,143.62965,100.5893,0.1,52.27795,10.0642,12.1215,27.2715,52.44605,36.63195,62.1015,21.55925,2.68945,105.7047,14.0699,30.0848,10.3379,51.82515,0.1,97.33525,25.8035,15.27395,13.32505,3.2164,242.87365,15.25855,12.62335,10.9173,329.709,81.966,81.07655,47.50505,0.1,61.287,62.86655,59.61845,40.9677,156.7626,91.2334,252.0057,156.3725,35.9045,59.5236,15.00625,48.64115,208.83265,51.89025,51.6829,29.86515,113.90365,33.5983,116.81595,56.58655,273.5725,14.8979,37.7092,20.33005,56.4973,27.41575,10.7269,251.0703,11.653,19.63565,10.8859,13.7859,11.0547,34.2632,37.18775,0.1,71.48185,4.0253,2.298,68.1513,15.1466,24.1515,44.42745,80.9291,92.56215,45.0557,51.67795,170.54605,0.1,183.99195,314.21385,321.98585,88.8072,14.889,25.2949,104.7203,31.25935,0.1,106.1839,17.8956,52.40455,38.0292,14.19735,31.19375,212.4263,77.9039,46.10655,108.05475,43.35265,216.5887,38.69125,60.04015,71.51975,109.4146,671.2199,133.9079,197.80085,78.49435,380.49725,3.5958,19.0129,443.17085,61.84975,35.07235,171.74285,108.79245,164.71895,55.7816,23.969,341.04545,156.55645,70.99845,239.97475,14.97105,2.3005,132.11775,61.8349,50.4101,46.86065,204.63215,69.53675,166.6064,43.2452,4.90935,214.8679,132.10545,104.8922,8.02345,197.0244,58.0008,57.98815,13.61145,0.1,31.059,410.38745,31.1689,35.7148,120.48365,46.10155,155.28895,268.20645,47.1293,992.7304,189.22455,83.1723,439.6172,0.1,388.00225,0.1,0.1,110.9911,0.1,407.59395,95.46415,198.82895,58.6503,132.9079,137.33525,122.26445,102.108,65.5976,104.9633,304.21635,76.24115,204.6253,29.1316,73.22525,122.39265,34.3459,77.57105,97.2248,148.333,219.92985,0.1,115.5204,198.43425,196.68555,124.54865,31.67075,87.3643,80.59075,242.1056,548.0101,87.95335,5.8748,46.065,89.8414,350.48735,0.1,0.7708,0.1,42.10795,13.61065,16.4324,80.9439,16.22155,288.43815,76.24115,122.97385,16.0373,47.1555,46.239,146.0132,338.81155,0.1,0.1,27.8101,100.2529,0.1,170.5402,49.3952,156.00445
"5_29",186.3178,22.7889,106.5251,82.1722,28.5675,47.83015,143.7017,60.93285,12.23845,52.92445,0.1,2.77855,35.15565,53.4409,31.6354,34.1078,0.1,0.1,136.08465,0.1,25.06725,37.67815,47.1391,0.1,123.6117,0.1,17.3303,50.5089,0.1,175.40645,13.10175,29.86545,0.1,356.48255,104.9138,102.87995,39.56575,4.48875,67.3854,65.31665,72.38995,49.3473,119.22995,87.75515,356.49655,176.69975,44.76065,58.96785,0.1,63.3581,231.0983,51.9999,53.4686,37.1478,129.2306,33.28455,126.79545,55.53005,280.77695,0.1,36.1465,0.1,17.93605,49.0512,4.02535,182.0209,44.14705,12.6798,0.1,0.1,6.9954,38.90815,36.15635,0.1,85.25255,0.1,0.1,62.7291,0.1,0.1,52.2846,105.8491,80.7242,56.3303,149.3615,62.66285,28.76405,176.418,129.41815,436.9669,182.7894,10.13395,35.34355,125.9422,0.1,0.1,115.40575,0.1,0.1,64.44345,48.46785,23.3509,156.656,100.85435,113.05735,137.33665,132.72685,171.4445,47.4036,92.9867,72.07235,114.1186,731.18665,117.56685,229.15495,69.5681,287.03825,0.1,34.53235,513.4968,76.7592,53.7953,182.0329,133.2981,191.9391,21.13255,0.1,372.35145,158.9252,93.47105,267.6869,0.1,50.8524,99.6591,50.25475,48.5371,51.9512,267.15985,108.6764,195.4916,64.096,5.5583,246.7877,135.09675,123.3663,0.1,259.43175,142.48055,82.0958,40.63575,0.1,23.40895,384.48075,27.58675,50.25395,119.0875,82.448,178.2916,310.5932,240.02425,569.57415,146.4434,97.1626,328.73155,0.1,413.1722,0.1,88.20305,102.60505,0.1,427.17515,17.07925,248.4214,62.27995,124.03225,0.1,128.5886,89.3072,57.2223,132.58375,236.54615,91.49025,90.3577,38.9859,103.55435,105.1094,73.6299,91.3413,95.88055,168.14415,194.8525,153.7642,0.1,140.54485,369.94445,129.7987,0.1,15.78245,89.99605,359.34275,265.15795,0.1,0.1,121.14805,112.8759,370.01345,0.1,0.1,0.1,38.0395,3.0817,0.1,41.24845,18.37255,330.16185,83.3002,156.50275,3.0217,49.68305,52.3501,143.52305,240.36805,17.7053,0.1,27.97,93.268,0.1,209.8733,50.9012,182.30925
"7_23",175.9173,35.37035,85.10795,84.2896,56.70945,64.17125,147.39745,89.4915,0.1,76.47595,0.1,7.7562,10.1636,41.40915,34.71245,53.6217,18.25845,0.1,109.83915,45.66935,29.7832,16.30415,49.0156,0.1,106.33325,0.1,24.68165,11.6818,0.1,228.2578,24.37665,40.88315,0.1,350.14205,60.33345,92.8572,50.3571,12.276,64.32305,52.33295,67.2017,57.3817,133.46755,71.7577,269.33205,136.802,36.4157,54.7608,0.1,63.1641,141.9722,54.52635,70.5287,50.24085,116.7281,46.3229,89.5382,62.14875,236.9143,0.1,47.90965,12.6105,66.49525,53.398,0.1,211.39365,36.67355,14.6631,0.1,0.1,0.1,52.0354,33.5768,0.1,78.98085,4.25395,0.1,99.0282,0.1,0.1,43.8911,132.39515,115.8232,30.9179,48.27415,139.14475,28.22865,173.7837,114.6228,333.60405,97.0305,15.67285,39.10385,80.28515,0.1,0.1,98.2125,0.1,0.1,49.68205,0.1,31.68345,148.92775,77.96,82.6556,136.332,82.0466,158.9832,48.30935,23.2102,77.3354,203.12225,625.9092,147.7596,175.81705,72.4112,273.24535,0.1,32.06865,505.38215,69.2108,60.81375,117.95255,114.31075,153.46425,44.87535,2.38175,354.04625,204.01965,75.7649,237.45965,11.54035,11.94965,122.10855,36.3662,45.06025,57.80555,227.36825,78.8425,205.0143,47.87815,5.16175,187.204,151.98065,115.14185,0.1,180.9229,188.02175,58.2571,48.03785,0.1,32.67705,303.24275,28.03555,52.2114,114.94305,78.4268,154.20775,217.60245,188.0331,784.781,200.1645,87.6963,0.1,0.1,502.85645,334.28085,0.1,196.87485,479.97415,396.1436,47.2394,214.75525,64.55835,136.13525,143.5327,113.81925,90.15615,74.9791,118.7256,290.10765,90.79335,112.90785,57.6706,67.5008,65.05745,71.0229,100.601,107.2355,156.35255,199.71705,0.1,0.1,143.3838,413.94255,115.994,0.1,79.69585,94.79765,247.93235,588.66265,86.9468,6.20985,53.80015,107.22115,254.32635,0.1,0.1,0.1,127.9715,0.1,0.1,50.9964,37.1651,334.24525,80.2197,210.8869,5.59615,57.8745,48.6701,120.963,341.3615,0.1,0.1,49.22915,113.1851,0.1,167.68795,53.8942,141.5826
"7_29",222.0647,27.9894,78.26165,90.4273,52.0221,29.43355,175.48715,95.24655,0.1,0.1,0.1,0.1,2.487,42.6146,27.7629,42.2315,16.0955,0.1,145.73335,0.1,30.9248,51.48215,25.77285,0.1,141.14,0.1,19.08865,41.7962,0.1,232.59085,28.7419,50.10915,0.1,384.79225,65.3239,113.883,47.69795,4.85895,80.82135,78.6112,58.6707,51.13135,96.83665,85.4194,315.0711,155.34935,49.52965,55.80795,0.1,56.94955,168.51615,55.498,72.84055,44.78305,131.5003,39.373,73.0623,64.3135,257.51455,0.1,49.9384,31.6757,59.23005,68.742,4.47675,166.2589,91.7976,17.4418,0.1,0.1,7.5747,52.47595,33.28745,0.1,100.83135,0.1,0.1,90.60615,0.1,0.1,37.6309,123.6647,120.1353,28.2524,136.29685,61.34945,28.7659,202.7357,60.6951,332.88915,173.63305,22.3043,48.67725,101.1021,0.1,0.1,116.8253,0.1,0.1,47.4562,40.55295,23.311,161.0039,111.18545,109.3609,199.14415,48.78235,108.1729,57.30475,27.6018,97.06665,131.2261,710.73345,129.7594,188.7871,55.00235,194.38305,0.1,57.123,521.9826,77.3614,88.00605,199.51815,150.2686,144.59135,16.611,2.75625,414.0703,144.39065,91.3754,268.7423,32.0986,13.8654,98.1891,34.09725,40.98305,49.61135,315.5997,83.50115,238.7891,85.0311,6.13465,172.79125,181.06865,125.5304,0.1,277.0791,316.166,171.43925,44.99285,0.1,8.61215,344.3579,32.3691,42.3224,121.1061,67.65255,196.03405,280.68625,46.3273,1208.58315,137.77545,110.15735,0.1,0.1,411.75135,0.1,219.74785,250.12515,0.1,461.9663,67.07615,255.32345,73.24235,140.98365,58.6853,131.409,70.12015,41.75185,98.4401,249.49995,59.505,255.53235,52.17445,61.0678,111.0488,18.6376,111.95765,118.17745,143.2741,230.8458,0.1,0.1,183.0576,268.22635,144.9626,0.1,70.5466,118.56765,260.92085,367.6797,49.79045,42.9447,37.818,85.2276,259.1985,0.1,3.71875,0.1,94.2578,0.1,0.1,45.4316,84.25345,417.46555,133.76925,234.69305,6.65095,62.8534,65.78905,182.1894,191.3649,23.87525,0.1,58.60165,134.4372,0.1,263.99715,63.4538,208.96075
"9_23",166.17095,40.4535,85.4568,63.10265,57.30905,103.4651,152.45045,66.6715,34.1994,37.7597,0.1,0.1,8.15355,44.4424,28.9146,49.87475,13.74265,0.1,130.10575,0.1,28.0648,35.26645,38.60245,0.1,102.9474,0.1,18.8372,2.45245,0.1,185.9719,52.80615,49.75815,1.08485,340.62725,63.2687,67.1032,60.4215,4.2154,70.246,72.2189,72.1551,49.18625,78.68885,44.21045,363.95865,143.9368,49.81275,67.1892,0.1,60.509,120.99615,58.11905,83.84075,66.2726,123.68255,44.4858,68.03285,38.14285,269.42295,0.1,48.27695,14.5056,47.93075,20.99135,3.8844,230.9109,24.71695,14.87845,0.1,0.1,0.1,40.3843,22.5512,0.1,71.7427,4.2762,0.1,122.09425,0.1,0.1,26.6381,137.0534,101.75315,2.48275,109.9708,102.87765,51.82455,164.47445,78.76765,341.1687,87.3261,25.16765,39.2338,187.938,0.1,0.1,92.39085,0.1,62.66415,47.0059,242.6491,34.1246,135.00225,110.0887,95.2049,117.173,128.57835,143.88085,54.5551,13.3981,88.2216,155.92475,638.5678,126.33685,273.92685,47.6688,269.13555,0.1,52.29585,497.95185,69.6584,61.46505,168.5778,104.82245,165.6975,48.06355,0.1,363.883,345.0764,98.60735,306.9115,27.80995,6.9902,106.5578,65.2041,61.53145,58.16345,212.37445,99.4859,203.90855,57.8242,33.4076,250.16115,163.32115,134.33095,0.1,279.45035,212.2051,163.1489,28.71015,0.1,11.1845,334.5834,29.0084,40.04745,126.16195,77.009,162.70525,297.9735,99.6236,851.46595,158.8146,77.9121,0.1,0.1,414.7447,0.1,399.37935,99.3946,0.1,435.95605,53.1107,206.31775,69.64395,126.6556,0.1,127.8155,94.14465,67.1148,87.335,342.48945,65.59305,123.0219,30.9671,109.3485,50.2429,46.8738,91.6864,116.16995,159.4275,228.9927,0.1,0.1,112.79015,166.4163,113.06,33.4182,91.7559,62.5219,220.68445,448.0418,77.24905,0.1,28.61345,105.682,353.78955,0.1,0.1,0.1,63.0281,0.1,0.1,29.8974,65.3001,248.58245,83.357,197.0511,8.5041,53.27895,62.4325,166.4163,204.79915,0.1,0.1,59.5903,95.09455,0.1,164.93495,51.6806,161.44515
