protein,TempPC2,TimePC12,TimexTempPC12
CHOYP_LOC100175959.4.7.m.28172,-0.0809330962780062,0.116425670055618,0.0516534706953974
CHOYP_LOC100180023.1.7.m.11060,0.0785684417582552,0.116505587813179,0.0795250579272578
CHOYP_LOC100183353.1.1.m.54920,NA,0.0275982335617615,NA
CHOYP_LOC100211409.1.1.m.4742,0.0440678158066458,NA,NA
CHOYP_LOC100366455.3.3.m.28840,NA,0.0289654591950214,NA
CHOYP_LOC100366787.1.1.m.65795,NA,NA,0.0263487395015991
CHOYP_LOC100367787.1.1.m.52250,NA,0.0299039362751055,0.0270436709952006
CHOYP_LOC100368022.1.1.m.55588,NA,0.0277293253116297,0.0295343963935878
CHOYP_LOC100368360.1.1.m.9672,NA,NA,0.0262466887810619
CHOYP_LOC100369657.2.2.m.45309,-0.0386824974430387,NA,NA
CHOYP_LOC100369954.1.1.m.22658,0.0306676171388823,NA,0.0269884284083068
CHOYP_LOC100370551.1.1.m.64375,NA,0.0334006986883598,0.0307639218162848
CHOYP_LOC100372287.1.1.m.10381,NA,0.0292560744749883,0.0356861945011857
CHOYP_LOC100372342.1.1.m.63404,NA,0.0272405740859286,NA
CHOYP_LOC100372505.2.2.m.26614,NA,0.0627850033089766,0.053512144494578
CHOYP_LOC100372942.1.1.m.31119,0.0277357865129931,NA,NA
CHOYP_LOC100373045.1.1.m.16825,NA,0.037608876301154,0.0864461125718603
CHOYP_LOC100374495.1.1.m.55368,NA,0.0524572755385563,0.0546079356287114
CHOYP_LOC100374522.1.1.m.66943,NA,NA,0.0255169242323802
CHOYP_LOC100375029.3.10.m.11445,NA,NA,0.0255791947262874
CHOYP_LOC100375029.8.10.m.60484,NA,NA,0.0252286117858681
CHOYP_LOC100376187.1.2.m.22540,NA,0.0723995454992179,0.0567436072752573
CHOYP_LOC100376187.2.2.m.55240,NA,0.0388688843950429,0.0774228180208498
CHOYP_LOC100376688.1.8.m.12067,-0.0253902025926067,NA,NA
CHOYP_LOC100376902.1.1.m.20390,NA,0.032637969633358,0.0329833093495158
CHOYP_LOC100377173.1.2.m.37699,0.0657177977138446,0.0390609266130941,0.0330004108177017
CHOYP_LOC100377378.1.1.m.64418,NA,NA,0.02641024394172
CHOYP_LOC100378071.1.1.m.40488,NA,0.0250452811768305,NA
CHOYP_LOC100378099.1.1.m.22677,NA,0.0302459139064625,0.0271800958066236
CHOYP_LOC100378844.1.4.m.7322,NA,0.0386574517387699,0.0311657695134892
CHOYP_LOC100485485.1.1.m.27961,NA,0.0896492905218067,0.0741743929455251
CHOYP_LOC100533261.1.1.m.36141,NA,0.0370877289403468,NA
CHOYP_LOC100533294.1.3.m.35108,0.0286252134701423,0.0468543775711688,0.106142400948306
CHOYP_LOC100533384.5.5.m.59083,NA,NA,0.0282340856496406
CHOYP_LOC100533447.2.3.m.44496,NA,0.0813307243100164,0.0484975038031577
CHOYP_LOC100533521.2.2.m.52097,0.0290665318393139,0.0617904924835006,NA
CHOYP_LOC100555907.1.1.m.27452,NA,0.0519052220643432,0.0425763068719712
CHOYP_LOC100633077.1.4.m.4444,NA,NA,0.0640521781329162
CHOYP_LOC100633077.4.4.m.62658,NA,NA,0.0451740740602912
CHOYP_LOC100695151.2.2.m.30573,NA,NA,0.0282167851389547
CHOYP_LOC100699383.1.1.m.63490,0.0649744751521908,0.269581556789228,0.121079169767428
CHOYP_LOC100705966.1.1.m.45957,0.0488494570998666,0.0257014943484223,NA
CHOYP_LOC100711559.1.1.m.10313,0.0301385638846469,NA,NA
CHOYP_LOC100727208.1.1.m.9366,0.0362245274490889,NA,NA
CHOYP_LOC100749506.1.1.m.8951,NA,0.0250494262397793,NA
CHOYP_LOC100862999.1.1.m.11759,0.0406114664084392,NA,0.0359011770982759
CHOYP_LOC100888608.1.3.m.5445,0.0390765533444808,NA,NA
CHOYP_LOC100890099.1.1.m.11505,0.142671963535412,0.230973589728717,0.331503687774053
CHOYP_LOC100893889.2.2.m.64935,0.0608548891730865,0.0265822138884173,NA
CHOYP_LOC100897892.1.1.m.1462,0.0404914858917889,NA,NA
CHOYP_LOC100903522.1.3.m.2296,NA,0.0357786877918866,0.0913321099836425
CHOYP_LOC100908688.1.5.m.30293,NA,0.0271427618322206,0.0383048613280012
CHOYP_LOC101067698.2.2.m.27457,NA,0.0309224923303233,0.0269041599391549
CHOYP_LOC101072646.1.1.m.8800,-0.051978129522464,0.0740308931988966,0.17826843825472
CHOYP_LOC101156833.1.1.m.38739,NA,0.0393032496216594,NA
CHOYP_LOC101156984.2.2.m.22956,0.0650005223290403,NA,NA
CHOYP_LOC101157371.3.3.m.51109,0.0323907839095343,0.0313367775078556,NA
CHOYP_LOC101169658.1.3.m.18820,NA,0.0476305120615798,NA
CHOYP_LOC101169658.2.3.m.20752,0.170117709830733,0.389665615342482,0.184148631257694
CHOYP_LOC101173335.4.4.m.49816,NA,0.174026742405598,0.171339121145046
CHOYP_LOC373275.6.7.m.57854,NA,NA,0.0298723122458532
CHOYP_LOC494408.1.1.m.29208,NA,0.0301344429281114,0.0252411296108307
CHOYP_LOC549476.1.1.m.42388,NA,NA,0.0384932841445429
CHOYP_LOC579681.1.1.m.25827,NA,NA,0.0271961327334077
CHOYP_LOC584364.2.2.m.57790,NA,0.033084870548282,0.0309344649440617
CHOYP_LOC587133.1.1.m.61281,0.0473769724082593,0.065515889307564,0.0607943675362849
CHOYP_LOC587610.3.3.m.27175,NA,0.0253610793860291,NA
CHOYP_LOC589479.2.2.m.57247,NA,0.032974709058289,0.0334114509215796
CHOYP_LOC658201.1.1.m.42880,NA,0.027824555032066,NA
CHOYP_LOC659512.1.4.m.6122,0.0252091595595501,0.0539047243672637,NA
CHOYP_LOC659512.3.4.m.26463,NA,0.0555709188788109,0.0402312013685687
CHOYP_LOC660560.1.4.m.31036,NA,0.0293242495338574,NA
CHOYP_LOC663855.2.5.m.747,0.0271046169424164,0.0252672158258286,NA
CHOYP_LOC752782.1.1.m.53937,0.181829623179563,0.431577258550517,0.337561096125979
CHOYP_LOC754102.1.1.m.57575,NA,0.0280409138921869,NA
CHOYP_LOC754102.1.1.m.57578,0.398445486286814,0.378799670553622,0.420959938432385
CHOYP_LOC754355.1.1.m.66745,NA,0.0373460032556633,0.0366782158809842
CHOYP_LOC754557.1.2.m.5492,NA,0.0291242821259091,0.0271315137726865
CHOYP_LRP5.1.3.m.18025,0.0351707245905521,NA,NA
CHOYP_LYS3.1.1.m.31221,0.0348475374612422,0.0520504819058722,NA
CHOYP_MANL.5.9.m.42622,NA,0.0432322982493245,NA
CHOYP_MDHC.1.1.m.57053,NA,NA,0.02729416354664
CHOYP_MLE.1.9.m.15462,0.0488637583235924,0.116071522232751,0.026853012250576
CHOYP_MYS.4.7.m.18188,0.0383790660060539,NA,NA
CHOYP_MYS.7.7.m.44342,0.0434800805461724,0.0293711064732772,NA
CHOYP_MYSP.1.9.m.1097,0.299033461483871,0.231815515297407,0.375910591099254
CHOYP_MYSP.4.9.m.2302,-0.2270150882537,0.487848189450703,0.694352103755696
CHOYP_MYSP.8.9.m.44813,-0.0858648397965762,NA,0.110608592944673
CHOYP_NASP.4.4.m.56613,NA,NA,0.0254533214585064
CHOYP_NDUFB9.1.2.m.37494,NA,0.0290548843167779,NA
CHOYP_NEMVEDRAFT_V1G120119.1.2.m.6082,NA,0.0416126536658997,0.113218718034172
CHOYP_NEMVEDRAFT_V1G140878.1.1.m.18069,NA,0.0609555409214428,0.0551128668409118
CHOYP_NEMVEDRAFT_V1G180651.1.2.m.2808,-0.0297801668388928,NA,NA
CHOYP_NEMVEDRAFT_V1G191841.1.1.m.1745,-0.0261771640549956,NA,NA
CHOYP_NEMVEDRAFT_V1G203842.1.1.m.60812,NA,NA,0.0297855013910707
CHOYP_NEMVEDRAFT_V1G206950.1.1.m.37574,-0.0639513305802543,NA,NA
CHOYP_NEMVEDRAFT_V1G235461.1.1.m.28341,-0.0283761978473032,NA,NA
CHOYP_NEMVEDRAFT_V1G242065.1.1.m.21817,0.0811975843283511,0.134330950394234,0.131353176277757
CHOYP_NEMVEDRAFT_V1G242153.2.4.m.15572,NA,0.031545833044222,NA
CHOYP_NEMVEDRAFT_V1G242153.4.4.m.60071,0.0296356043318435,NA,NA
CHOYP_NEMVEDRAFT_V1G97278.2.2.m.63648,NA,0.0485740957640078,0.0554775583135735
CHOYP_NPC2.6.7.m.31030,NA,0.179507751982799,0.168718441985133
CHOYP_NRP.4.4.m.44647,NA,0.0489740270190631,0.0566165057811607
CHOYP_ODC1.1.1.m.12032,NA,0.116351742149936,NA
CHOYP_PAN2.1.1.m.44691,0.151924981759361,0.544879421864538,0.569236195422157
CHOYP_PAN2.1.1.m.44693,-0.0294331575336717,0.0484935263616032,0.026567508289402
CHOYP_PCKG.1.2.m.43785,0.0288180441219254,NA,NA
CHOYP_PDIA1.1.1.m.5297,NA,NA,0.0374709544474343
CHOYP_PHUM_PHUM226120.7.7.m.54053,0.027331355032817,NA,NA
CHOYP_PHUM_PHUM289860.1.1.m.44779,0.0720110883801906,0.0414007380651143,NA
CHOYP_PIF.3.6.m.18904,NA,0.0294755274639237,0.0283086924557453
CHOYP_PLMN.1.11.m.5524,NA,0.0278985329394846,NA
CHOYP_PMAR_PMAR003946.2.2.m.31102,NA,NA,0.0284707599759408
CHOYP_PROM1.3.3.m.58805,NA,0.0604118445885719,NA
CHOYP_PRP6.2.2.m.34365,-0.0667220952252982,0.125017345262222,0.103882472909672
CHOYP_QCR2.1.1.m.35613,NA,0.0391503688941179,0.0442093987899757
CHOYP_RCOM_1886900.1.1.m.11248,NA,0.0335675514752683,NA
CHOYP_RL10A.1.2.m.7633,NA,0.0379788616038528,NA
CHOYP_RL18A.1.8.m.12900,-0.0349218367995894,NA,NA
CHOYP_RL18A.6.8.m.61646,0.0317886084096732,NA,NA
CHOYP_RL23.1.11.m.2901,NA,0.0771528299864749,0.0274969611245176
CHOYP_RL23A.3.6.m.31005,NA,0.0665160840556862,NA
CHOYP_RL24.6.9.m.43123,NA,0.026462452965131,0.0344098936041096
CHOYP_RL8.10.10.m.65636,NA,0.0522040993004744,0.039030098858043
CHOYP_RL9.4.6.m.43062,-0.0266477254374416,0.0687335893373344,NA
CHOYP_RL9.5.6.m.63453,NA,NA,0.108969053350626
CHOYP_RLA0.3.7.m.42196,NA,NA,0.0275155680498525
CHOYP_RLA1.5.12.m.15482,NA,0.133181809549038,0.111341655906021
CHOYP_RN45S.2.5.m.14111,0.042238065984534,0.0971779675512874,0.0581859112174844
CHOYP_RS15A.5.11.m.18785,NA,0.0260477637333591,NA
CHOYP_RS21.1.4.m.13400,NA,NA,0.0324061548047047
CHOYP_RS23.1.9.m.12948,-0.0449830808809927,0.0416991615635483,NA
CHOYP_RS26.14.15.m.57342,NA,0.0255809962177341,NA
CHOYP_RS3A.4.15.m.15367,0.0579032872805054,0.0920511506244441,0.0697823684398016
CHOYP_RS4.3.11.m.15465,NA,0.0310858641676687,NA
CHOYP_RS5.1.2.m.146,NA,0.108378286198906,0.0527985172345481
CHOYP_RS8.8.14.m.44842,-0.0410026805611922,NA,NA
CHOYP_RS9.11.13.m.49921,NA,NA,0.028969549300314
CHOYP_RS9.8.13.m.41198,NA,NA,0.0314575924027096
CHOYP_RS9.9.13.m.44486,NA,0.0314962908535711,0.0345019698000048
CHOYP_SAHHA.1.1.m.62610,NA,NA,0.0312963502526305
CHOYP_SBP1.1.2.m.2083,NA,0.0344713494515653,NA
CHOYP_SCP.8.12.m.57173,NA,0.0590272530249954,0.0459319242305621
CHOYP_SCP.9.12.m.62606,NA,0.0303302112700926,NA
CHOYP_SMP_051990.7.7.m.57569,0.0438252791196078,0.0288466599712213,0.0311573000624638
CHOYP_SMP_078690.3.5.m.2272,NA,0.0375844787057577,NA
CHOYP_SMP_078690.5.5.m.64878,NA,0.0382191828582639,NA
CHOYP_SMP_087250.2.2.m.25167,NA,0.0334292984823255,NA
CHOYP_SMP_143090.1.1.m.6805,NA,0.0385814068357448,0.048946024490764
CHOYP_SPI2.25.37.m.28547,NA,0.0656287556060056,0.0352714746423921
CHOYP_SPTCA.1.2.m.1905,0.0349165154778028,NA,0.0360089469447406
CHOYP_STIP1.1.2.m.12856,0.0251518106716318,NA,NA
CHOYP_TAGL3.1.1.m.31031,0.131718288918619,0.117449943315991,0.0820304429829378
CHOYP_TBA.1.6.m.12217,-0.20452023772914,0.208970554947558,0.42729452832048
CHOYP_TBA.3.6.m.29936,NA,0.0581528123937929,0.0552527713803223
CHOYP_TBA.5.6.m.37448,-0.037471952614104,NA,NA
CHOYP_TBA1.2.9.m.9962,NA,NA,0.0349892008661571
CHOYP_TBA1.7.9.m.44107,0.0464309489535542,0.0297558056477005,0.0299971934030194
CHOYP_TBA1A.2.4.m.19573,-0.0740129289742688,0.0643960593307866,NA
CHOYP_TBA2.1.1.m.955,0.0465261758330532,0.0894094880379635,0.0749413724749774
CHOYP_TBA3.1.1.m.5111,-0.0450027908195599,0.0276499165997249,NA
CHOYP_TBB4B.1.7.m.12262,NA,0.114912980675473,0.422789155493928
CHOYP_TBB4B.7.7.m.63980,-0.0480955753214824,0.220352432499538,0.314738758299776
CHOYP_TEKT3.1.1.m.37281,NA,0.0542694464412828,0.0866378040781974
CHOYP_TEKT5.1.1.m.60031,NA,0.0288231836023979,0.0597545930245026
CHOYP_TEKT5.1.1.m.60033,NA,0.0458065840429915,0.0363901450235105
CHOYP_TEMPT.1.3.m.4934,0.0388087186384848,0.0509058367088277,0.0285158625092063
CHOYP_TIMP3.5.9.m.39776,NA,NA,0.0264662027547575
CHOYP_TNNC.1.1.m.66691,0.0376836671225534,NA,0.0339625497724529
CHOYP_TPM.15.19.m.50851,-0.0360582290171823,NA,0.0451527188514908
CHOYP_TPM.17.19.m.63919,NA,0.12436601979996,0.08773155163294
CHOYP_TPM.18.19.m.66023,NA,0.0535064456095777,0.089089549584012
CHOYP_TPM.19.19.m.66623,NA,0.060878157787506,NA
CHOYP_TPM.6.19.m.12415,NA,0.0662830117780224,NA
CHOYP_TPM.7.19.m.15554,-0.0313685141841757,NA,0.0558532720960311
CHOYP_TPM2.8.8.m.50799,0.0310774792084622,NA,0.0747443199614545
CHOYP_TRIADDRAFT_32712.3.4.m.44104,NA,0.0426068870402046,0.0481809748645056
CHOYP_TRIADDRAFT_32712.4.4.m.44519,NA,NA,0.0287453572674707
CHOYP_TRIADDRAFT_57086.1.1.m.25271,NA,0.0895321839600716,NA
CHOYP_TRIADDRAFT_64314.1.2.m.9124,-0.0266905971929254,NA,NA
CHOYP_TXND3.1.4.m.3505,NA,0.0257681378147004,0.0361050838245223
CHOYP_TXND3.2.4.m.21415,NA,0.031602055590957,0.0400173510633957
CHOYP_VOLCADRAFT_93060.2.2.m.26741,-0.0915895897381486,0.327891226987826,0.285116162848972
