"","CHOYP_GST7.1.1.m.59335","CHOYP_H3.1.2.m.3829","CHOYP_ISCW_ISCW014398.1.3.m.15839","CHOYP_KCP.8.13.m.40457","CHOYP_ARALYDRAFT_472154.1.1.m.29819","CHOYP_LOC100123907.1.1.m.2987","CHOYP_LOC100175722.1.3.m.11427","CHOYP_LOC100366787.1.1.m.65795","CHOYP_LOC100367787.1.1.m.52250","CHOYP_LOC100368022.1.1.m.55588","CHOYP_LOC100368360.1.1.m.9672","CHOYP_LOC100370551.1.1.m.64375","CHOYP_LOC100372287.1.1.m.10381","CHOYP_LOC100372505.2.2.m.26614","CHOYP_ATPB.1.1.m.21960","CHOYP_LOC100374522.1.1.m.66943","CHOYP_LOC100376187.1.2.m.22540","CHOYP_LOC100376187.2.2.m.55240","CHOYP_LOC100378099.1.1.m.22677","CHOYP_LOC100378844.1.4.m.7322","CHOYP_LOC100485485.1.1.m.27961","CHOYP_LOC100533384.5.5.m.59083","CHOYP_LOC100555907.1.1.m.27452","CHOYP_BRAFLDRAFT_100695.1.1.m.47761","CHOYP_LOC100862999.1.1.m.11759","CHOYP_LOC100903522.1.3.m.2296","CHOYP_LOC494408.1.1.m.29208","CHOYP_BRAFLDRAFT_115608.1.1.m.25984","CHOYP_LOC659512.3.4.m.26463","CHOYP_LOC754355.1.1.m.66745","CHOYP_LOC754557.1.2.m.5492","CHOYP_MDHC.1.1.m.57053","CHOYP_NEMVEDRAFT_V1G140878.1.1.m.18069","CHOYP_NEMVEDRAFT_V1G97278.2.2.m.63648","CHOYP_NPC2.6.7.m.31030","CHOYP_BRAFLDRAFT_119799.1.1.m.23765","CHOYP_PIF.3.6.m.18904","CHOYP_PMAR_PMAR003946.2.2.m.31102","CHOYP_RL24.6.9.m.43123","CHOYP_RS5.1.2.m.146","CHOYP_RS9.9.13.m.44486","CHOYP_SMP_143090.1.1.m.6805","CHOYP_SPI2.25.37.m.28547","CHOYP_SPTCA.1.2.m.1905","CHOYP_TAGL3.1.1.m.31031","CHOYP_TBA.3.6.m.29936","CHOYP_TEKT3.1.1.m.37281","CHOYP_TEKT5.1.1.m.60031","CHOYP_TEKT5.1.1.m.60033","CHOYP_TEMPT.1.3.m.4934","CHOYP_TIMP3.5.9.m.39776","CHOYP_TNNC.1.1.m.66691","CHOYP_TRIADDRAFT_32712.3.4.m.44104","CHOYP_TRIADDRAFT_32712.4.4.m.44519","CHOYP_VOLCADRAFT_93060.2.2.m.26741","CHOYP_contig_005590.m.6345","CHOYP_contig_008002.m.9263","CHOYP_contig_015692.m.18358","CHOYP_contig_023538.m.26787","CHOYP_contig_023655.m.26913","CHOYP_contig_023710.m.26965","CHOYP_contig_023897.m.27203","CHOYP_contig_026477.m.30166","CHOYP_contig_026567.m.30260","CHOYP_contig_026723.m.30427","CHOYP_contig_027304.m.31034","CHOYP_contig_038370.m.43386","CHOYP_contig_039285.m.44499","CHOYP_contig_045248.m.52574","CHOYP_14332.1.2.m.5643","CHOYP_14332.2.2.m.61737","CHOYP_PDIA1.1.1.m.5297","CHOYP_BRAFLDRAFT_126943.1.3.m.6839","CHOYP_AGAP_AGAP005942.1.3.m.3157","CHOYP_ARF2.1.3.m.10738","CHOYP_BRAFLDRAFT_127065.6.7.m.30727","CHOYP_BRAFLDRAFT_114866.4.5.m.35627","CHOYP_RS3A.4.15.m.15367","CHOYP_BRAFLDRAFT_120058.1.1.m.9895","CHOYP_BRAFLDRAFT_121507.1.2.m.30603","CHOYP_BRAFLDRAFT_121562.1.1.m.37268","CHOYP_BRAFLDRAFT_123537.2.2.m.50531","CHOYP_BRAFLDRAFT_151236.1.1.m.30653","CHOYP_BRAFLDRAFT_275083.2.2.m.66604","CHOYP_BRAFLDRAFT_281651.5.8.m.25278","CHOYP_BRAFLDRAFT_89961.1.3.m.5717","CHOYP_BRAFLDRAFT_91441.1.1.m.47971","CHOYP_CALM.22.50.m.31010","CHOYP_CATA.1.3.m.11120","CHOYP_CATB.1.2.m.5440","CHOYP_CHER.1.1.m.63350","CHOYP_CNDP2.4.4.m.56870","CHOYP_COX5B.3.3.m.38557","CHOYP_CUL3B.1.1.m.61644","CHOYP_CYC.1.5.m.5663","CHOYP_DUOX1.4.4.m.44613","CHOYP_DVIR_GJ23521.1.1.m.2757","CHOYP_EF1A.2.4.m.50858","CHOYP_EF1G.3.3.m.63510","CHOYP_EF2.4.5.m.30186","CHOYP_EIF5A.1.3.m.22684","CHOYP_BRAFLDRAFT_201924.1.1.m.30855","CHOYP_FABP7.2.2.m.29096","CHOYP_FABP6.2.2.m.59518","CHOYP_FLNC.2.5.m.37450","CHOYP_FLNA.2.6.m.11845","CHOYP_GBLP.3.7.m.20931","CHOYP_GIGA6.1.1.m.38687","CHOYP_HSP7D.2.3.m.34782","CHOYP_ISCW_ISCW017350.1.1.m.11950","CHOYP_ISCW_ISCW019177.2.4.m.56600","CHOYP_KARG.2.11.m.2196","CHOYP_LDLR.6.7.m.57984","CHOYP_LOC100121788.1.1.m.28436","CHOYP_LOC100180023.1.7.m.11060","CHOYP_LOC100377173.1.2.m.37699","CHOYP_LOC100369954.1.1.m.22658","CHOYP_LOC100374495.1.1.m.55368","CHOYP_LOC100375029.3.10.m.11445","CHOYP_LOC100375029.8.10.m.60484","CHOYP_LOC100376902.1.1.m.20390","CHOYP_LOC100377378.1.1.m.64418","CHOYP_LOC100533294.1.3.m.35108","CHOYP_LOC100533447.2.3.m.44496","CHOYP_LOC100633077.4.4.m.62658","CHOYP_LOC100633077.1.4.m.4444","CHOYP_LOC100695151.2.2.m.30573","CHOYP_LOC100699383.1.1.m.63490","CHOYP_LOC100908688.1.5.m.30293","CHOYP_LOC101067698.2.2.m.27457","CHOYP_LOC101072646.1.1.m.8800","CHOYP_LOC101169658.2.3.m.20752","CHOYP_LOC101173335.4.4.m.49816","CHOYP_BRAFLDRAFT_246510.1.1.m.27433","CHOYP_LOC549476.1.1.m.42388","CHOYP_BRAFLDRAFT_246978.1.1.m.6916","CHOYP_LOC579681.1.1.m.25827","CHOYP_LOC587133.1.1.m.61281","CHOYP_LOC589479.2.2.m.57247","CHOYP_MLE.1.9.m.15462","CHOYP_RS21.1.4.m.13400","CHOYP_MYSP.8.9.m.44813","CHOYP_MYSP.1.9.m.1097","CHOYP_MYSP.4.9.m.2302","CHOYP_NASP.4.4.m.56613","CHOYP_NEMVEDRAFT_V1G120119.1.2.m.6082","CHOYP_NEMVEDRAFT_V1G203842.1.1.m.60812","CHOYP_contig_025398.m.28945","CHOYP_NRP.4.4.m.44647","CHOYP_LOC752782.1.1.m.53937","CHOYP_ACT5.3.3.m.41147","CHOYP_ACT.5.27.m.15585","CHOYP_NEMVEDRAFT_V1G242065.1.1.m.21817","CHOYP_ACT.6.27.m.15622","CHOYP_LOC100890099.1.1.m.11505","CHOYP_ACT.23.27.m.58454","CHOYP_PAN2.1.1.m.44691","CHOYP_ABCF2.1.2.m.28362","CHOYP_PAN2.1.1.m.44693","CHOYP_PRP6.2.2.m.34365","CHOYP_QCR2.1.1.m.35613","CHOYP_RL23.1.11.m.2901","CHOYP_RL8.10.10.m.65636","CHOYP_RL9.5.6.m.63453","CHOYP_RLA0.3.7.m.42196","CHOYP_LOC100175959.4.7.m.28172","CHOYP_LOC100175959.1.7.m.1896","CHOYP_RLA1.5.12.m.15482","CHOYP_RN45S.2.5.m.14111","CHOYP_TPM.7.19.m.15554","CHOYP_CTL2.1.2.m.3858","CHOYP_RS9.8.13.m.41198","CHOYP_RS9.11.13.m.49921","CHOYP_SAHHA.1.1.m.62610","CHOYP_SCP.8.12.m.57173","CHOYP_SMP_051990.7.7.m.57569","CHOYP_TBA2.1.1.m.955","CHOYP_TBA1.7.9.m.44107","CHOYP_TBA.1.6.m.12217","CHOYP_LOC754102.1.1.m.57578","CHOYP_LOC100373045.1.1.m.16825","CHOYP_LOC584364.2.2.m.57790","CHOYP_TBA1.2.9.m.9962","CHOYP_ALPHATUB84D.1.1.m.16562","CHOYP_TBB4B.7.7.m.63980","CHOYP_TBB4B.1.7.m.12262","CHOYP_LOC373275.6.7.m.57854","CHOYP_TPM.17.19.m.63919","CHOYP_TPM.15.19.m.50851","CHOYP_TPM2.8.8.m.50799","CHOYP_TPM.18.19.m.66023","CHOYP_TXND3.2.4.m.21415","CHOYP_TXND3.1.4.m.3505","CHOYP_contig_008261.m.9575","CHOYP_contig_016567.m.19514","CHOYP_contig_025149.m.28635","CHOYP_contig_010181.m.11866","CHOYP_contig_039966.m.45203","CHOYP_contig_055984.m.66583","CHOYP_contig_041958.m.48141","CHOYP_contig_043238.m.49940","CHOYP_contig_016017.m.18760","CHOYP_contig_045550.m.53021","CHOYP_contig_047707.m.56320","CHOYP_contig_048973.m.58107","CHOYP_BRAFLDRAFT_99083.1.1.m.11705","CHOYP_C1QL4L.3.7.m.5968","CHOYP_CAOG_01521.1.1.m.28103","CHOYP_CDPK5.1.1.m.6214","CHOYP_COCA1.3.6.m.49360","CHOYP_CPIPJ_CPIJ012408.1.1.m.10724","CHOYP_CYT5.1.1.m.29962","CHOYP_CYTA.1.1.m.10540","CHOYP_DGRI_GH15313.1.1.m.5763","CHOYP_DSIM_GD13354.1.1.m.6235","CHOYP_DYNLL2.2.2.m.37356","CHOYP_ELOB.1.1.m.56270","CHOYP_ENO.1.2.m.7681","CHOYP_FUCL1.1.1.m.28893"
"0_16",123.6369,87.38795,18.56715,0.1,2.3638,83.2243,63.32875,92.3365,81.075,74.7108,45.0905,96.83915,70.90175,88.1724,228.9379,47.5426,44.7728,82.2571,34.5599,85.1917,114.6588,44.3136,79.76445,58.04665,135.8972,181.1159,46.0875,317.32395,33.94715,59.7855,26.30685,101.15255,134.22785,0.1,87.8344,235.3342,0.1,137.18755,0.1,97.63145,0.1,112.5041,27.408,25.59665,271.90145,92.82025,134.07565,71.4217,109.40505,4.10335,13.5761,172.4397,77.02605,0.1,572.0971,69.23995,88.21265,0.1,104.21645,52.5516,3.8405,56.60495,61.0133,48.3691,62.65365,89.7998,33.35565,47.69765,95.79065,98.67095,103.18375,158.5875,24.59395,55.1229,163.4366,332.54005,421.346,136.9162,64.25925,76.2442,74.2668,44.2725,50.0315,170.77375,61.83815,3.3002,17.4971,33.2019,25.49135,247.83465,135.1174,7.3724,105.7597,0.1,26.8026,71.83015,220.6699,559.1337,98.98315,87.2947,202.0064,77.79885,0.1,0.1,79.8377,0.98865,362.2449,0.1,114.974,63.10445,94.1888,473.353,75.22025,33.86615,199.37415,0.1,113.976,124.81395,28.4234,0.1,94.41815,88.35055,209.5251,133.3098,138.46065,53.81475,33.9602,151.9164,63.0252,41.31655,109.4635,3.40875,182.6314,59.9167,149.5502,60.3898,28.45325,298.17555,90.26755,332.974,85.1917,161.40425,364.6204,259.19385,2.7453,121.978,70.07555,67.0754,3.8448,0.1,0.1,0.1,383.3097,0.1,328.4778,234.6437,373.3665,381.0581,23.562,111.52565,159.7045,81.55875,0.1,123.62345,123.0933,230.37915,83.3699,0.1,27.0067,120.0044,84.7885,22.1518,24.06335,83.3592,18.4486,82.0493,329.57535,0.1,441.20555,727.5924,206.1743,69.9232,40.22125,0.1,549.2633,290.5583,44.2654,0.1,39.9003,36.88545,88.92355,60.28185,56.45885,63.66895,0.1,106.2938,57.41005,0.1,13.26755,118.6971,26.96685,64.21255,4.5103,74.04565,46.81325,113.4626,23.25975,138.4502,116.35095,43.61575,147.71195,25.87115,46.16,202.51515,63.60335,170.75725,68.65625,154.4307,70.3799
"3_23",191.6692,93.5389,23.85305,0.1,15.53845,63.6239,61.0254,66.70595,72.87085,56.3053,28.99205,67.1805,51.25795,23.9445,242.47065,27.23655,106.27985,0.1,15.4085,71.8458,78.84705,38.41645,59.7973,50.10535,108.06035,159.1001,36.50405,305.804,22.63845,61.45385,38.86745,89.46845,157.1749,63.32175,173.0241,198.01155,1.28285,137.20155,14.39685,112.8553,0.1,83.37135,47.57185,26.1025,284.47355,77.5374,118.97745,63.79385,107.65065,15.5828,19.62925,219.06835,63.63915,0.1,508.734,47.26275,91.8278,0.1,100.41455,40.9,56.46315,38.97675,54.27575,50.82965,37.7181,62.4946,57.1377,53.02665,92.28585,87.46525,146.11925,181.8847,11.84225,70.8243,134.11275,542.66385,273.6752,137.98365,47.19385,65.70795,69.41495,42.65125,44.7542,143.4055,63.14915,28.26325,38.38745,35.5408,26.18615,255.9161,146.992,9.1365,126.0457,19.04625,43.04125,77.08665,191.80265,592.91925,92.5038,138.03715,352.3577,48.20825,7.57035,6.71335,81.5414,0.5269,428.83955,10.74015,126.9403,42.28755,69.15575,410.63725,81.71735,37.886,192.19015,24.24825,83.2933,152.828,0.1,18.18765,82.9177,70.1014,226.3257,131.05245,137.1061,62.97955,42.81675,167.74565,82.4542,55.68035,133.43575,8.2151,74.04785,23.80465,116.51115,34.2296,33.86495,365.99355,67.10185,405.21395,107.7038,203.59025,79.74485,853.89705,2.6469,121.57785,35.0581,30.892,30.38435,255.1912,20.47925,563.3507,330.5441,0.1,0.1,134.8912,507.825,288.97795,41.5818,126.77505,152.2317,85.11535,34.99265,106.2045,128.76855,207.79305,70.83475,0.1,0.1,2.2794,53.80035,61.0782,66.36065,96.84395,41.4809,96.37085,257.928,0.1,544.12625,194.2018,170.21135,0.1,20.5417,0.1,428.7215,333.21015,41.18885,0.1,71.15495,48.61635,91.4025,53.9207,31.24205,58.2711,0.1,80.9199,29.2314,18.7335,6.39175,125.73595,25.97115,54.13485,14.9985,60.7758,15.7871,78.71115,19.1753,137.22085,157.4112,40.64145,170.8237,44.90425,53.34865,198.74295,51.39445,153.60745,61.72945,168.42915,0.1
"3_29",101.21115,118.6971,15.75045,41.67165,49.3167,41.0455,23.98915,53.67075,52.2387,34.59725,10.1999,61.08895,18.0334,5.6734,249.794,11.74905,126.1011,10.06465,43.4268,59.621,11.1043,27.05005,40.588,19.68005,121.0161,265.46915,22.9108,322.8723,61.1467,20.25975,53.5111,109.686,133.08215,114.64625,229.2927,175.67665,33.74585,139.48275,52.1072,121.6388,43.45115,39.61155,111.56085,57.8742,317.2425,31.4829,49.05235,15.98475,78.11805,28.80595,55.31715,186.5824,11.20685,42.26575,284.42,23.48095,32.2948,15.98705,50.16895,0.1,80.76995,16.4538,21.49785,58.1561,13.93355,25.3703,73.4787,74.6628,88.9684,132.3968,107.2649,206.7775,17.5396,112.18975,120.14335,503.55835,370.8376,162.87345,21.82115,40.84815,77.90115,9.0027,29.06535,113.606,28.18255,29.84415,57.35995,0.1,50.15585,237.2437,156.49575,23.6274,121.7949,26.65045,86.36235,66.8022,180.54765,739.42795,123.1047,193.91385,311.9791,16.95745,12.0017,10.64305,35.2787,77.60375,452.8932,60.81085,146.89205,36.2756,52.46915,343.2885,121.05345,56.6846,263.0083,86.1549,83.9434,55.59835,34.9585,0.1,50.173,47.59795,249.87565,156.58515,93.9462,62.72765,66.46315,199.6737,114.5805,12.60465,154.01955,36.4086,0.1,0.1,119.84315,25.27685,42.56855,231.0322,50.93555,292.4514,86.7299,111.63405,92.97375,1147.50595,19.3479,156.9361,20.55555,8.8896,76.99985,568.72235,41.92505,0.1,380.6822,0.1,0.1,0.1,441.7236,394.90065,56.1644,103.5642,130.0278,86.4429,0.1,93.0276,162.80645,254.35675,89.711,0.1,57.4408,110.35385,53.31235,64.46105,70.036,119.7168,53.2146,114.76605,262.74455,0.1,34.45415,559.59835,155.47585,0.1,100.4808,0.1,261.08445,575.2672,46.4125,0.1,59.00475,0.1,60.1499,0.1,0.1,0.1,4.4401,11.3847,13.74495,35.31375,16.84365,173.0308,72.2775,44.94345,42.99485,27.8663,12.4311,60.03645,57.35705,128.7639,259.21375,7.3914,112.75155,52.6676,4.7328,186.57445,45.9183,119.6454,74.5181,148.02745,0.1
"5_23",151.0817,103.24755,24.1043,32.7741,51.60545,52.27795,10.0642,57.59705,52.44605,36.63195,7.443,62.1015,21.55925,2.68945,226.10965,11.33985,105.7047,14.0699,10.3379,51.82515,0.1,25.8035,25.8035,15.27395,75.81055,242.87365,10.9173,329.709,81.07655,0.1,61.287,106.35345,156.7626,91.2334,252.0057,156.3725,35.9045,123.0079,48.64115,208.83265,51.89025,33.5983,116.81595,64.45,273.5725,14.8979,37.7092,20.33005,56.4973,27.41575,59.27735,152.94355,10.7269,35.83815,251.0703,19.63565,13.7859,34.2632,37.18775,0.1,71.48185,4.0253,2.298,68.1513,15.1466,24.1515,80.9291,92.56215,95.0111,51.67795,170.54605,209.10535,40.77315,94.29965,120.1702,314.21385,321.98585,88.8072,14.889,25.2949,104.7203,9.8187,31.25935,106.1839,17.8956,38.0292,67.8297,14.19735,49.46985,212.4263,146.34355,44.65105,108.05475,22.60815,43.35265,71.51975,109.4146,671.2199,133.9079,197.80085,380.49725,3.5958,19.0129,16.8605,33.6706,74.4623,443.17085,61.84975,171.74285,55.7816,23.969,341.04545,156.55645,70.99845,239.97475,2.3005,76.2514,50.4101,43.16275,2.3577,46.86065,42.44965,204.63215,166.6064,104.4301,70.39145,83.71195,214.8679,104.8922,8.02345,197.0244,58.0008,57.98815,0.1,161.05875,31.059,35.7725,410.38745,35.7148,268.20645,82.56795,192.5266,47.1293,992.7304,5.22585,189.22455,17.05495,8.5251,83.1723,439.6172,0.1,0.1,388.00225,0.1,0.1,110.9911,0.1,407.59395,95.46415,137.33525,122.26445,102.108,65.5976,135.5611,143.35265,304.21635,76.24115,204.6253,29.1316,105.24525,99.6492,82.94425,43.06565,133.78185,77.57105,97.2248,219.92985,0.1,198.43425,196.68555,124.54865,31.67075,57.98815,31.2574,242.1056,548.0101,24.3764,87.95335,47.7592,0.1,5.8748,0.1,0.7708,0.1,42.10795,13.61065,16.4324,40.3837,16.22155,288.43815,76.24115,27.16605,122.97385,16.0373,7.9055,59.51435,57.7732,146.0132,338.81155,0.1,100.2529,55.3303,0.1,170.5402,7.91185,84.73435,66.69945,156.00445,0.1
"5_29",106.5251,47.83015,20.40105,25.36065,50.44095,52.92445,0.1,58.06445,53.4409,31.6354,2.7662,34.1078,0.1,0.1,209.6934,7.08005,136.08465,0.1,37.67815,47.1391,0.1,34.0166,0.1,17.3303,115.70095,175.40645,0.1,356.48255,102.87995,4.48875,67.3854,110.9824,119.22995,87.75515,356.49655,176.69975,44.76065,138.9569,63.3581,231.0983,51.9999,33.28455,126.79545,63.99765,280.77695,0.1,36.1465,0.1,17.93605,49.0512,44.90975,181.43585,4.02535,35.43395,182.0209,12.6798,0.1,38.90815,36.15635,0.1,85.25255,0.1,0.1,62.7291,0.1,0.1,105.8491,80.7242,100.67605,149.3615,62.66285,212.30195,43.20625,80.84555,139.7774,129.41815,436.9669,182.7894,10.13395,35.34355,125.9422,4.14965,0.1,115.40575,0.1,64.44345,60.8193,48.46785,65.4208,156.656,132.7957,10.6269,137.33665,25.60555,132.72685,72.07235,114.1186,731.18665,117.56685,229.15495,287.03825,0.1,34.53235,30.623,112.16945,1.6348,513.4968,76.7592,182.0329,21.13255,0.1,372.35145,158.9252,93.47105,267.6869,50.8524,73.44045,48.5371,44.42575,0.1,51.9512,46.4705,267.15985,195.4916,114.0606,71.21445,94.77935,246.7877,123.3663,0.1,259.43175,142.48055,82.0958,0.1,125.73195,23.40895,31.2843,384.48075,50.25395,310.5932,105.1796,241.6663,240.02425,569.57415,21.11775,146.4434,20.732,12.7254,97.1626,328.73155,0.1,0.1,413.1722,0.1,88.20305,102.60505,0.1,427.17515,17.07925,0.1,128.5886,89.3072,57.2223,91.2254,162.35505,236.54615,91.49025,90.3577,38.9859,2.62075,95.2152,38.8741,42.23185,141.5812,91.3413,95.88055,194.8525,153.7642,140.54485,369.94445,129.7987,0.1,70.9376,0.1,359.34275,265.15795,1.54695,0.1,0.1,40.0687,0.1,0.1,0.1,0.1,38.0395,3.0817,0.1,45.6781,18.37255,330.16185,83.3002,24.1058,156.50275,3.0217,0.1,77.1551,25.21145,143.52305,240.36805,0.1,93.268,50.95925,0.1,209.8733,31.31125,121.0644,100.3243,182.30925,0.1
"7_23",85.10795,64.17125,37.22155,43.61745,30.7497,76.47595,0.1,63.85865,41.40915,34.71245,2.55895,53.6217,18.25845,0.1,249.1503,11.87725,109.83915,45.66935,16.30415,49.0156,0.1,17.7932,0.1,24.68165,103.76295,228.2578,0.1,350.14205,92.8572,12.276,64.32305,108.30365,133.46755,71.7577,269.33205,136.802,36.4157,140.3656,63.1641,141.9722,54.52635,46.3229,89.5382,68.44545,236.9143,0.1,47.90965,12.6105,66.49525,53.398,44.8805,194.4996,0.1,37.5912,211.39365,14.6631,0.1,52.0354,33.5768,0.1,78.98085,4.25395,0.1,99.0282,0.1,0.1,132.39515,115.8232,95.4971,48.27415,139.14475,210.87905,62.75335,118.2706,136.01475,114.6228,333.60405,97.0305,15.67285,39.10385,80.28515,10.32345,0.1,98.2125,0.1,49.68205,62.41405,0.1,50.24645,148.92775,126.4778,21.49095,136.332,25.60965,82.0466,77.3354,203.12225,625.9092,147.7596,175.81705,273.24535,0.1,32.06865,14.53915,67.2842,37.8434,505.38215,69.2108,117.95255,44.87535,2.38175,354.04625,204.01965,75.7649,237.45965,11.94965,60.20485,45.06025,21.06985,23.5857,57.80555,45.40165,227.36825,205.0143,105.9023,105.9023,85.6185,187.204,115.14185,0.1,180.9229,188.02175,58.2571,0.1,129.8099,32.67705,33.9571,303.24275,52.2114,217.60245,97.82475,210.51245,188.0331,784.781,0.1,200.1645,29.0099,17.84875,87.6963,0.1,20.317,0.1,502.85645,334.28085,0.1,196.87485,479.97415,396.1436,47.2394,143.5327,113.81925,90.15615,74.9791,169.799,150.5863,290.10765,90.79335,112.90785,57.6706,110.6422,22.16285,70.45995,76.55375,126.9601,100.601,107.2355,199.71705,0.1,143.3838,413.94255,115.994,0.1,76.5993,25.41815,247.93235,588.66265,41.17,86.9468,53.90195,0.1,6.20985,0.1,0.1,0.1,127.9715,0.1,0.1,42.44315,37.1651,334.24525,80.2197,55.33115,210.8869,5.59615,2.0885,60.31525,37.03655,120.963,341.3615,0.1,113.1851,58.00535,0.1,167.68795,10.3476,116.4331,65.3962,141.5826,0.1
"7_29",78.26165,29.43355,26.2509,49.68955,19.60635,0.1,0.1,59.95765,42.6146,27.7629,0.1,42.2315,16.0955,0.1,177.6311,7.78525,145.73335,0.1,51.48215,25.77285,0.1,42.9917,0.1,19.08865,152.54295,232.59085,0.1,384.79225,113.883,4.85895,80.82135,92.4763,96.83665,85.4194,315.0711,155.34935,49.52965,153.3531,56.94955,168.51615,55.498,39.373,73.0623,68.69485,257.51455,0.1,49.9384,31.6757,59.23005,68.742,61.8779,257.934,4.47675,55.9513,166.2589,17.4418,0.1,52.47595,33.28745,0.1,100.83135,0.1,0.1,90.60615,0.1,0.1,123.6647,120.1353,111.091,136.29685,61.34945,227.5401,74.7412,92.30955,161.4043,60.6951,332.88915,173.63305,22.3043,48.67725,101.1021,9.2171,0.1,116.8253,0.1,47.4562,61.32845,40.55295,35.1209,161.0039,113.6675,0.1,199.14415,61.96275,48.78235,97.06665,131.2261,710.73345,129.7594,188.7871,194.38305,0.1,57.123,50.65625,40.89295,93.08815,521.9826,77.3614,199.51815,16.611,2.75625,414.0703,144.39065,91.3754,268.7423,13.8654,52.38225,40.98305,51.42385,0.1,49.61135,58.55225,315.5997,238.7891,149.32265,37.3192,98.24255,172.79125,125.5304,0.1,277.0791,316.166,171.43925,0.1,92.54065,8.61215,14.2161,344.3579,42.3224,280.68625,135.79975,240.88295,46.3273,1208.58315,29.53965,137.77545,34.29865,31.80215,110.15735,0.1,6.0856,0.1,411.75135,0.1,219.74785,250.12515,0.1,461.9663,67.07615,58.6853,131.409,70.12015,41.75185,62.10145,170.70695,249.49995,59.505,255.53235,52.17445,52.96835,94.12045,76.84995,83.49645,128.8839,111.95765,118.17745,230.8458,0.1,183.0576,268.22635,144.9626,0.1,19.96105,8.87415,260.92085,367.6797,10.084,49.79045,0.1,103.56905,42.9447,0.1,3.71875,0.1,94.2578,0.1,0.1,53.87435,84.25345,417.46555,133.76925,48.67725,234.69305,6.65095,2.5075,68.8399,16.0606,182.1894,191.3649,0.1,134.4372,12.556,0.1,263.99715,52.25915,156.34345,111.0323,208.96075,0.1
"9_23",85.4568,103.4651,12.61745,34.7568,47.2122,37.7597,0.1,51.23985,44.4424,28.9146,7.773,49.87475,13.74265,0.1,261.6795,7.92695,130.10575,0.1,35.26645,38.60245,0.1,22.44375,0.1,18.8372,101.24885,185.9719,1.08485,340.62725,67.1032,4.2154,70.246,136.21565,78.68885,44.21045,363.95865,143.9368,49.81275,130.33515,60.509,120.99615,58.11905,44.4858,68.03285,64.5489,269.42295,0.1,48.27695,14.5056,47.93075,20.99135,45.58995,139.46295,3.8844,42.6266,230.9109,14.87845,0.1,40.3843,22.5512,0.1,71.7427,4.2762,0.1,122.09425,0.1,0.1,137.0534,101.75315,96.58215,109.9708,102.87765,225.9478,78.41065,134.9333,139.864,78.76765,341.1687,87.3261,25.16765,39.2338,187.938,6.5658,0.1,92.39085,0.1,47.0059,62.9525,242.6491,54.11775,135.00225,119.8659,3.2491,117.173,109.64515,128.57835,88.2216,155.92475,638.5678,126.33685,273.92685,269.13555,0.1,52.29585,18.2573,95.96065,2.28805,497.95185,69.6584,168.5778,48.06355,0.1,363.883,345.0764,98.60735,306.9115,6.9902,52.56745,61.53145,41.56335,2.50335,58.16345,48.8509,212.37445,203.90855,98.7909,62.60385,62.18295,250.16115,134.33095,0.1,279.45035,212.2051,163.1489,0.1,153.64335,11.1845,25.77555,334.5834,40.04745,297.9735,114.70255,207.6088,99.6236,851.46595,13.70475,158.8146,33.39045,29.9694,77.9121,0.1,25.32515,0.1,414.7447,0.1,399.37935,99.3946,0.1,435.95605,53.1107,0.1,127.8155,94.14465,67.1148,115.81615,160.73135,342.48945,65.59305,123.0219,30.9671,111.4712,94.56275,68.1808,74.0775,127.7947,91.6864,116.16995,228.9927,0.1,112.79015,166.4163,113.06,33.4182,59.18115,0.1,220.68445,448.0418,23.15195,77.24905,32.27125,23.6224,0.1,0.1,0.1,0.1,63.0281,0.1,0.1,44.21655,65.3001,248.58245,83.357,29.16105,197.0511,8.5041,4.1869,60.6757,10.45105,166.4163,204.79915,0.1,95.09455,84.6098,0.1,164.93495,43.6853,113.16925,74.9785,161.44515,0.1
