"","X2_3","X2_5","X2_7","X2_9","X2_11","X2_13","X2_15"
"CHOYP_FA49B.1.1|m.294",12.5,10,10,6.5,1.5,5,12.5
"CHOYP_LOC100533528.2.2|m.26125",8.5,8.5,8.5,8.5,6.5,11.5,12
"CHOYP_LOC587840.1.1|m.10143",16.5,15.5,12.5,5,2.5,3.5,5
"CHOYP_PPBT.1.4|m.5115",9.5,13.5,13,12.5,6.5,8.5,22.5
"CHOYP_LOC100533341.1.1|m.1846",13,11.5,10.5,10.5,0,2.5,10
"CHOYP_PCCB.1.2|m.3058",12,11.5,9.5,9.5,4,5,6.5
"CHOYP_SHEP.1.1|m.27990",12.5,12.5,12.5,10,4,7.5,9.5
"CHOYP_UBCD1.1.2|m.50237",13,12,10.5,6,4.5,7.5,11.5
"CHOYP_LOC582154.1.1|m.58922",7.5,10.5,10,8.5,4.5,10,14.5
"CHOYP_PAPSS.1.1|m.53055",15,12,12,5.5,0.5,3.5,10
"CHOYP_VATC1.1.1|m.38693",9.5,14.5,13.5,9,2,2,10
"CHOYP_LOC100908688.1.5|m.30293",11,11.5,12.5,9.5,5.5,6.5,10
"CHOYP_CTSL2.1.2|m.2936",10.5,14,13,9.5,11.5,9.5,9
"CHOYP_PSDE.1.1|m.38562",10,10.5,10,9,5.5,5.5,12
"CHOYP_BRAFLDRAFT_57395.1.1|m.9938",13,12,13,9,3,4,9.5
"CHOYP_LOC100689951.1.1|m.56514",10,10.5,12.5,8,5.5,6.5,8.5
"CHOYP_MROH1.1.1|m.24366",8.5,14.5,9,9,1.5,3,12.5
"CHOYP_TALDO.2.2|m.43331",9.5,10.5,10.5,9.5,6.5,8,9.5
"CHOYP_contig_001305|m.1337",11,8,15,6.5,5.5,7,12.5
"CHOYP_EMAL6.1.1|m.6370",14.5,13,12.5,4,1.5,1.5,7
"CHOYP_LOC100370900.1.1|m.20012",10,11,17,8.5,1.5,1,4.5
"CHOYP_MCCA.1.1|m.18170",11,12,10,5.5,3.5,5.5,7
"CHOYP_LOC575132.2.2|m.66125",11.5,9.5,14,9.5,2.5,6,8.5
"CHOYP_BRAFLDRAFT_83096.1.1|m.27011",12,13,12,8.5,5.5,6,7.5
"CHOYP_LOC101175582.1.1|m.59321",11.5,10,9.5,7.5,3,2.5,11
"CHOYP_LOC100375551.1.2|m.27489",12.5,10.5,9.5,8.5,6,8,8
"CHOYP_PRPS1.1.1|m.10083",13.5,11,10.5,8,1.5,4,12
"CHOYP_TNPO1.1.1|m.8874",10.5,12.5,10,9.5,5,10.5,9.5
"CHOYP_EIF4BB.1.1|m.51065",13.5,13,10.5,10.5,1.5,4.5,9.5
"CHOYP_RS32.1.1|m.57158",17,13.5,5.5,20,10.5,5.5,19
"CHOYP_DYH2.1.1|m.28905",12,5,17.5,9,1.5,4.5,1.5
"CHOYP_LOC101160163.2.2|m.44944",13,11,9,12,4.5,7,12.5
"CHOYP_SF3A3.1.1|m.50392",11,11.5,12,8,2.5,4,10
"CHOYP_TYRO.1.1|m.38876",14.5,14,16.5,10,1.5,0,6.5
"CHOYP_LOC100114736.1.1|m.18266",11,13,11.5,8,6,4,9.5
"CHOYP_KCY.1.1|m.29973",6.5,14.5,14.5,6.5,2.5,4,5
"CHOYP_LOC591570.1.1|m.4767",14,10,9,9,1.5,3.5,5
"CHOYP_BRAFLDRAFT_114866.1.5|m.6859",10,10.5,11,6,1,7.5,10.5
"CHOYP_LOC100372889.2.2|m.57965",12,11.5,11,6.5,2,2,8.5
"CHOYP_HSP7D.3.3|m.41778",12.5,12,10,4,2,2.5,7
"CHOYP_ISCW_ISCW008555.1.1|m.40873",13,10.5,11,8,4.5,5,10
"CHOYP_BRAFLDRAFT_123736.1.1|m.48671",10,13,12.5,10.5,2,4.5,14.5
"CHOYP_HPRT.1.1|m.61881",12.5,11.5,12,10,5,6.5,8.5
"CHOYP_LOC100533357.1.2|m.56848",13,11,11,7.5,0,3,11
"CHOYP_PAK1.1.1|m.50796",9,9,14,7.5,3,6.5,7
"CHOYP_LOC100372150.1.1|m.7059",11,9.5,11,7,1,4,6
"CHOYP_LOC581387.1.1|m.56997",15,11,14.5,9,1,3,3.5
"CHOYP_RS9.8.13|m.41198",10.5,5.5,8.5,10.5,2.5,11,7
"CHOYP_LOC100647948.1.1|m.9650",11.5,11,12,9,2,6,7.5
"CHOYP_CSAD.1.1|m.40056",9,11.5,12,8.5,4,8,15
"CHOYP_DHB4.1.2|m.13985",10,9,16,11.5,4,2,7
"CHOYP_ATP5H.1.1|m.22927",11,9.5,20,16.5,4,3.5,7.5
"CHOYP_LOC100377160.2.2|m.55835",5,12,15.5,6,1,4,8.5
"CHOYP_NAGLU.2.2|m.60267",14.5,15,12,12.5,2,4.5,10
"CHOYP_PGM2.1.1|m.65095",9.5,10.5,11.5,5.5,3,5,8
"CHOYP_STRN3.3.5|m.25133",14,13.5,11,8,2,2,9
"CHOYP_UCHL5.2.2|m.46419",12,12,10.5,8,1,4.5,11.5
"CHOYP_LOC100377412.1.1|m.41404",12,9.5,11.5,9,3,5,4
"CHOYP_NUP205.1.1|m.54932",12,13.5,9.5,9,1,7,10
"CHOYP_BRAFLDRAFT_128749.1.1|m.56605",13.5,12,13,7.5,4,3,10
"CHOYP_PSB1.2.2|m.63827",11,9,11,8.5,2,3.5,9
"CHOYP_BRAFLDRAFT_275724.1.1|m.54178",8.5,7.5,9.5,7,4,4,10
"CHOYP_LOC591797.1.3|m.11527",16,10,16,7.5,2,2.5,7.5
"CHOYP_EPN4.1.3|m.10807",14,11.5,14,10,2.5,7.5,14
"CHOYP_AAEL_AAEL007173.1.1|m.41471",16.5,6.5,7.5,7.5,2.5,11.5,18.5
"CHOYP_ISCW_ISCW021601.2.2|m.20304",8,10,8,10.5,2.5,4,10
"CHOYP_LOC100541322.1.1|m.43256",11.5,12.5,13.5,8,3,5.5,11.5
"CHOYP_SRP54.1.2|m.21986",11.5,11,11.5,8.5,1,7.5,10.5
"CHOYP_LOC754396.1.1|m.39126",13,12.5,12.5,9,3,8.5,14
"CHOYP_LOC100370551.1.1|m.64375",14.5,15,14.5,6.5,2,1,1.5
"CHOYP_CALM.44.50|m.56751",11.5,11.5,8.5,9,8.5,7.5,9
"CHOYP_BRAFLDRAFT_118294.2.2|m.15439",12.5,12,11.5,8.5,5,10,13
"CHOYP_KAPR.2.3|m.56519",11,10.5,13.5,8,2,6.5,11.5
"CHOYP_NEMVEDRAFT_V1G191841.1.1|m.1745",11.5,11,11.5,8.5,6.5,5,10
"CHOYP_DHX15.2.2|m.62441",10,10,12.5,7.5,0.5,2,9.5
"CHOYP_LOC100367739.1.1|m.22741",10,7,11,6,1,2.5,7
"CHOYP_LOC100376857.4.7|m.47467",9,7,7,8,4,9.5,17.5
"CHOYP_ELDP2.1.2|m.39081",10.5,13.5,12,9,7,8,11
"CHOYP_UBR4.1.1|m.34997",11.5,10,10,10.5,2.5,5,12
"CHOYP_LOC100374495.1.1|m.55368",10.5,8.5,8,6.5,2.5,3.5,6.5
"CHOYP_BDH2.1.2|m.30737",10.5,9,11.5,9.5,0,5,9.5
"CHOYP_NOL5.1.1|m.49429",9,7.5,10.5,10,3,6.5,7.5
"CHOYP_BRAFLDRAFT_281658.1.1|m.6266",12.5,10,10.5,5,3.5,5,9
"CHOYP_IQGA1.1.1|m.47731",9.5,9.5,7.5,7.5,5,11.5,12.5
"CHOYP_BRAFLDRAFT_117811.1.1|m.27127",8.5,14.5,12,5.5,2,4.5,7
"CHOYP_XDH.1.3|m.46824",12.5,18,21,6,2.5,4,5
"CHOYP_LOC658201.1.1|m.42880",6.5,12,10.5,13,9,9.5,14
"CHOYP_LOC656402.1.1|m.62053",8,10.5,9.5,9.5,4,9,10
"CHOYP_VWDE.8.13|m.38775",10,9,20.5,13.5,3,5,6.5
"CHOYP_TPM.7.19|m.15554",12.5,12,11,0,0,0,12
"CHOYP_SYHC.1.1|m.65924",9,8,9.5,9.5,2,4.5,10.5
"CHOYP_ETFD.1.1|m.6881",10.5,11,12.5,8,2,5.5,6
"CHOYP_LOC100366451.1.1|m.10501",10,7.5,11,6.5,4.5,6,10.5
"CHOYP_CHGG_10233.1.1|m.39238",10,9,10,8,2.5,7,11
"CHOYP_SARNP.1.1|m.46095",11.5,11,10,7,5,7,8.5
"CHOYP_LOC100161360.1.1|m.65809",13.5,11,8.5,8.5,3.5,0,4
"CHOYP_VATB.2.2|m.62084",16,13.5,20.5,7,1,0,0
"CHOYP_COPE.1.1|m.48265",7,9,11,6.5,3.5,6,11.5
"CHOYP_RS9.11.13|m.49921",10.5,12,8.5,10.5,2.5,5,7
"CHOYP_GMPR2.1.1|m.63274",8,7.5,11.5,9.5,3,8.5,7
"CHOYP_LOC100533290.1.1|m.9001",14.5,8,8,7,1.5,3,8
"CHOYP_LOC662115.2.2|m.15477",7,7,8.5,11.5,4.5,6,8.5
"CHOYP_LOC100690782.1.1|m.26094",9,10.5,10.5,7,1,4.5,8
"CHOYP_MPI.1.1|m.35645",9.5,11,12,7.5,3.5,5,9.5
"CHOYP_NDK7.1.1|m.64883",15,12,11.5,8,3.5,4,4.5
"CHOYP_CYC.1.5|m.5663",7.5,9.5,7,10.5,7,6.5,9
"CHOYP_contig_020023|m.23276",9,10.5,11.5,12.5,7.5,7,9
"CHOYP_CPIPJ_CPIJ003871.1.1|m.147",6.5,7,9.5,5.5,1,3.5,15
"CHOYP_contig_002826|m.3144",9,10.5,9.5,8,5.5,7,10.5
"CHOYP_LOC100369954.1.1|m.22658",12,8.5,8,6,4,6.5,9.5
"CHOYP_LOC100370401.1.1|m.15416",8.5,9.5,10.5,8.5,3.5,3.5,9
"CHOYP_MP2K5.1.1|m.45312",7,7,9,6.5,4.5,6,10
"CHOYP_contig_002999|m.3300",10,11,11,8,2,3.5,8
"CHOYP_LOC100366813.1.6|m.2829",8,12.5,8,14.5,5.5,3.5,7
"CHOYP_BRAFLDRAFT_115951.1.1|m.22622",6,6,6,7,2,6,8
"CHOYP_TEKT5.1.1|m.60033",16.5,10,12.5,6.5,0,0,2.5
"CHOYP_BRAFLDRAFT_127028.1.1|m.18415",11,12,11,8,4,5.5,9.5
"CHOYP_BRAFLDRAFT_206907.11.11|m.60961",9.5,9,8,9.5,5,8.5,8.5
"CHOYP_PYR1.1.1|m.61565",10.5,12,10.5,6.5,0,1,8.5
"CHOYP_LOC100880948.1.1|m.25232",12.5,9,7,7,1,3.5,11
"CHOYP_LOC101155522.1.1|m.45101",8,9.5,9,9.5,3,10,9.5
"CHOYP_BRAFLDRAFT_117976.2.3|m.49156",10.5,8,10.5,8.5,0,3,2.5
"CHOYP_CAPSLB.1.1|m.58887",9.5,10.5,10,10.5,3.5,6,9
"CHOYP_LOC100880757.2.2|m.41249",10.5,11.5,10.5,10,2,4,9
"CHOYP_contig_034847|m.39553",7.5,9.5,11.5,6.5,4,3,8
"CHOYP_GRM1.2.2|m.65835",14,10,30.5,10.5,1.5,1,3
"CHOYP_NEMVEDRAFT_V1G179716.1.1|m.55972",12,12,10,7,1,3.5,7
"CHOYP_BRAFLDRAFT_285738.1.1|m.21025",9.5,7,8.5,5.5,1.5,4,12.5
"CHOYP_AAEL_AAEL009387.1.1|m.66163",12.5,8,10,7,2,4,10
"CHOYP_LOC100376187.2.2|m.55240",43,19,1.5,7,14.5,18.5,0
"CHOYP_LOC588440.1.1|m.4951",8.5,8.5,11.5,11,3,5,9
"CHOYP_LOC100373522.5.5|m.54028",13,12.5,15,11.5,3,4.5,3
"CHOYP_TITIN.19.19|m.66288",0,2.5,2,12,0,1.5,1
"CHOYP_LOC100376984.1.1|m.15840",10,12,12,5,2.5,3.5,10.5
"CHOYP_RN45S.2.5|m.14111",5,5,11,4.5,16,4.5,4.5
"CHOYP_UAFA.3.8|m.34702",14.5,15.5,0,7.5,4.5,0,0
"CHOYP_BRAFLDRAFT_124020.1.1|m.22574",8,9.5,8.5,8,5,6,12.5
"CHOYP_MDN1.3.8|m.3846",12.5,10,8,12,10,14.5,11
"CHOYP_ISCW_ISCW013767.1.1|m.29335",10,8.5,10,8,1.5,2,9
"CHOYP_DFA_06569.1.1|m.9782",35,2.5,0,0,0,0,0
"CHOYP_LOC100373842.4.4|m.40731",2,3,2.5,14.5,3,5.5,12.5
"CHOYP_DD19A.1.1|m.57641",13,8,6,7.5,2,2.5,11
"CHOYP_ACT.19.27|m.53936",9,9.5,8,8,4.5,3,9
"CHOYP_GNPI2.1.1|m.55897",12.5,10.5,9,7.5,2,7.5,13
"CHOYP_BRAFLDRAFT_121480.1.1|m.48790",7,8.5,11.5,11,5,8,12.5
"CHOYP_BRAFLDRAFT_115743.1.1|m.61177",12.5,10.5,10.5,8.5,5.5,5.5,8.5
"CHOYP_NEMVEDRAFT_V1G237598.1.1|m.11619",9.5,9.5,10,7,2.5,3.5,7.5
"CHOYP_SMP_006860.2.1.4|m.8660",9.5,9.5,9,8,5,6,8.5
"CHOYP_TFG.1.1|m.8487",8.5,8,10,6.5,1.5,5.5,9
"CHOYP_ISCW_ISCW014579.2.2|m.5327",11.5,11.5,9.5,7,1.5,2.5,6.5
"CHOYP_DLP.1.1|m.31353",10,11,12.5,6.5,0.5,2,8.5
"CHOYP_MYSP.5.9|m.28124",10,19.5,22.5,9,0,0,3
"CHOYP_LOC100742289.1.1|m.25180",8.5,9.5,9.5,9.5,5,7,9
"CHOYP_SEPT7.1.1|m.59134",9.5,6.5,16.5,7.5,2,6,2
"CHOYP_BRAFLDRAFT_276908.1.1|m.28793",9,9.5,11,5.5,3,4,5
"CHOYP_LOC764806.1.2|m.17636",9.5,10.5,12,8.5,3,5.5,8.5
"CHOYP_FKBP1AA.1.1|m.26101",9.5,9,11,6.5,3,2.5,10
"CHOYP_LOC100743251.1.1|m.16814",5.5,9.5,11,8,4.5,7.5,9.5
"CHOYP_NEMVEDRAFT_V1G97278.1.2|m.34546",5,6,9.5,4,2,6,10.5
"CHOYP_RL11.2.7|m.12991",12.5,9,9,6.5,2,5.5,13
"CHOYP_BRAFLDRAFT_113849.1.1|m.53398",11,10,8,7,2,4.5,9.5
"CHOYP_LOC577371.1.2|m.46335",14.5,15,17,9,0,0,1
"CHOYP_LOC587705.2.2|m.11817",11,12.5,9.5,6,2,1,5.5
"CHOYP_DCTN2.1.1|m.1084",15,11.5,10,8,0,5.5,9.5
"CHOYP_LOC579681.1.1|m.25827",10.5,8,8,6.5,2.5,2.5,7
"CHOYP_LOC586039.1.1|m.27100",6.5,10,10,9,1,1.5,10.5
"CHOYP_SUCB1.1.1|m.41299",8.5,9.5,10,7.5,2,6.5,9
"CHOYP_NFH.1.1|m.53607",7.5,12,9,13.5,3.5,5.5,8
"CHOYP_KHDR1.1.1|m.8878",12.5,5,10,9.5,4.5,5.5,9
"CHOYP_contig_026567|m.30260",4,6.5,9.5,7.5,3.5,1.5,8
"CHOYP_LOC101166335.1.1|m.5463",12.5,12,9,6.5,3,7.5,7.5
"CHOYP_CAPLA.1.2|m.51979",9,9,9,8.5,2,8,9
"CHOYP_CPIPJ_CPIJ007907.1.1|m.45771",10.5,12.5,9,9.5,3.5,2.5,5
"CHOYP_BRAFLDRAFT_208819.1.1|m.61941",10,8.5,12,5,0.5,4,7.5
"CHOYP_MTPN.2.2|m.58730",9,9.5,10.5,6.5,3,3,5.5
"CHOYP_RS21.1.4|m.13400",10,10.5,8,9,4.5,4.5,8.5
"CHOYP_GSLG1.3.3|m.66468",8,8,24,13.5,3,3,7
"CHOYP_LOC100748625.1.1|m.24479",14.5,9,11,9,2.5,3.5,11.5
"CHOYP_SF3A1.1.3|m.41531",9.5,9,13,10,1,2,6
"CHOYP_contig_051787|m.61994",11,9,7.5,8,2,6,11
"CHOYP_IMDH3.1.1|m.51789",12,9,10,6.5,0.5,2.5,9.5
"CHOYP_LOC100374573.1.1|m.24523",11.5,8,6,4.5,2.5,5.5,6.5
"CHOYP_METH.1.1|m.18095",7,10,13.5,10.5,1.5,1.5,9
"CHOYP_NMT2.1.2|m.10421",12,8,10,9,0.5,2.5,7.5
"CHOYP_SEC13.1.1|m.20714",7.5,10.5,10,7,3.5,5.5,7
"CHOYP_ANT_25430.2.2|m.5862",15,13,8.5,7,2,3,6.5
"CHOYP_DYH1.1.1|m.46156",10.5,10.5,8,3,0.5,1,1
"CHOYP_LOC100371557.1.1|m.57537",10.5,6,8.5,5,0.5,1,9.5
"CHOYP_STAR5.2.2|m.39352",7.5,6.5,9,4.5,3,6.5,11
"CHOYP_RL18A.6.8|m.61646",8.5,11,0,6,3,8,0
"CHOYP_GLRX3.1.1|m.63529",6,9,8,7,3,3.5,9.5
"CHOYP_RFA1.1.1|m.16020",10,9,9,6.5,1,3.5,11
"CHOYP_FLNA.6.6|m.37383",1,27.5,51,2,1.5,3.5,11.5
"CHOYP_BRAFLDRAFT_264234.2.2|m.7063",12,9,10,6,2,2,5.5
"CHOYP_LOC100375029.3.10|m.11445",8,13,10.5,9.5,5.5,5,13.5
"CHOYP_LOC100377392.4.4|m.65974",0,12,10.5,10.5,0.5,3,9
"CHOYP_PP4R1.1.1|m.11682",9,12.5,11,7.5,0,1.5,12
"CHOYP_BRAFLDRAFT_118790.1.1|m.29970",3,13,13.5,11,1.5,4,13.5
"CHOYP_LOC100375089.1.1|m.1341",10,9,10.5,7.5,1.5,1.5,9.5
"CHOYP_BRAFLDRAFT_266781.1.2|m.24881",10,10.5,11.5,10,4.5,4.5,7
"CHOYP_IPO9.1.4|m.24013",10,12,12.5,11,0.5,7,9.5
"CHOYP_LOC100114310.2.2|m.64228",8.5,10,10.5,4.5,3,4.5,9
"CHOYP_RSMB.1.2|m.12400",10.5,12.5,10,5,3,5,7.5
"CHOYP_contig_044503|m.51534",8.5,8,7,4,0,1.5,5.5
"CHOYP_CPIPJ_CPIJ001623.1.1|m.19531",8.5,8.5,8.5,6.5,3,7.5,10
"CHOYP_BRAFLDRAFT_83552.1.1|m.55255",10,8,10.5,5.5,0,0,4
"CHOYP_CG14207.1.1|m.41523",9,9,6.5,5.5,3,3.5,9
"CHOYP_NFS1.1.1|m.1622",12,11,12,5,0,0,3.5
"CHOYP_XPO2.1.1|m.50289",9,11.5,8.5,4.5,1.5,2.5,9
"CHOYP_BRAFLDRAFT_281217.1.1|m.15677",8,9,9,7.5,3.5,7,9.5
"CHOYP_BRAFLDRAFT_115687.1.1|m.4876",7.5,8.5,8.5,7,2.5,6.5,8.5
"CHOYP_TPM.15.19|m.50851",13,15.5,27,0,0,0,0.5
"CHOYP_FYN.1.1|m.44312",8,8.5,7,7.5,1.5,7.5,8.5
"CHOYP_CHRD1.1.1|m.42143",8,7.5,8,6,3.5,5,9
"CHOYP_EPN2.1.1|m.23660",12.5,8.5,11,4,3,5,7.5
"CHOYP_LOC100567114.1.1|m.39091",10,12,13.5,8.5,2,8.5,10
"CHOYP_BRAFLDRAFT_251578.1.1|m.15566",11,8.5,7,8,4,5,8.5
"CHOYP_ISCW_ISCW017655.1.1|m.22914",10,9.5,10,7.5,2.5,6,11.5
"CHOYP_TBA1.2.9|m.9962",2,5,11,1.5,0,0,4.5
"CHOYP_RAB7A.1.2|m.23790",11,9.5,12.5,7,4.5,7,7.5
"CHOYP_LOC100369031.1.1|m.19197",6.5,7.5,8,6.5,2,3,7
"CHOYP_LOC100711559.1.1|m.10313",8.5,8.5,10,7.5,2.5,4.5,8.5
"CHOYP_PHATRDRAFT_43152.1.1|m.15003",10,9,9,7,1.5,1,9.5
"CHOYP_LOC100370913.1.1|m.19909",8,10,8.5,6,0,1,9.5
"CHOYP_BUP1.1.1|m.13641",13.5,9.5,10.5,6,0.5,2,11
"CHOYP_LOC764722.1.3|m.16471",5,5.5,8.5,7,2,6.5,14.5
"CHOYP_contig_017941|m.21005",12,12,15.5,9.5,1,2.5,3.5
"CHOYP_NEMVEDRAFT_V1G162365.1.1|m.8038",7.5,9.5,9.5,5,2,5.5,7.5
"CHOYP_THIKA.1.1|m.13333",8,10,7,6,2,2,7
"CHOYP_MYO18.1.1|m.3952",10,8.5,10,5.5,0,2,4.5
"CHOYP_LOC100370026.1.1|m.42957",11,10.5,8.5,7.5,2.5,6,6.5
"CHOYP_RL40.1.7|m.3623",10,9.5,10.5,6.5,1.5,1,6
"CHOYP_SC24B.1.2|m.95",11,9,7.5,9,2,3,10
"CHOYP_ATS2.1.2|m.39791",8.5,11.5,10.5,7.5,2.5,6.5,9.5
"CHOYP_BRAFLDRAFT_208436.4.32|m.22689",15,13.5,0,6,7.5,14,19.5
"CHOYP_LOC100375395.1.2|m.3613",10.5,12,7.5,5.5,2.5,3.5,6
"CHOYP_ACT5.3.3|m.41147",26,0,5,1.5,0,14,13
"CHOYP_DNPH1.1.1|m.28418",9,7.5,10,5.5,4,7,8
"CHOYP_LOC101161976.1.1|m.43986",10,9,7.5,5,2,1.5,7.5
"CHOYP_RD23B.1.1|m.38952",13.5,12.5,7,6.5,1,2.5,9
"CHOYP_FKBP4.1.1|m.15147",9,7,2.5,7,5.5,6,11
"CHOYP_XPO1.1.1|m.31560",11.5,9.5,8,7.5,2.5,6,8
"CHOYP_LOC100708991.5.5|m.59991",1,10.5,11.5,12,4,3.5,10
"CHOYP_NEMVEDRAFT_V1G203842.1.1|m.60812",4,4.5,11,12,3.5,4,3.5
"CHOYP_DNAH12.2.3|m.32353",8.5,9,7.5,4,0.5,2,3
"CHOYP_LOC100376308.1.1|m.60595",4,4,12,6,1,0.5,6
"CHOYP_ACSL1.1.1|m.686",13,12.5,10.5,2,3,3.5,2.5
"CHOYP_LOC100749463.1.1|m.6770",11,7.5,12.5,6.5,0,4,8.5
"CHOYP_MTA1.1.1|m.12640",13,8.5,10,5,4,6.5,5
"CHOYP_NEMVEDRAFT_V1G247177.1.1|m.63233",11.5,12,7,7.5,4.5,5.5,7.5
"CHOYP_LOC100370478.2.2|m.16291",8.5,7,9.5,6,2,4.5,7
"CHOYP_IVD.1.2|m.5213",8,8.5,10.5,4,1.5,0.5,4.5
"CHOYP_PPP1R7.1.1|m.37778",7.5,7.5,7.5,5.5,2.5,4,10
"CHOYP_contig_016567|m.19514",1.5,5,8,6,2,3.5,10.5
"CHOYP_NUCB2.2.2|m.55289",7,7,11.5,10,8,8.5,9
"CHOYP_ACTZ.1.1|m.12877",9,8,5.5,5.5,2,3,5.5
"CHOYP_LOC100329078.2.3|m.30776",7,8.5,10,7,6,8,8
"CHOYP_TVAG_106580.1.1|m.44429",9,14,11.5,5.5,2,1.5,3
"CHOYP_XPP1.1.2|m.16748",10,8.5,6,4,0.5,2.5,12.5
"CHOYP_LOC100185549.1.6|m.31232",11,9.5,9,2.5,0.5,1,6.5
"CHOYP_ARC1A.1.1|m.56262",10,8,8,7.5,2,2.5,7
"CHOYP_BRAFLDRAFT_126700.1.2|m.17811",8,9,9.5,4,0,0,7
"CHOYP_EFTS.2.2|m.66393",8,7,9.5,6,1,3.5,4.5
"CHOYP_NEMVEDRAFT_V1G183894.1.1|m.55454",10,5.5,9,4,1.5,2,5
"CHOYP_EIF1B.1.3|m.29107",10,8,9.5,7,3,5,7
"CHOYP_BRAFLDRAFT_124972.2.5|m.4101",12.5,10,7.5,7,7,5.5,4
"CHOYP_BRAFLDRAFT_259692.1.1|m.44099",6.5,8,6.5,7.5,1,7.5,7
"CHOYP_ISCW_ISCW021350.1.1|m.10332",8.5,9.5,9,7.5,6,7,9.5
"CHOYP_SI_CH211-197G15.10.6.7|m.50389",11.5,8,9,7.5,2,1.5,6.5
"CHOYP_LOC100367069.1.1|m.14484",11.5,11,7.5,5.5,1,5.5,5
"CHOYP_GPSM2.1.1|m.58302",7.5,7.5,10.5,4,4.5,7,8
"CHOYP_BRAFLDRAFT_214348.2.2|m.59996",12,10,7,8,1,1.5,7
"CHOYP_LOC100370790.1.1|m.9845",8,9,7.5,7.5,3.5,3,7
"CHOYP_MANL.5.9|m.42622",9,9.5,9.5,7,2.5,4,5
"CHOYP_AGAP_AGAP004868.1.1|m.60336",4,14.5,9,7.5,4.5,3,1.5
"CHOYP_DANA_GF18010.1.1|m.6864",9,7.5,11,9,7.5,4.5,5
"CHOYP_LOC100114433.2.4|m.6343",8,8.5,9.5,5.5,1.5,4.5,9.5
"CHOYP_EF1A.3.4|m.63416",8.5,10,7.5,8,1.5,6,9.5
"CHOYP_KCP.8.13|m.40457",13.5,15.5,12,11.5,1.5,3,6.5
"CHOYP_ARRB.1.2|m.25932",9.5,4.5,6.5,5,2.5,4,8.5
"CHOYP_LOC100372505.1.2|m.10261",9.5,8.5,11.5,5.5,1,4.5,8
"CHOYP_F10A1.4.4|m.44752",15,0,0,0,0,0,5
"CHOYP_DJC13.1.1|m.46117",7,4.5,6,9,1,1.5,7
"CHOYP_DRG1.1.1|m.28901",10.5,9,10,5.5,2.5,2.5,5
"CHOYP_SPT5H.1.1|m.60053",8.5,9,10,7.5,4,8,7.5
"CHOYP_SRP68.1.1|m.61852",9,10,7.5,6,1.5,6.5,11
"CHOYP_LOC101157371.3.3|m.51109",5,6.5,4.5,8.5,10.5,9,8.5
"CHOYP_LOC100378054.4.4|m.63855",9,9,9,8,3,4.5,8
"CHOYP_LOC100929680.1.2|m.17333",4.5,6,8.5,2,0.5,0,21
"CHOYP_LOC100377024.2.2|m.63302",12.5,10,11,2,2,2.5,2
"CHOYP_EPN4.2.3|m.66030",5.5,11.5,0,6,1,7.5,0
"CHOYP_GOLP3.1.1|m.52389",7.5,10,9.5,5,1.5,2.5,7.5
"CHOYP_CPT2.1.1|m.16349",10,12,14.5,4.5,0,1,4.5
"CHOYP_METEV_0975.1.1|m.28991",14,13,10,5.5,1,1.5,6
"CHOYP_AKD1.3.3|m.63103",7.5,6,12.5,10.5,1,2,3
"CHOYP_TOMM70A.1.1|m.42370",5.5,7.5,11,7,4,6,7
"CHOYP_RXR.1.2|m.45987",11.5,6.5,6.5,7,1,2.5,9.5
"CHOYP_LOC100497129.6.8|m.41866",7.5,0,0,0,0,0,0
"CHOYP_ISCW_ISCW022925.1.2|m.61535",6,7.5,8,5.5,0,3.5,12
"CHOYP_DNAH6.2.3|m.21512",9.5,7.5,6,3.5,1.5,1.5,1.5
"CHOYP_LOC373275.6.7|m.57854",16,5.5,12.5,6,0,0,0
"CHOYP_ACBP.1.4|m.15501",6.5,7,8,8,5,5.5,7
"CHOYP_LOC100181095.1.1|m.8314",8,8.5,14,6.5,0,1,6
"CHOYP_LOC100366455.1.3|m.13543",8.5,10,8.5,1,0,1,6.5
"CHOYP_NEMVEDRAFT_V1G198897.2.6|m.4748",7.5,5.5,5.5,7.5,3.5,4,7
"CHOYP_SMP_143090.1.1|m.6805",8.5,8.5,9.5,5,0.5,1,0.5
"CHOYP_2A5D.3.3|m.37716",9.5,7,9.5,6.5,1.5,4.5,8
"CHOYP_RL8.10.10|m.65636",0,0,13.5,0,2.5,0,0
"CHOYP_contig_016017|m.18760",15,9,5,0,0,0,0
"CHOYP_ARALYDRAFT_472154.1.1|m.29819",8,11.5,4,4.5,0,0,12
"CHOYP_LOC100370909.1.1|m.30849",9.5,7.5,6.5,6,1.5,7,8.5
"CHOYP_LOC100378619.2.2|m.36047",12.5,12,13.5,7.5,0,0,3
"CHOYP_NEMVEDRAFT_V1G957.1.1|m.27284",6.5,6.5,7,7.5,4.5,5,8
"CHOYP_ACIN1A.2.2|m.51408",7.5,5,8,8.5,5,9.5,7
"CHOYP_BRAFLDRAFT_80039.1.1|m.2568",6.5,7.5,7.5,8,0.5,3.5,9.5
"CHOYP_ISCW_ISCW012366.1.1|m.3691",13.5,12,8,9,2.5,4,4
"CHOYP_LOC100175959.1.7|m.1896",9,10,8.5,7.5,1,2,4
"CHOYP_contig_026700|m.30399",22,18,3,0.5,0,0,0
"CHOYP_contig_027593|m.31285",2.5,7,6,7.5,6.5,5,6.5
