"","X2_3","X2_5","X2_7","X2_9","X2_11","X2_13","X2_15"
"CHOYP_LOC100373956.1.1|m.10987",20.5,24.5,24,25.5,13.5,13.5,23.5
"CHOYP_LOC100636433.3.4|m.27077",15,22,22,18.5,11.5,16.5,24
"CHOYP_RUVB1.1.1|m.25669",25,22,21,22,9,15,22
"CHOYP_ALF.1.3|m.25601",21.5,21.5,21,16.5,8.5,13.5,18.5
"CHOYP_CGL.1.2|m.31960",24.5,20.5,22.5,12,5.5,7,17
"CHOYP_LOC100646535.1.1|m.61774",22,25,26,20.5,5,11,20.5
"CHOYP_ISCW_ISCW008219.1.2|m.46822",22.5,24,24,17,15,14.5,22
"CHOYP_BRAFLDRAFT_121562.1.1|m.37268",20.5,19.5,21,18.5,9,22,26.5
"CHOYP_FAS2.1.1|m.41201",12.5,18,24.5,18,10,12.5,28
"CHOYP_TPM.6.19|m.12415",20.5,22,26.5,21,11,11.5,15.5
"CHOYP_UCHL.1.1|m.29303",26.5,23.5,22.5,19.5,10.5,12.5,20.5
"CHOYP_LOC100903522.1.3|m.2296",22.5,39.5,21.5,15,21,20,19.5
"CHOYP_CAT.1.1|m.57038",16,24,26.5,14.5,4,11,33
"CHOYP_LOC100378252.1.1|m.16877",20.5,20.5,21,22,13,18,21.5
"CHOYP_RS2.2.10|m.5562",21,20.5,25,18.5,15,17,22
"CHOYP_LOC100376708.2.2|m.19660",18,21.5,24.5,20,5.5,7,11
"CHOYP_LOC100708717.1.1|m.5825",29,31.5,18,16,9.5,11,17.5
"CHOYP_SMP_051990.7.7|m.57569",19,21.5,20.5,13.5,8.5,12,22.5
"CHOYP_RL10.1.3|m.11695",25.5,20,24,16,4,4,22
"CHOYP_LOC100376500.1.1|m.36606",24,22.5,23,18,2,2,19
"CHOYP_METK.1.2|m.3732",25.5,22.5,26.5,18,9.5,9.5,25.5
"CHOYP_PP6R3.1.1|m.43072",23,24,21,22,9,15,24
"CHOYP_OLA1.2.2|m.28588",22.5,20.5,24,18.5,3,7,23.5
"CHOYP_ENOPH.3.4|m.51956",20,25.5,20,15.5,14,12.5,14
"CHOYP_ARF2.1.3|m.10738",22.5,22,21.5,17,8,14,19.5
"CHOYP_LOC100366799.1.2|m.37253",20.5,22.5,23,16.5,5.5,9,21.5
"CHOYP_RL9.5.6|m.63453",25.5,17.5,25,8,4.5,5,28.5
"CHOYP_ISCW_ISCW022189.1.1|m.8227",26,21.5,19.5,17.5,9.5,12.5,20
"CHOYP_AAEL_AAEL009414.1.1|m.639",29,19.5,19,18,2.5,5.5,15.5
"CHOYP_SMP_087250.2.2|m.25167",19.5,19.5,17.5,16.5,11,11.5,19
"CHOYP_PPP1CC.1.1|m.13937",23.5,21.5,21,19.5,7.5,11.5,25.5
"CHOYP_DPSE_GA16367.1.1|m.22618",20.5,21.5,19.5,18,11.5,17.5,23.5
"CHOYP_BRAFLDRAFT_275083.2.2|m.66604",26,22,22,13,2.5,2.5,7
"CHOYP_ACT.6.27|m.15622",34.5,0,0,63.5,0,0,0
"CHOYP_INSI2.1.1|m.59456",21,19.5,19,15.5,0,3.5,18
"CHOYP_LOC100533261.1.1|m.36141",22.5,21,19,29,9,7.5,17.5
"CHOYP_BRAFLDRAFT_63907.1.1|m.14584",21.5,20.5,25,20,4.5,7.5,21.5
"CHOYP_NEMVEDRAFT_V1G234225.1.1|m.49490",16.5,20.5,22.5,21.5,6.5,14.5,22.5
"CHOYP_DHX8.2.3|m.55114",13.5,16,19,18,7.5,13.5,17.5
"CHOYP_LOC100376902.1.1|m.20390",24,26.5,26,18,5,9,6
"CHOYP_LOC100369524.1.1|m.8159",20.5,20,26.5,19.5,7,9.5,20
"CHOYP_BRAFLDRAFT_273832.1.1|m.56325",24.5,18.5,21.5,18.5,8.5,8.5,10.5
"CHOYP_CTTN.1.1|m.22042",18,22.5,18.5,20.5,13,13,18
"CHOYP_RLA1.3.12|m.12071",22,27.5,21,20.5,13,14.5,16
"CHOYP_ERF1.1.1|m.37539",22,20.5,21.5,18,3.5,7,21
"CHOYP_FAAA.1.1|m.7653",21.5,20,20.5,14.5,5,9.5,20.5
"CHOYP_ND1.2.5|m.36938",21,20.5,18,14.5,5.5,11.5,19
"CHOYP_RS23.1.9|m.12948",23,13,20.5,4,2,5,22
"CHOYP_TRIADDRAFT_55768.2.2|m.14361",17.5,23.5,25,21.5,8,10.5,20
"CHOYP_LOC100691144.1.1|m.47006",20.5,20,23.5,13.5,5.5,8.5,16
"CHOYP_RL24.6.9|m.43123",25,23.5,24,21,12.5,9.5,13.5
"CHOYP_PCCA.2.2|m.45684",21,20.5,19,16,1.5,2,17.5
"CHOYP_GBLP.6.7|m.57427",19.5,21.5,20.5,17,7,8.5,17
"CHOYP_BRAFLDRAFT_127105.1.1|m.21922",17,12,22.5,16.5,9,18.5,18.5
"CHOYP_RS6.10.12|m.44863",18.5,18.5,22.5,18.5,12,16.5,22
"CHOYP_LOC100372942.1.1|m.31119",20.5,27.5,23.5,16.5,8.5,6,15
"CHOYP_ISCW_ISCW020550.2.2|m.18099",20,20.5,21.5,18,6,12.5,20.5
"CHOYP_LOC100372340.1.3|m.9116",25,15.5,21.5,17,9,11,15
"CHOYP_contig_045248|m.52574",19.5,22,19.5,21,5,14,23
"CHOYP_PHUM_PHUM536560.2.2|m.59367",17.5,16,14.5,18.5,3,4.5,14.5
"CHOYP_PAN2.1.1|m.44690",21.5,17.5,23.5,15.5,1.5,10,19.5
"CHOYP_CADN.2.3|m.19237",18.5,21.5,25.5,17.5,7,13,21
"CHOYP_LOC100727208.1.1|m.9366",20,23,23,20.5,7,6,21.5
"CHOYP_LOC549476.1.1|m.42388",19.5,19.5,22,13,9,7.5,19
"CHOYP_AP2A2.1.1|m.62726",20,20,18.5,18.5,6.5,13,16
"CHOYP_IPO7.1.1|m.16806",20,21,21.5,21.5,3.5,12.5,17.5
"CHOYP_TBA.1.6|m.12217",36.5,15,15.5,15.5,0,12,8
"CHOYP_BRAFLDRAFT_275870.1.1|m.12895",26,22,22,14.5,10,13,15.5
"CHOYP_DNJA2.2.2|m.51791",17.5,17.5,20,19.5,11,14,21
"CHOYP_DVIR_GJ11008.1.1|m.11917",22,23.5,22.5,22,8.5,11,8.5
"CHOYP_contig_032576|m.37192",25,22.5,20.5,18,11.5,15,5.5
"CHOYP_ND4.3.5|m.19536",26.5,19.5,17,18,6.5,7.5,16
"CHOYP_RL17.7.7|m.57535",18.5,21,22.5,18.5,8.5,13,18.5
"CHOYP_BRAFLDRAFT_103544.1.1|m.38439",10.5,17.5,23.5,16,4.5,9.5,23
"CHOYP_KS6A1.1.1|m.38386",23.5,16,19,15,1,2.5,14.5
"CHOYP_BRAFLDRAFT_122422.1.2|m.52874",24,21,17.5,9,3.5,3.5,18
"CHOYP_ADD.2.5|m.15081",34,31,36.5,0,16,0,38
"CHOYP_SYRC.1.2|m.36309",22.5,18,19.5,15.5,0.5,1,13
"CHOYP_SODM.1.2|m.45531",19,19.5,19.5,16.5,5,7.5,23
"CHOYP_PRKAB1B.2.3|m.31228",17,19.5,22,16,9.5,20.5,19
"CHOYP_LOC100370520.1.1|m.12258",20.5,22,17.5,15,4.5,8,21
"CHOYP_LOC100160412.2.2|m.56352",17,21,20.5,16,11.5,11.5,20.5
"CHOYP_LOC100114636.1.1|m.11052",21,23.5,20.5,14,6,10,20.5
"CHOYP_IARS.1.1|m.27559",15,15,19,17,7.5,13.5,18.5
"CHOYP_LOC656899.1.1|m.15417",22,20.5,21,17.5,10.5,13.5,19
"CHOYP_CRE-DIG-1.1.1|m.26794",9,23,25.5,14.5,1.5,9.5,23.5
"CHOYP_DVIR_GJ21252.1.1|m.10086",21,14.5,18,15,10.5,12,16.5
"CHOYP_LOC100368022.1.1|m.55588",25,19.5,26.5,17.5,3,4.5,7.5
"CHOYP_LOC100376932.1.1|m.12642",20.5,18,19.5,18,11.5,12.5,19
"CHOYP_BRAFLDRAFT_215361.1.1|m.55455",21,19,15,14,7,10,20
"CHOYP_DPSE_GA15574.1.1|m.62967",21,25,20.5,13.5,3.5,10,19
"CHOYP_CO6A5.1.6|m.5840",17.5,17,53.5,19,7,9.5,15.5
"CHOYP_COX5B.3.3|m.38557",20.5,15,20.5,13.5,11,14,9.5
"CHOYP_CTL2.1.2|m.3858",11,23.5,7,20,14.5,22.5,24.5
"CHOYP_BRAFLDRAFT_130097.1.1|m.12458",22.5,19,20,16.5,9.5,8.5,9.5
"CHOYP_CALM.45.50|m.57163",20,20,18.5,17,9,9.5,14.5
"CHOYP_LOC100377783.1.1|m.14549",18.5,22,19.5,21.5,14,14,20.5
"CHOYP_MCM3.1.1|m.14853",26.5,19.5,23.5,20.5,2.5,7,17
"CHOYP_SAFB2.2.3|m.30765",23.5,20.5,24,19,7.5,12.5,14
"CHOYP_BRAFLDRAFT_217516.1.1|m.18628",23.5,18.5,20,19.5,2,7,16
"CHOYP_PRS8.1.1|m.40757",17.5,19.5,19.5,15,4.5,9,19
"CHOYP_LOC100703423.1.1|m.941",25,20,22,17,6,2.5,12
"CHOYP_BRAFLDRAFT_69005.1.1|m.26462",18,18.5,20,13.5,5,8,19.5
"CHOYP_CAPZB.1.1|m.5762",22,19,20,15,12.5,13,19.5
"CHOYP_BRAFLDRAFT_98992.1.1|m.62815",21,21,21,16,6,5,14
"CHOYP_ARP2.1.1|m.43520",18,19,15.5,13,5.5,12,21.5
"CHOYP_BRAFLDRAFT_268929.1.1|m.35239",19,16.5,17.5,14,7.5,9.5,16.5
"CHOYP_ISCW_ISCW023973.1.2|m.6506",23,21,23,15.5,7.5,10.5,18.5
"CHOYP_PROM1.3.3|m.58805",16.5,17.5,19.5,16,9,12,16.5
"CHOYP_TXND3.4.4|m.64014",29.5,29.5,31.5,21,4.5,11,15.5
"CHOYP_TEKT3.1.1|m.37281",27,18.5,18.5,17,3.5,3.5,3
"CHOYP_RCC1.1.1|m.15249",23,22.5,22.5,13.5,1,4,14
"CHOYP_LOC551931.1.1|m.9934",21.5,19,18.5,14.5,0.5,4.5,19.5
"CHOYP_SYCC.1.1|m.11415",15.5,18,15.5,17,6,10.5,23
"CHOYP_LOC100552337.1.1|m.19614",20,23,28.5,16,3,6,14.5
"CHOYP_USO1.1.11|m.6354",18,19.5,20,17,4,9.5,20
"CHOYP_HUWE1.1.2|m.566",20.5,24,25,16,1.5,6.5,19
"CHOYP_ADHX.1.1|m.60159",14.5,14.5,19.5,15,7.5,13,19.5
"CHOYP_RN45S.4.5|m.43162",16,17,21.5,17,0.5,10,22.5
"CHOYP_PPUTW619_2764.1.1|m.44946",16,25.5,30,24.5,1,7,5
"CHOYP_FND2.1.4|m.8542",23,26,24,15.5,3.5,5.5,16.5
"CHOYP_LOC593522.1.2|m.5381",24,21,21,11,4,6,13
"CHOYP_LRIG1.1.3|m.954",14,16,18.5,19,3,6.5,19
"CHOYP_RS4.3.11|m.15465",20,23.5,26,6,1.5,6,24.5
"CHOYP_CLU.1.1|m.8566",16,21,20.5,20,5,9.5,22.5
"CHOYP_LA.1.1|m.65962",19.5,17.5,21,12,8.5,12,21
"CHOYP_CAOG_01521.1.1|m.28103",17.5,16.5,16,17,5.5,10.5,19.5
"CHOYP_LOC100877311.1.1|m.25123",19.5,21,16.5,16.5,3,7.5,18
"CHOYP_LOC594130.1.1|m.48747",23,17,14.5,9.5,10,11,19.5
"CHOYP_PDHA1.1.1|m.42807",20.5,19.5,22,16,5.5,5,15.5
"CHOYP_CDC42.1.11|m.324",17,19,19.5,15,9,8.5,19
"CHOYP_BRAFLDRAFT_271463.1.1|m.62869",23,22,23.5,18.5,6,7,7.5
"CHOYP_LOC100370246.2.2|m.45834",19.5,18.5,17,15.5,12,15.5,17
"CHOYP_LOC101173335.4.4|m.49816",26,0,0,19.5,12.5,5,24.5
"CHOYP_PHUM_PHUM498110.1.1|m.60692",22.5,19,18,13,4,8,15.5
"CHOYP_FLNA.1.6|m.11089",27,0,0,35,4,0,5
"CHOYP_RL23A.3.6|m.31005",13,24,19,13,8,29.5,25
"CHOYP_RHO1.3.3|m.44337",17,17,16.5,15.5,8,12.5,18.5
"CHOYP_PCKG.1.2|m.43784",14,16,17,12.5,4,9,17
"CHOYP_QARS.2.2|m.18038",21,20,19.5,13.5,2,5,13.5
"CHOYP_PHUM_PHUM500930.1.1|m.21562",19,18.5,20.5,25.5,15.5,9.5,4.5
"CHOYP_PIPNA.1.1|m.37750",16,17.5,19,10,5.5,12,19
"CHOYP_LOC100708054.1.1|m.57813",17,18,20.5,12,4,7.5,20.5
"CHOYP_IF2A.1.1|m.13279",20.5,21,19.5,13,5.5,7,17
"CHOYP_LOC100907708.1.1|m.16095",15,17.5,15.5,17,15,16.5,21.5
"CHOYP_LOC100538313.1.1|m.64152",9.5,17,21.5,20,5.5,6.5,11
"CHOYP_CPNE8.2.2|m.58380",18,22,19,17,11,12.5,16
"CHOYP_LOC100120123.1.1|m.12979",26,20.5,24.5,16,2.5,4,11.5
"CHOYP_PRS7.1.1|m.31825",19,19,17.5,17,8.5,11,19
"CHOYP_BRAFLDRAFT_126603.1.1|m.31078",21,15,22.5,12.5,2.5,2.5,6
"CHOYP_NACA.2.9|m.11875",17.5,18,17,16,8,12.5,18.5
"CHOYP_ACSA.1.1|m.61294",13.5,13,15.5,17.5,4.5,7.5,17
"CHOYP_DSEC_GM19691.1.1|m.30070",18.5,16.5,12,15,11,14.5,19
"CHOYP_LOC100370747.1.1|m.28315",18,21,18.5,16,6,9,20.5
"CHOYP_RENT1.1.1|m.44133",24,18,19,15.5,3.5,8,15.5
"CHOYP_KINH.1.9|m.1032",14,21,17.5,11.5,7,7,19
"CHOYP_AP1G1.1.1|m.13111",14,17.5,15.5,14,3,10,19.5
"CHOYP_BRAFLDRAFT_279923.1.1|m.65663",20,19,19,15,6,9.5,20.5
"CHOYP_LOC587700.1.1|m.42534",19.5,19,24.5,14.5,5,8.5,15.5
"CHOYP_LOC100329078.1.3|m.26927",19,21.5,17.5,14,5.5,12,19.5
"CHOYP_SC24C.1.1|m.9387",18.5,19.5,17.5,12,3,7,17.5
"CHOYP_LOC732900.1.1|m.62814",22.5,22.5,24,22,1,2.5,4
"CHOYP_LOC100114247.1.1|m.30717",17,16,18,16,4.5,6.5,18
"CHOYP_LOC100862999.1.1|m.11759",20,18,20,15,10.5,11.5,18.5
"CHOYP_BRAFLDRAFT_60329.1.1|m.18239",17.5,21,20,13.5,3,10,20.5
"CHOYP_LOC661226.1.1|m.62936",12,10,14,11.5,6.5,9.5,22.5
"CHOYP_LOC100646574.1.1|m.55144",17,15,21,14.5,3.5,5,13
"CHOYP_LOC100879250.1.1|m.24381",17.5,19,16.5,15,9.5,14.5,15
"CHOYP_NFRKB.1.1|m.18028",19,19,20.5,17,5,5,13.5
"CHOYP_SNX2.1.1|m.25425",21,19.5,18.5,14,3,2.5,15
"CHOYP_BRAFLDRAFT_117858.2.3|m.48274",19.5,18.5,16.5,17.5,6.5,12.5,19.5
"CHOYP_DVIR_GJ23521.1.1|m.2757",30.5,24,20,14.5,10.5,7.5,10
"CHOYP_BRAFLDRAFT_117612.1.1|m.28286",15,15,19,19.5,3.5,6,17.5
"CHOYP_EIF4BB.1.1|m.51066",17,13.5,18,18.5,7,12,14.5
"CHOYP_LOC100642024.1.2|m.38402",20,16,17.5,11,2.5,9.5,18
"CHOYP_RS19.3.12|m.15295",16,15.5,17.5,12.5,9,11.5,17
"CHOYP_MYO6.1.1|m.4131",17,13,16,14,1.5,8.5,21
"CHOYP_MGC82409.1.1|m.44657",17.5,18.5,20,16,9.5,9.5,17
"CHOYP_LOC100366813.4.6|m.31116",15.5,17,20,11,3,7.5,16
"CHOYP_LOC754557.1.2|m.5492",12.5,14,18,15,7.5,10.5,18
"CHOYP_SELD.1.2|m.8600",15,16,15,17.5,7.5,10.5,19
"CHOYP_LOC587610.3.3|m.27175",5,14.5,17.5,14.5,5,11,22
"CHOYP_VPS35.1.1|m.55447",17.5,16,16.5,11,5.5,5.5,17.5
"CHOYP_STIP1.1.2|m.12856",9,11,22,14.5,8.5,10,25
"CHOYP_CBX1.1.4|m.5390",11.5,19,18.5,13.5,5.5,10,17.5
"CHOYP_MYG1.1.1|m.4971",16,14.5,18,15.5,11.5,15,17.5
"CHOYP_LOC373275.4.7|m.47547",20.5,16.5,16.5,12.5,2,6,21.5
"CHOYP_PDIA4.1.1|m.54958",18,14,16.5,7,1,4.5,18
"CHOYP_LOC100373842.2.4|m.5139",22,22.5,19.5,7.5,3,11.5,18.5
"CHOYP_LOC100373484.1.1|m.8540",18,19,19.5,14.5,6.5,9.5,15.5
"CHOYP_TMEM2.1.4|m.6314",31.5,23,25.5,15.5,0,0,12
"CHOYP_LOC589479.2.2|m.57247",25.5,21.5,21,12,1,3,5
"CHOYP_LOC100372693.1.1|m.16279",13.5,18,19,16,6,9.5,14.5
"CHOYP_LOC100376863.1.1|m.65235",12.5,19.5,16,16,2.5,8.5,22.5
"CHOYP_ABCE1.1.2|m.7437",21,21.5,20.5,15,3,7,17
"CHOYP_BRAFLDRAFT_113849.1.1|m.53400",15,15.5,18.5,9.5,12,14.5,17.5
"CHOYP_LOC575405.1.1|m.18640",14,16,20,15.5,2.5,11.5,19.5
"CHOYP_MYO7A.1.3|m.59205",19,16.5,31.5,13.5,2.5,4.5,4.5
"CHOYP_ATC1.1.1|m.5160",10,14.5,32.5,15.5,10,14,10.5
"CHOYP_GPMA.1.1|m.35689",16,14.5,16,13.5,8.5,13.5,20.5
"CHOYP_ISCW_ISCW021591.1.1|m.13970",15,17.5,20.5,16.5,1.5,10,13.5
"CHOYP_NEMVEDRAFT_V1G168163.1.1|m.63148",17.5,16,17.5,12,6,8.5,15
"CHOYP_AGAP_AGAP005942.1.3|m.3157",13,21.5,23,15,5.5,6,13
"CHOYP_NEMVEDRAFT_V1G173950.1.1|m.13512",19,18.5,17,13.5,6,4,16
"CHOYP_LOC101439509.1.1|m.65851",24,30,30.5,14.5,3,0,2.5
"CHOYP_DUOX1.4.4|m.44613",17,17,15,16,10,16,17
"CHOYP_LOC659226.1.3|m.16864",19,18,16,12,12,13.5,15.5
"CHOYP_LS14A.2.3|m.10984",22.5,18,17.5,15,5.5,4.5,15.5
"CHOYP_ISCW_ISCW012010.1.1|m.27251",20.5,18,18,14,4.5,4.5,16.5
"CHOYP_LOC659206.1.6|m.3536",16,18,17,15,6,6,15
"CHOYP_LOC661043.1.1|m.11553",17,22,21,25,5,6.5,2.5
"CHOYP_BRAFLDRAFT_74063.1.5|m.2740",12.5,12.5,17,15.5,9,8,14.5
"CHOYP_NEMVEDRAFT_V1G188942.1.1|m.6629",15,15.5,18,15.5,4.5,9,16
"CHOYP_EIF3I.1.1|m.56504",13.5,14,15,16,1,5,18
"CHOYP_LOC575893.1.1|m.62614",18.5,16.5,17.5,15.5,5.5,6,13
"CHOYP_BRAFLDRAFT_287353.1.1|m.46293",15,14,18.5,12.5,1,6,14
"CHOYP_LOC100372582.1.2|m.8558",18.5,15,14.5,17,3,8.5,12
"CHOYP_AAEL_AAEL011527.1.1|m.20909",16,17.5,18.5,19.5,6.5,7.5,12.5
"CHOYP_AGRIN.2.5|m.5339",18,20.5,17,11,3,2,10
"CHOYP_LOC100150876.1.1|m.61100",14,20,21,9.5,4.5,10.5,19
"CHOYP_LOC100368865.1.1|m.48101",23.5,17.5,23,13.5,2.5,2.5,8
"CHOYP_GIPC1.1.1|m.60630",15.5,13.5,17,14.5,7,4.5,15.5
"CHOYP_contig_043238|m.49940",14.5,16.5,15.5,18.5,10.5,17.5,19
"K1C10_HUMAN",14,14.5,16,17.5,12,27.5,20.5
"CHOYP_MCM2.1.1|m.14569",18,20.5,22.5,15,4,4,13.5
"CHOYP_SF3B1.1.3|m.24001",21,18.5,15.5,14,2.5,6,14.5
"CHOYP_CAH2.1.1|m.42306",9.5,11.5,14,13.5,10,10.5,19
"CHOYP_PRS6B.1.1|m.66735",16.5,16.5,18,12,5.5,6.5,13.5
"CHOYP_PSD7.1.1|m.19729",15.5,14,16,16,4.5,7,18
"CHOYP_DCTN1.2.2|m.40900",20,15.5,15.5,11,2.5,6,14
"CHOYP_LOC100370896.4.4|m.56380",16.5,8.5,9,13.5,4,3.5,9.5
"CHOYP_LOC100636340.1.4|m.5143",16.5,14.5,23,23,12.5,12.5,16
"CHOYP_ISCW_ISCW005292.1.1|m.11066",18.5,13.5,13,12,5.5,8,15.5
"CHOYP_LOC100881900.1.3|m.1852",14.5,14,17,13.5,12,12,12
"CHOYP_ATP5C1.1.1|m.16222",18.5,16.5,17,13.5,3.5,3.5,7.5
"CHOYP_LOC100199980.1.2|m.51259",17.5,18.5,15,13.5,5,5,14.5
"CHOYP_BRAFLDRAFT_129885.2.2|m.34895",15,18.5,20,6.5,2.5,6,21.5
"CHOYP_LOC100559941.1.2|m.12240",19,16,16,12,5,7,14
"CHOYP_ACT.5.27|m.15585",0,139.5,0,0,0,0,0
"CHOYP_GCSP.1.1|m.46644",17,14,15,7.5,1,3,11.5
"CHOYP_FND2.3.4|m.40482",13,19,22.5,11,4,3.5,12
"CHOYP_LOC100123521.2.2|m.52492",21,13,13.5,6.5,2.5,2.5,11.5
"CHOYP_BRAFLDRAFT_270300.1.1|m.59680",14.5,12,16,15,7,9.5,13
"CHOYP_LIGO2.1.2|m.3525",10.5,17,17,12.5,4.5,6.5,19.5
"CHOYP_ARPC2.1.1|m.50573",15.5,12,12,9.5,5,11,17
"CHOYP_NUCL.1.2|m.19135",14.5,14.5,16.5,19,8.5,14.5,15.5
"CHOYP_PSA2.1.1|m.57091",15,16.5,19,11,6,4.5,17.5
"CHOYP_UGPA.1.1|m.49579",10,12,18,12.5,4,9,16.5
"CHOYP_DYNLL2.2.2|m.37356",15.5,14,16.5,15.5,7.5,9,9.5
"CHOYP_G6PD.2.2|m.46923",8,13.5,15.5,12.5,2.5,6,11
"CHOYP_IF4A3.1.1|m.30424",19.5,19,19,12,2,5.5,15
"CHOYP_PSA4.1.1|m.19303",17.5,14.5,12,11,4,4.5,16
"CHOYP_LOC100372342.1.1|m.63404",17,18,18,11.5,8,10.5,11.5
"CHOYP_BRAFLDRAFT_79044.2.2|m.62650",17.5,15.5,15.5,9,6,6,12.5
"CHOYP_LOC100372339.1.2|m.5168",16.5,14,13.5,11,3,5,13
"CHOYP_BRAFLDRAFT_117068.1.1|m.36193",16,19,20,19.5,7,5.5,16
"CHOYP_ALAT2.1.1|m.15163",22,14.5,14.5,11,1,4,13.5
"CHOYP_LOC100633077.4.4|m.62658",17,13,15,14,10.5,8,13
"CHOYP_VOLCADRAFT_121426.1.1|m.43175",18,15,19.5,8.5,1.5,2.5,10
"CHOYP_MARE3.1.1|m.30069",18,14.5,11.5,12,6,10,13
"CHOYP_PSA6.1.1|m.30357",14.5,11.5,18.5,10.5,6.5,8.5,13.5
"CHOYP_LOC663855.2.5|m.747",19.5,11.5,20,14.5,3.5,0,1
"CHOYP_BRAFLDRAFT_126411.1.1|m.49664",15,12,17.5,8.5,1,3.5,11
"CHOYP_PRKCSH.1.1|m.28109",9.5,21,23.5,1.5,4.5,12.5,5
"CHOYP_BRAFLDRAFT_129885.1.2|m.24564",15,18.5,9.5,13,1,0,21.5
"CHOYP_ACADL.1.1|m.5508",17,16.5,16,12.5,4.5,8.5,14.5
"CHOYP_FLNC.3.5|m.38669",26.5,10.5,0,0,0,0,29
"CHOYP_AL4A1.1.1|m.28988",17,13,11.5,11.5,7,8.5,13.5
"CHOYP_LOC101169658.1.3|m.18820",0.5,4.5,18,14.5,5.5,13.5,28
"CHOYP_LOC659512.3.4|m.26463",10,14,16,12,4.5,15,17.5
"CHOYP_BRAFLDRAFT_86801.1.1|m.27107",10.5,19.5,21,15,6.5,5.5,10.5
"CHOYP_LOC100376688.1.8|m.12067",13,14.5,18,16,8.5,9,14.5
"CHOYP_GST7.1.1|m.59335",16,19,17.5,11.5,4.5,3.5,9
"CHOYP_ODC1.1.1|m.12032",12.5,11,11,11,16,9.5,10.5
"CHOYP_LOC100867628.1.1|m.1331",18.5,15,18,6,2,1.5,15
"CHOYP_PHUM_PHUM009400.1.1|m.35298",26,19,17.5,11,5,5.5,7
"CHOYP_SUCB2.1.1|m.7164",15.5,16.5,16.5,13,5,7.5,14.5
"CHOYP_NEMVEDRAFT_V1G180651.1.2|m.2808",18,18.5,16,17,4.5,5,20
"CHOYP_PHUM_PHUM596890.1.1|m.10989",18,19.5,31.5,14.5,4.5,1,2.5
"CHOYP_LOC100373141.1.1|m.11194",13.5,17.5,12.5,13,4,8.5,13
"CHOYP_TPR.2.2|m.46877",17,20,17,11,1,4,14.5
"CHOYP_ZFR.1.1|m.57469",18,18,17.5,6,0,3,11
"CHOYP_LOC100374422.1.2|m.26376",16,15,18,11.5,3,6.5,5
"CHOYP_LOC100891656.1.1|m.62466",19,17.5,14,13,4,3.5,12
"CHOYP_SRP72.1.1|m.60789",17.5,14,16,10.5,3.5,6.5,12.5
"CHOYP_PDLI1.2.2|m.2094",15,13.5,16.5,10.5,3.5,5,14.5
"CHOYP_DDB1.1.1|m.59135",19.5,16,14.5,14.5,4.5,8,15
"CHOYP_TTC38.1.1|m.27111",16,14,12.5,15.5,5.5,6,13.5
"CHOYP_BRAFLDRAFT_117106.1.1|m.49365",15.5,15.5,17,11,5,5.5,17.5
"CHOYP_GNBPB3.1.1|m.55379",11,12.5,14.5,13,6,6,16.5
"CHOYP_LOC100533283.1.1|m.54357",13,13.5,12.5,17,5.5,6,12.5
"CHOYP_ISCW_ISCW010532.1.4|m.11493",14.5,18,18,11.5,5.5,4,10.5
"CHOYP_BRAFLDRAFT_124275.1.1|m.8900",14,13.5,15.5,12,11,8.5,13.5
"CHOYP_QCR2.1.1|m.35612",18,12,26.5,20,4,3.5,7.5
"CHOYP_HS90A.3.3|m.28300",13,13,27,15,8.5,10,8.5
"CHOYP_LOC100371909.1.1|m.30745",18,12.5,16.5,7,0.5,1.5,0.5
"CHOYP_CBS.2.2|m.65898",13,13.5,11,10,10,12.5,13.5
"CHOYP_LOC100648051.2.2|m.61174",16,17,18.5,5.5,4,10,17
"CHOYP_EIF3K.1.1|m.59650",16.5,16.5,17,12,3.5,4.5,14.5
"CHOYP_ISCW_ISCW014398.1.3|m.15838",15.5,11,13.5,13,7.5,6.5,11.5
"CHOYP_PSA1.1.1|m.44276",15.5,13,15,8.5,4,5.5,13
"CHOYP_RUVB2.1.1|m.19005",15.5,18,12.5,12,6,7,13.5
"CHOYP_SCP.8.12|m.57173",7.5,12,13,16.5,16.5,20,14.5
"CHOYP_BRAFLDRAFT_121562.1.1|m.37267",14,12.5,10,13,5.5,8.5,14.5
"CHOYP_BRAFLDRAFT_118310.1.1|m.8287",14.5,14.5,15,12.5,2.5,6,14
"CHOYP_BZW1.1.1|m.44089",16.5,14.5,14.5,13.5,5.5,5,14
"CHOYP_LOC100368259.1.1|m.39485",12.5,16,17.5,16,1.5,6,10.5
"CHOYP_CRIM1.1.3|m.5078",6.5,15.5,17.5,11,1.5,3,21.5
"CHOYP_RL14.2.9|m.10151",12.5,13,15,11.5,7.5,9.5,16
"CHOYP_LOC100370637.1.2|m.12891",15,15.5,16.5,14.5,5.5,7.5,13
"CHOYP_TRAP1.1.1|m.60651",8.5,15.5,16,12.5,4,6,13
"CHOYP_TNNI.3.3|m.56962",20,11,9.5,14,4.5,7,12.5
"CHOYP_BRAFLDRAFT_272416.1.1|m.56641",14.5,13,10.5,15,5.5,11,14.5
"CHOYP_MUTA.1.1|m.31799",16.5,13.5,14,12,4,6,13.5
"CHOYP_BRAFLDRAFT_125780.1.1|m.60450",13.5,12.5,12.5,12.5,0.5,3,16
"CHOYP_LOC100369657.2.2|m.45309",3.5,16.5,27,17,4.5,12,26.5
