protein_ID,Day_3_23_C,Day_5_23_C,Day_7_23_C,Day_9_23_C,Day_11_23_C,Day_13_23_C,Day_3_29_C,Day_5_29_C,Day_7_29_C,Day_9_29_C,Day_11_29_C,Day_13_29_C,clusterID,ClusterColor
CHOYP_KARG.2.11.m.2196,410.63725,341.04545,354.04625,363.883,363.81615,476.5744,343.2885,372.35145,414.0703,382.3525,437.23165,451.4212,2,darkred
CHOYP_BRAFLDRAFT_125327.1.1.m.29699,68.11945,64.4684,59.1511,61.65845,71.4007,63.0398,57.9644,66.00055,66.5474,71.41525,74.4235,78.9378,2,darkred
CHOYP_LOC587133.1.1.m.61281,365.99355,410.38745,303.24275,334.5834,379.27185,287.51045,231.0322,384.48075,344.3579,386.66005,395.00455,523.60335,2,darkred
CHOYP_BRAFLDRAFT_69134.2.13.m.10914,9.6619,9.6992,0.1,23.8105,14.3706,22.01445,13.49805,14.82805,36.22165,21.00795,40.3855,46.31595,2,darkred
CHOYP_MYSP.1.9.m.1097,79.74485,47.1293,188.0331,99.6236,250.0452,132.43355,92.97375,240.02425,46.3273,361.8968,360.46315,554.6728,2,darkred
CHOYP_TITIN.6.19.m.31591,0.1,0.1,0.1,3.01895,2.68335,0.1,0.1,3.9762,3.59485,0.1,4.95225,12.60185,2,darkred
CHOYP_BRAFLDRAFT_118602.2.5.m.17419,7.8566,11.69885,14.3134,9.0828,11.6577,9.5831,11.2837,11.4438,12.48095,13.98685,21.50635,23.6052,2,darkred
CHOYP_SMP_051990.7.7.m.57569,96.37085,97.2248,107.2355,116.16995,100.52705,112.3636,114.76605,95.88055,118.17745,122.0124,155.63955,181.3491,2,darkred
CHOYP_LOC100375784.4.6.m.27594,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.46445,0.8813,2,darkred
CHOYP_LOC100888608.1.3.m.5445,8.38255,10.5683,11.04045,15.74375,16.61455,8.6555,11.03095,19.15985,26.26525,41.3201,52.67105,54.09325,2,darkred
CHOYP_LYS3.1.1.m.31221,59.8864,62.86655,52.33295,72.2189,91.2277,71.75085,57.7524,65.31665,78.6112,100.00325,124.85425,102.5901,2,darkred
CHOYP_ISCW_ISCW000210.4.4.m.38490,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,13.278,31.15555,15.51365,2,darkred
CHOYP_CALUB.2.2.m.58007,90.03925,60.94795,65.8175,75.078,94.32625,85.7369,77.78475,87.6708,72.08955,89.86575,138.40425,118.6688,2,darkred
CHOYP_TAGL3.1.1.m.31031,284.47355,273.5725,236.9143,269.42295,339.82105,264.21265,317.2425,280.77695,257.51455,361.24375,467.86335,423.168,2,darkred
CHOYP_IMSP5.2.2.m.17779,0.1,4.1626,0.1,0.1,0.1,28.49935,0.1,4.83285,15.64755,4.60155,47.1473,55.72395,2,darkred
CHOYP_SMP_194720.1.1.m.53496,52.56535,57.49555,59.32765,61.2116,68.5741,78.74505,57.9162,66.4137,66.19595,58.96725,84.98635,85.28395,2,darkred
CHOYP_MYS.4.7.m.18188,162.82165,168.01925,164.15425,158.0989,178.9106,180.6226,180.7544,183.19635,175.8307,191.9963,211.79105,211.19245,2,darkred
CHOYP_ARPC2.1.1.m.50573,45.1604,53.70485,47.8054,48.2853,49.23485,71.47735,56.50075,57.29055,48.44345,62.4157,86.06725,76.1281,2,darkred
CHOYP_LOC100119310.1.1.m.22032,55.0928,31.673,54.6285,62.3906,66.20035,66.40635,54.52605,70.5721,69.3415,79.3424,74.72465,42.5367,2,darkred
CHOYP_CNDP2.3.4.m.30467,78.99055,46.10655,82.6556,95.2049,119.87505,113.50955,88.19935,113.05735,109.3609,113.9374,122.459,112.05455,2,darkred
CHOYP_LOC100862999.1.1.m.11759,108.06035,75.81055,103.76295,101.24885,122.54865,135.3682,121.0161,115.70095,152.54295,125.77095,134.83555,115.54135,2,darkred
CHOYP_LOC101040300.1.2.m.6533,55.0928,62.42775,54.6285,62.3906,66.20035,66.40635,54.52605,70.5721,69.3415,79.3424,74.72465,67.7631,2,darkred
CHOYP_LOC100211409.1.1.m.4742,46.3082,46.7362,25.647,16.7977,40.07425,91.15755,25.63555,80.61835,72.1983,87.1277,83.46505,70.49535,2,darkred
CHOYP_ENO.1.2.m.7681,168.42915,156.00445,141.5826,161.44515,205.88405,186.4109,148.02745,182.30925,208.96075,184.8943,208.1377,194.5305,2,darkred
CHOYP_HSP7D.2.3.m.34782,126.9403,171.74285,117.95255,168.5778,207.90135,160.4684,146.89205,182.0329,199.51815,201.44025,175.804,206.88285,2,darkred
CHOYP_LOC663855.2.5.m.747,35.3492,46.10155,78.4268,77.009,65.16415,74.06385,76.30755,82.448,67.65255,95.5867,99.6111,59.91355,2,darkred
CHOYP_FYN.1.1.m.44312,53.00875,60.66135,67.376,68.0045,71.90015,87.65825,74.6415,64.49085,66.7078,73.72525,89.02415,62.1597,2,darkred
CHOYP_ADD.3.5.m.17639,0.1,0.1,28.22865,51.82455,54.7064,61.4296,55.1362,28.76405,28.7659,62.20875,66.3303,54.03245,2,darkred
CHOYP_DWIL_GK25045.1.2.m.9225,65.0712,76.20545,71.8392,79.2743,79.58035,102.4543,92.54605,83.24985,83.5669,115.0878,115.3903,96.1732,2,darkred
CHOYP_2AAA.1.1.m.13306,56.65525,59.7722,62.86495,66.0077,68.3992,70.76645,71.56105,68.2876,72.6359,74.9676,75.74755,72.25215,2,darkred
CHOYP_MATN1.2.5.m.45361,36.71035,47.98665,44.59925,50.92845,60.17255,56.9101,52.43055,50.38845,47.5354,61.0796,55.5798,48.61555,2,darkred
CHOYP_EF1A.2.4.m.50858,592.91925,671.2199,625.9092,638.5678,813.5562,814.2211,739.42795,731.18665,710.73345,784.8577,746.1566,708.48805,2,darkred
CHOYP_HSP90AA1.1.1.m.14867,134.85675,164.71895,153.46425,165.6975,180.12435,183.86705,167.22465,191.9391,144.59135,193.4094,192.604,180.31975,2,darkred
CHOYP_PSA.1.1.m.27259,59.7481,65.411,67.42915,65.0744,70.19065,68.08925,65.51415,73.9508,66.538,69.3468,74.9415,65.43095,2,darkred
CHOYP_LOC101157371.3.3.m.51109,44.47595,35.07235,60.81375,61.46505,68.1714,43.78625,36.90825,53.7953,88.00605,101.0235,83.4096,72.42165,2,darkred
CHOYP_RN45S.2.5.m.14111,0.1,29.1316,57.6706,30.9671,126.61055,71.40255,57.4408,38.9859,52.17445,162.05325,103.1392,56.2915,2,darkred
CHOYP_SMP_006860.2.1.4.m.8660,48.51105,48.9129,58.2988,58.72535,84.1545,71.316,61.47745,66.39625,69.19015,88.74995,85.20555,73.5905,2,darkred
CHOYP_FABP7.2.2.m.29096,7.57035,19.0129,32.06865,52.29585,90.14285,46.92605,12.0017,34.53235,57.123,70.605,103.99755,74.49135,2,darkred
CHOYP_BRAFLDRAFT_74063.1.5.m.2740,39.01795,47.1555,57.8745,53.27895,77.62115,68.8137,37.9038,49.68305,62.8534,78.8028,87.45325,64.58225,2,darkred
CHOYP_GELS2.2.2.m.30443,189.6847,171.94155,175.9173,166.17095,261.33375,265.40225,186.25985,186.3178,222.0647,243.6469,302.5395,223.7161,2,darkred
CHOYP_TEMPT.1.3.m.4934,15.5828,27.41575,53.398,20.99135,74.89815,80.50545,28.80595,49.0512,68.742,85.5237,115.6941,76.66635,2,darkred
CHOYP_LOC587610.3.3.m.27175,5.28985,31.1689,28.03555,29.0084,41.0237,41.66605,19.95325,27.58675,32.3691,37.34605,42.3804,42.22335,2,darkred
CHOYP_LOC100533447.2.3.m.44496,131.05245,166.6064,205.0143,203.90855,252.37035,240.01075,156.58515,195.4916,238.7891,232.81455,249.4629,237.57375,2,darkred
CHOYP_BRAFLDRAFT_103544.1.1.m.38439,0.1,5.14945,12.81525,11.605,12.30275,12.7145,5.41425,8.6417,12.1304,13.7248,12.6607,13.7985,2,darkred
CHOYP_MATN1.3.5.m.46206,20.42975,34.04675,39.65405,45.8083,45.2609,46.91805,30.8187,43.0795,47.29985,48.7059,49.0954,45.4493,2,darkred
CHOYP_contig_026567.m.30260,50.82965,68.1513,99.0282,122.09425,95.75455,110.86825,58.1561,62.7291,90.60615,116.17405,169.905,135.88,2,darkred
CHOYP_HMCN1.28.44.m.47379,0.1,0.1,1.81075,2.24375,2.8386,3.44835,0.18945,0.749,1.99105,5.49265,6.0352,8.72325,2,darkred
CHOYP_LOC101169658.2.3.m.20752,8.2151,58.0008,188.02175,212.2051,371.88895,343.9124,36.4086,142.48055,316.166,380.10125,445.35895,533.59615,2,darkred
CHOYP_contig_016567.m.19514,0.1,42.10795,127.9715,63.0281,104.33765,149.413,4.4401,38.0395,94.2578,155.43785,119.46445,181.18825,2,darkred
CHOYP_NEMVEDRAFT_V1G242065.1.1.m.21817,330.5441,388.00225,502.85645,414.7447,458.4088,452.8544,380.6822,413.1722,411.75135,552.68855,515.97005,565.067,2,darkred
CHOYP_LOC100903522.1.3.m.2296,159.1001,242.87365,228.2578,185.9719,243.9528,268.7364,265.46915,175.40645,232.59085,253.4103,217.14365,281.378,13,blue
CHOYP_ACT3.3.3.m.66907,174.55785,303.09585,180.14175,225.2547,275.60495,375.32195,251.1409,238.72395,210.52075,334.80975,214.8842,327.81,13,blue
CHOYP_LOC658895.1.1.m.20262,60.3686,71.6763,58.16865,61.02605,68.439,72.8067,74.00385,73.73985,74.61835,75.7317,59.2471,71.4322,13,blue
CHOYP_LOC100376187.1.2.m.22540,106.27985,105.7047,109.83915,130.10575,148.61675,157.9409,126.1011,136.08465,145.73335,140.23495,124.3508,166.95295,13,blue
CHOYP_14332.1.2.m.5643,87.46525,51.67795,48.27415,109.9708,111.02715,162.26925,132.3968,149.3615,136.29685,154.2391,58.72215,175.0944,13,blue
CHOYP_RBBP4.1.1.m.62913,53.9678,68.74675,66.2882,48.71055,66.7187,61.144,67.0933,64.3764,58.86465,82.92795,55.0064,60.73925,10,gray50
CHOYP_DVIR_GJ21252.1.1.m.10086,107.76365,95.9049,90.3221,101.67625,102.25095,103.584,116.45805,111.47895,97.81235,137.47265,108.86235,114.128,10,gray50
CHOYP_LOC100727208.1.1.m.9366,55.6508,42.11675,60.45025,65.3911,30.5786,74.7245,67.8275,73.20885,68.25225,97.0933,79.9398,51.65405,10,gray50
CHOYP_TRIADDRAFT_57086.1.1.m.25271,358.1622,350.48735,254.32635,353.78955,218.18475,321.19135,303.20255,370.01345,259.1985,229.80995,270.9148,478.2411,3,green4
CHOYP_LOC100377173.1.2.m.37699,24.24825,2.3005,11.94965,6.9902,2.58005,9.12045,86.1549,50.8524,13.8654,14.5213,2.54895,112.04295,3,green4
CHOYP_LOC752782.1.1.m.53937,255.1912,439.6172,0.1,0.1,0.1,0.1,568.72235,328.73155,0.1,197.9363,0.1,266.4716,3,green4
CHOYP_DSIM_GD24875.1.1.m.66201,56.49475,60.04015,23.2102,13.3981,0.1,0.1,122.6062,92.9867,27.6018,10.3443,10.8075,6.6216,3,green4
CHOYP_contig_052416.m.62821,11.2181,45.0557,30.9179,2.48275,2.6226,0.1,78.1316,56.3303,28.2524,4.92175,12.8015,18.5196,3,green4
CHOYP_ARP3.1.1.m.6867,62.9504,83.6122,71.883,68.51395,62.76425,88.479,93.03775,88.95875,96.65045,74.5928,90.75265,92.52925,3,green4
CHOYP_LRP5.1.3.m.18025,54.85595,62.9643,51.2124,44.12805,46.7058,59.3314,74.73465,68.59725,77.2316,60.85035,64.07985,89.73365,3,green4
CHOYP_LOC100897892.1.1.m.1462,23.57455,41.5802,18.73625,15.78265,26.79,8.1265,62.27,53.8018,40.84255,38.8143,33.7933,39.6474,3,green4
CHOYP_AGRIN.2.5.m.5339,67.3832,73.38875,69.3723,50.72465,47.5027,60.23575,80.76995,80.984,82.55785,71.9621,58.3418,79.2372,3,green4
CHOYP_LOC100705966.1.1.m.45957,11.06725,13.32505,11.6818,2.45245,2.5225,3.10505,46.78045,50.5089,41.7962,14.59365,12.64215,43.58205,3,green4
CHOYP_NEMVEDRAFT_V1G120119.1.2.m.6082,121.57785,189.22455,200.1645,158.8146,146.9789,173.1578,156.9361,146.4434,137.77545,171.95635,188.64875,254.53105,6,chartreuse
CHOYP_RL9.5.6.m.63453,106.2045,135.5611,169.799,115.81615,110.71455,96.3974,93.0276,91.2254,62.10145,167.6689,115.9448,193.101,6,chartreuse
CHOYP_TBB4B.1.7.m.12262,333.21015,548.0101,588.66265,448.0418,315.0938,435.76855,575.2672,265.15795,367.6797,401.77685,635.2697,567.3892,6,chartreuse
CHOYP_C1QL4L.3.7.m.5968,19.1753,57.7732,37.03655,10.45105,25.36955,0.1,57.35705,25.21145,16.0606,42.13795,58.49155,46.31595,6,chartreuse
CHOYP_LOC754102.1.1.m.57578,194.2018,196.68555,413.94255,166.4163,215.3891,99.74995,559.59835,369.94445,268.22635,280.1185,505.8474,332.79735,6,chartreuse
CHOYP_TBA2.1.1.m.955,257.928,219.92985,199.71705,228.9927,191.1755,77.0967,262.74455,194.8525,230.8458,157.151,163.4568,244.56415,4,gold4
CHOYP_SMP_045300.1.1.m.927,76.2445,62.3339,80.55255,61.1801,70.0425,45.95815,70.4429,65.21065,66.0635,78.42785,59.9089,78.9262,4,gold4
CHOYP_contig_016017.m.18760,54.13485,27.16605,55.33115,29.16105,26.3829,0.1,44.94345,24.1058,48.67725,61.5348,39.94085,60.09675,4,gold4
CHOYP_LOC100372942.1.1.m.31119,103.5157,98.156,84.11935,80.66695,87.99805,71.3432,111.453,127.05225,107.8417,78.66415,106.87275,80.37595,4,gold4
CHOYP_RS3A.4.15.m.15367,137.98365,88.8072,97.0305,87.3261,172.1084,25.15805,162.87345,182.7894,173.63305,88.90715,171.7772,0.1,4,gold4
CHOYP_LOC100185549.1.6.m.31232,88.92865,67.88795,51.8499,45.81525,62.4904,50.7204,71.27105,55.8702,50.24485,63.97995,73.78105,63.50385,4,gold4
CHOYP_LOC100377856.2.2.m.43339,17.20385,14.74125,12.7822,12.17305,13.42155,6.0871,15.21765,13.7698,9.9532,14.2877,17.54435,16.61135,4,gold4
CHOYP_BRAFLDRAFT_119799.1.1.m.23765,198.01155,156.3725,136.802,143.9368,188.36705,114.6707,175.67665,176.69975,155.34935,188.94845,170.74095,160.20155,4,gold4
CHOYP_MLE.1.9.m.15462,405.21395,268.20645,217.60245,297.9735,423.1871,279.31435,292.4514,310.5932,280.68625,396.64855,451.3902,311.47925,4,gold4
CHOYP_BRAFLDRAFT_115113.1.2.m.31023,70.9033,67.46935,55.3352,63.71115,59.14005,51.4184,59.10165,63.78415,70.4859,69.61755,68.2277,61.90165,4,gold4
CHOYP_LOC101156984.2.2.m.22956,475.48035,390.79095,452.0377,434.48045,450.16025,369.9468,426.9364,464.97635,492.59345,465.04785,499.26,438.7492,4,gold4
CHOYP_BRAFLDRAFT_99083.1.1.m.11705,78.71115,59.51435,60.31525,60.6757,69.38715,57.2717,60.03645,77.1551,68.8399,67.22245,82.5447,74.59605,4,gold4
CHOYP_TPM.7.19.m.15554,2.2794,105.24525,110.6422,111.4712,71.48195,0.1,110.35385,2.62075,52.96835,0.1,0.1,101.3903,17,cyan
CHOYP_BRAFLDRAFT_125880.1.3.m.7081,134.3781,150.779,146.5397,130.8136,108.5873,95.23765,125.69385,118.524,115.93735,109.5748,101.06035,71.45685,17,cyan
CHOYP_FASN.3.4.m.60278,12.809,10.7714,10.4208,12.31645,3.8151,4.33945,8.86395,3.36515,3.6996,4.376,1.67435,1.74835,17,cyan
CHOYP_MDN1.6.8.m.52635,0.1,3.7949,3.96395,0.1,0.1,0.1,5.3691,0.1,0.1,0.1,0.1,0.1,17,cyan
CHOYP_PRP6.2.2.m.34365,126.77505,137.33525,143.5327,0.1,0.1,0.1,103.5642,0.1,58.6853,0.1,0.1,0.1,17,cyan
CHOYP_RL10A.1.2.m.7633,108.2056,61.8349,36.3662,65.2041,27.9131,115.24625,109.0877,50.25475,34.09725,78.3594,28.1339,50.97635,1,black
CHOYP_TPM.18.19.m.66023,91.4025,5.8748,6.20985,0.1,0.1,70.76315,60.1499,0.1,42.9447,0.1,12.98565,0.1,1,black
CHOYP_DDB_G0275195.1.1.m.47584,8.1534,4.0767,0.1,0.1,0.1,9.8262,8.5914,5.77785,0.1,0.1,0.1,0.1,1,black
CHOYP_BRAFLDRAFT_91636.1.11.m.28449,21.1264,11.69555,11.2348,7.87395,10.74945,29.1266,16.74845,9.6417,6.67055,5.8018,9.64855,4.40025,1,black
CHOYP_LOC100485383.1.1.m.52650,16.4219,5.15545,0.1,2.20325,0.1,25.45775,5.4532,0.1,0.1,0.1,0.1,0.1,1,black
CHOYP_MDN1.3.8.m.3846,26.174,10.1623,4.55465,6.0162,0.1,46.8059,18.67875,16.0333,12.48145,0.82485,0.1,6.57035,1,black
CHOYP_LOC100372473.3.5.m.39839,18.6112,11.0095,1.23265,1.2389,0.1,22.64735,6.94305,8.7312,2.79515,0.1,0.1,0.1,1,black
CHOYP_TVAG_355490.15.22.m.47579,17.859,14.4092,4.88905,3.4187,0.1,24.0721,8.211,6.332,6.8444,0.8998,0.1,6.42,1,black
CHOYP_XRN2.1.1.m.13943,9.2154,11.45375,8.01165,9.2883,7.34265,13.4363,3.42945,4.31685,3.4199,1.23625,1.89185,1.7141,1,black
CHOYP_NEMVEDRAFT_V1G191841.1.1.m.1745,70.99295,58.18965,69.55425,58.8582,68.32065,76.07665,61.0578,54.04965,62.98665,40.4069,57.1693,43.60555,1,black
CHOYP_LOC100636340.1.4.m.5143,7.2605,7.30975,7.22825,7.2919,7.2748,10.86165,7.4455,6.6103,8.8842,3.18905,3.0778,3.4308,1,black
CHOYP_PHUM_PHUM066670.2.3.m.42178,5.39165,2.472,4.79955,4.5653,2.77795,6.5855,3.6225,2.6534,5.09545,2.8246,0.7049,1.90155,1,black
CHOYP_MYSP.4.9.m.2302,853.89705,992.7304,784.781,851.46595,477.3096,1014.5178,1147.50595,569.57415,1208.58315,434.48165,556.2715,627.3832,1,black
CHOYP_EF2.5.5.m.39855,53.19405,78.49435,72.4112,47.6688,10.05155,68.91795,61.4865,69.5681,55.00235,10.4371,12.332,34.9449,1,black
CHOYP_QCR2.1.1.m.35613,152.2317,122.26445,113.81925,127.8155,96.8592,124.92895,130.0278,128.5886,131.409,90.1531,80.319,77.99255,1,black
CHOYP_MBCDH18.1.1.m.34344,27.647,22.77455,24.0095,18.77905,9.34465,19.08835,22.3001,21.7131,20.10045,7.1743,6.82155,10.6963,1,black
CHOYP_PHUM_PHUM226120.3.7.m.20773,1.27585,2.0138,0.1,0.75315,0.1,0.1,0.1,0.1,0.1,0.1,0.80955,0.5075,1,black
CHOYP_ADD.2.5.m.15081,54.35015,52.62515,26.1089,21.976,27.22665,0.1,0.1,29.82895,37.06315,0.1,0.1,28.48965,1,black
CHOYP_IDLC.1.1.m.63624,84.6018,95.66545,56.1739,62.30025,54.0719,65.52675,66.98745,72.47815,59.8258,34.76475,48.47095,71.05135,1,black
CHOYP_LOAG_01021.1.4.m.1826,3.46145,4.56175,1.84155,2.07345,1.22095,0.8947,4.11175,1.9669,1.63105,1.1888,2.7198,1.33875,1,black
CHOYP_contig_010181.m.11866,29.2314,16.4324,0.1,0.1,3.68335,0.1,13.74495,0.1,0.1,0.1,0.1,3.456,1,black
CHOYP_BRAFLDRAFT_127065.6.7.m.30727,542.66385,314.21385,114.6228,78.76765,71.96685,66.4537,503.55835,129.41815,60.6951,37.78655,49.17855,28.594,1,black
CHOYP_GST7.1.1.m.59335,191.6692,151.0817,85.10795,85.4568,58.64795,60.6882,101.21115,106.5251,78.26165,62.53545,53.4011,53.63915,1,black
CHOYP_TBA1A.2.4.m.19573,108.6418,115.5204,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1,black
CHOYP_BRAFLDRAFT_86846.1.3.m.13594,1.24715,0.1,0.1,0.1,0.1933,0.1,0.1,0.1,0.1,0.1,0.1,0.96505,1,black
CHOYP_TEKT5.1.1.m.60031,63.79385,20.33005,12.6105,14.5056,24.66905,27.74245,15.98475,0.1,31.6757,7.37635,7.8018,15.502,1,black
CHOYP_LOC100367739.1.1.m.22741,39.65865,20.8735,19.95905,20.21515,22.44865,16.1486,15.23635,18.39285,21.565,22.7574,24.73075,14.9526,1,black
CHOYP_VOLCADRAFT_93060.2.2.m.26741,508.734,251.0703,211.39365,230.9109,251.0353,185.57225,284.42,182.0209,166.2589,183.36395,193.93855,157.5121,1,black
CHOYP_TITIN.8.19.m.35861,2.3391,0.1,0.1,0.1,0.3285,0.1,1.4235,0.1,0.1,0.1,0.1,0.1,1,black
CHOYP_BRAFLDRAFT_281651.5.8.m.25278,63.14915,17.8956,0.1,0.1,0.1,0.1,28.18255,0.1,0.1,0.1,0.1,0.1,1,black
CHOYP_DFA_06569.1.1.m.9782,20.21715,1.7758,0.1,0.2183,0.1,0.1,6.2696,0.1,0.1,0.22655,0.41365,0.1,1,black
CHOYP_LOC100175722.1.3.m.11427,61.0254,10.0642,0.1,0.1,0.1,0.1,23.98915,0.1,0.1,0.1,0.1,0.1,1,black
CHOYP_NEMVEDRAFT_V1G167853.1.2.m.20047,9.0272,1.24505,2.59015,0.49505,1.39925,2.2624,0.8663,0.9985,2.5893,1.3972,1.40335,0.1,1,black
CHOYP_SSPO.12.14.m.53188,11.9969,2.68005,2.57465,4.77045,1.60715,1.4006,2.36125,2.08275,1.7919,3.345,2.55955,2.94545,1,black
CHOYP_DYH1.1.1.m.46156,8.73725,2.93505,2.9348,2.015,0.8599,1.5698,2.2725,2.31035,1.7507,0.6958,2.312,0.9132,1,black
CHOYP_LOC757096.1.1.m.9762,10.47505,1.74525,1.5015,1.47805,0.79065,0.53185,2.21495,2.37895,0.4918,0.43425,2.38975,0.78115,1,black
CHOYP_TEKT3.1.1.m.37281,118.97745,37.7092,47.90965,48.27695,42.2018,34.3555,49.05235,36.1465,49.9384,44.7786,28.54065,25.8319,1,black
CHOYP_LOC579012.1.1.m.10830,25.4132,1.9777,4.81775,2.78105,0.1,0.949,6.87695,0.78295,3.2808,1.4767,0.1,0.1,1,black
CHOYP_LOC100377173.1.2.m.37698,33.79105,3.5058,7.4045,3.7507,0.1,0.1,4.92175,0.1,8.7857,0.1,1.3704,0.1,1,black
CHOYP_BRAFLDRAFT_117858.3.3.m.61651,45.9083,8.7348,10.5155,5.2524,4.23355,3.4207,10.477,7.01885,9.38855,2.72415,2.8396,3.8687,1,black
CHOYP_BRAFLDRAFT_123537.2.2.m.50531,42.65125,9.8187,10.32345,6.5658,0.1,0.1,9.0027,4.14965,9.2171,4.0149,1.4307,3.79805,1,black
CHOYP_AKD1.2.3.m.49697,14.2801,0.1,0.1,0.1,2.2142,0.1,2.1256,0.1,2.88335,1.2761,0.1,0.9292,1,black
CHOYP_LOC100374495.1.1.m.55368,152.828,50.4101,45.06025,61.53145,50.97145,41.42595,55.59835,48.5371,40.98305,44.0093,42.9663,62.0225,1,black
CHOYP_CARNS1.4.6.m.40244,11.3343,2.8758,0.1,0.1,0.1,0.1,0.64655,0.1,0.1,0.1,0.1,0.1,1,black
CHOYP_BRAFLDRAFT_63459.2.3.m.27933,30.61665,7.3503,2.0395,1.56455,1.67805,0.1,6.15895,2.8596,3.66475,1.64625,0.60075,0.5476,1,black
CHOYP_contig_025149.m.28635,80.9199,13.61065,0.1,0.1,0.1,0.1,11.3847,3.0817,0.1,0.1,0.1,2.87115,1,black
CHOYP_NEMVEDRAFT_V1G97278.2.2.m.63646,24.9204,4.85325,2.9045,2.2281,2.3611,3.81345,6.5804,3.9362,0.917,4.5617,3.9517,5.00815,1,black
CHOYP_TMEM2.3.4.m.10491,10.5637,0.5275,0.1,0.1,0.6011,0.1,0.5587,0.1,0.65165,0.1,0.1,0.1,1,black
CHOYP_contig_024424.m.27774,13.1906,0.1,0.1,0.1,0.76275,0.3429,0.1,0.1,0.1,0.28295,0.1,0.1,1,black
CHOYP_ACT.5.27.m.15585,563.3507,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1,black
CHOYP_PPIB.2.4.m.40019,8.7502,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1,black
CHOYP_PIDD.1.1.m.54294,8.6166,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1,black
CHOYP_LOC100548534.1.1.m.26484,11.07665,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1,black
CHOYP_LOC100497129.6.8.m.41866,30.3858,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1,black
CHOYP_contig_026106.m.29754,15.37995,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1,black
CHOYP_contig_008261.m.9575,58.2711,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1,black
CHOYP_contig_023655.m.26913,40.9,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1,black
CHOYP_LOC100369839.2.4.m.27857,25.19545,1.27385,0.1,0.1,0.1,0.1,2.53275,0.1,0.1,0.1,1.40895,2.5605,1,black
CHOYP_LOC581183.1.1.m.49767,33.9193,1.7979,0.1,0.1,0.1,0.1,3.76955,0.1,0.1,0.1,0.1,0.1,1,black
CHOYP_COCA1.3.6.m.49360,40.64145,0.1,0.1,0.1,0.1,0.1,7.3914,0.1,0.1,0.1,0.1,0.1,1,black
CHOYP_LOC100485485.1.1.m.27961,78.84705,0.1,0.1,0.1,0.1,0.1,11.1043,0.1,0.1,0.1,0.1,0.1,1,black
CHOYP_BRAFLDRAFT_100695.1.1.m.47761,50.10535,15.27395,24.68165,18.8372,9.25045,0.1,19.68005,17.3303,19.08865,10.22405,2.74115,6.0448,1,black
CHOYP_LOC100375784.2.6.m.7640,4.89115,2.35735,2.1671,2.28555,0.1,0.33125,2.04405,2.0955,1.6672,0.1,0.4664,0.47675,1,black
CHOYP_LOC100371909.1.1.m.30745,33.684,18.49505,13.4969,13.0372,5.9417,12.0578,14.7762,16.41505,13.1984,8.1601,14.49785,14.0235,1,black
CHOYP_DNAH5.2.2.m.61452,26.1408,14.2576,14.8691,10.28785,6.43915,10.08685,13.98735,11.908,11.8459,3.8268,10.3578,8.29325,1,black
CHOYP_DNAH7.2.2.m.46648,15.26375,8.0285,7.5798,5.6692,2.6919,6.03595,7.42515,7.7133,8.02045,1.7457,5.1507,5.0762,1,black
CHOYP_AKD1.3.3.m.63103,14.02985,6.38415,6.97015,4.3978,2.1754,4.54915,4.93575,6.5926,7.26295,2.11255,4.094,2.55365,1,black
CHOYP_DYHC.1.3.m.10664,35.62245,19.9859,21.152,15.3078,11.92025,19.7656,19.81735,21.64555,21.0596,9.5734,17.22555,13.0019,1,black
CHOYP_DYH2.1.1.m.28905,7.76445,4.0294,3.47945,0.81585,1.19315,1.13585,2.4848,3.2129,3.1121,0.64595,1.61505,1.0975,1,black
CHOYP_DNAH6.2.3.m.21512,7.0165,3.59165,2.97265,1.7628,0.6198,1.2313,2.1548,3.04955,1.93025,0.33075,1.6068,0.44185,1,black
CHOYP_LOC100374422.1.2.m.26376,11.57585,4.34355,4.21315,3.50915,0.7672,1.72,2.8745,4.01715,3.4266,0.623,1.5577,1.05855,1,black
CHOYP_TBA.1.6.m.12217,544.12625,198.43425,143.3838,112.79015,16.7105,280.26985,34.45415,140.54485,183.0576,83.7,50.3576,0.1,1,black
CHOYP_DNAH12.2.3.m.32353,5.85035,2.5393,2.5292,2.5487,1.81,2.7485,0.6132,3.1779,3.01395,1.6061,1.97865,1.79385,1,black
CHOYP_LOC100378255.1.1.m.63185,11.927,1.84895,3.4112,1.0457,0.56235,1.2647,0.96915,5.24765,5.18985,0.1,1.1098,0.5198,1,black
