GO,p.value,p.adj
GO:0000139,0.00172983339961305,0.35115618012145
GO:0005737,0.000205425060767388,0.0417012873357798
GO:0000408,0.00163559018540937,0.332024807638102
GO:0005634,0.00161766992988843,0.328386995767352
GO:0005829,0.00120212273969366,0.244030916157812
GO:0003334,0.00196222666825399,0.39833201365556
GO:0002949,0.000981835980773718,0.199312704097065
GO:0001745,0.00424420026767584,0.861572654338196
GO:0004831,0.000981835980773718,0.199312704097065
GO:0005874,0.00219796631742529,0.446187162437333
GO:0051085,0.00424420026767584,0.861572654338196
GO:0003382,0.00391868349757702,0.795492750008135
GO:0005856,0.00217332946496302,0.441185881387493
GO:0003779,0.0011817172336567,0.239888598432309
GO:0008379,0.00163559018540937,0.332024807638102
GO:0000421,0.00228870287804521,0.464606684243177
GO:0006418,0.00326717091706277,0.663235696163743
GO:0007042,0.000981835980773718,0.199312704097065
GO:0045202,0.000703997775905866,0.142911548508891
GO:0030154,0.00135353553870801,0.274767714357726
GO:0016209,0.00228870287804521,0.464606684243177
GO:0000422,0.00489475528918845,0.993635323705256
GO:0052856,0.000981835980773718,0.199312704097065
GO:0006437,0.000981835980773718,0.199312704097065
GO:0007269,0.00359300708217652,0.729380437681833
GO:0070181,0.00130879332458626,0.265685044891012
GO:0019901,0.0012950418331701,0.26289349213353
GO:0052857,0.000981835980773718,0.199312704097065
GO:1990932,0.00130879332458626,0.265685044891012
GO:0017101,0.00489475528918845,0.993635323705256
GO:0008089,0.00424420026767584,0.861572654338196
GO:0005790,0.00424420026767584,0.861572654338196
GO:0017102,0.000981835980773718,0.199312704097065
GO:0008090,0.00228870287804521,0.464606684243177
GO:0035458,0.00163559018540937,0.332024807638102
GO:0005938,0.000747960034031078,0.151835886908309
GO:0010977,0.00489475528918845,0.993635323705256
GO:0005875,0.0045695574967993,0.927620171850257
GO:0007519,0.0045695574967993,0.927620171850257
GO:0016079,0.000981835980773718,0.199312704097065
GO:0007266,0.00489475528918845,0.993635323705256
GO:0016188,0.00130879332458626,0.265685044891012
GO:0030036,0.000250574788873892,0.0508666821414001
GO:0006995,0.00163559018540937,0.332024807638102
GO:0007298,0.00424420026767584,0.861572654338196
GO:0007349,0.00130879332458626,0.265685044891012
GO:0030141,0.00391868349757702,0.795492750008135
GO:0008625,0.00228870287804521,0.464606684243177
GO:0007370,0.000981835980773718,0.199312704097065
GO:0031083,0.00196222666825399,0.39833201365556
GO:0007374,0.000654718048874822,0.132907763921589
GO:0007377,0.000981835980773718,0.199312704097065
GO:0031629,0.00196222666825399,0.39833201365556
GO:0032418,0.00228870287804521,0.464606684243177
GO:0044297,0.0045695574967993,0.927620171850257
GO:0007395,0.00196222666825399,0.39833201365556
GO:0032438,0.00196222666825399,0.39833201365556
GO:0048471,0.00413248380137101,0.838894211678316
GO:0007405,0.00294117489773884,0.597058504240984
GO:0034629,0.00130879332458626,0.265685044891012
GO:0043393,0.00196222666825399,0.39833201365556
GO:0050811,0.000981835980773718,0.199312704097065
GO:0007422,0.0026150189196223,0.530848840683326
GO:0097225,0.00294117489773884,0.597058504240984
GO:0007424,0.00326717091706277,0.663235696163743
GO:0007435,0.00326717091706277,0.663235696163743
GO:0048489,0.00228870287804521,0.464606684243177
GO:0007480,0.000981835980773718,0.199312704097065
GO:0048490,0.00326717091706277,0.663235696163743
GO:0051604,0.00130879332458626,0.265685044891012
GO:0072553,0.00130879332458626,0.265685044891012
GO:0008347,0.00294117489773884,0.597058504240984
GO:0097352,0.00228870287804521,0.464606684243177
GO:0099078,0.000981835980773718,0.199312704097065
GO:0009611,0.00359300708217652,0.729380437681833
GO:1902774,0.00130879332458626,0.265685044891012
GO:0010004,0.000981835980773718,0.199312704097065
GO:1902824,0.000654718048874822,0.132907763921589
GO:0016476,0.00130879332458626,0.265685044891012
GO:2000300,0.00326717091706277,0.663235696163743
GO:0003858,0.00228870287804521,0.464606684243177
GO:0030589,0.000654718048874822,0.132907763921589
GO:0030950,0.000981835980773718,0.199312704097065
GO:0032153,0.000654718048874822,0.132907763921589
GO:0034334,0.000654718048874822,0.132907763921589
GO:0035006,0.00130879332458626,0.265685044891012
GO:0035099,0.00130879332458626,0.265685044891012
GO:0035149,0.000981835980773718,0.199312704097065
GO:0035159,0.00228870287804521,0.464606684243177
GO:0035202,0.000654718048874822,0.132907763921589
GO:0035277,0.00196222666825399,0.39833201365556
GO:0035298,0.000654718048874822,0.132907763921589
GO:0035317,0.0026150189196223,0.530848840683326
GO:0042249,0.000981835980773718,0.199312704097065
GO:0044291,0.00228870287804521,0.464606684243177
GO:0045179,0.00326717091706277,0.663235696163743
GO:0045184,0.00489475528918845,0.993635323705256
GO:0045199,0.0026150189196223,0.530848840683326
GO:0046663,0.00130879332458626,0.265685044891012
GO:0050770,0.00359300708217652,0.729380437681833
GO:0051489,0.00294117489773884,0.597058504240984
GO:0051493,0.00228870287804521,0.464606684243177
GO:0070252,0.000654718048874822,0.132907763921589
GO:0070451,0.000654718048874822,0.132907763921589
GO:0070593,0.00196222666825399,0.39833201365556
GO:0071896,0.000654718048874822,0.132907763921589
GO:0071902,0.00130879332458626,0.265685044891012
GO:0090251,0.00163559018540937,0.332024807638102
GO:0090254,0.000981835980773718,0.199312704097065
GO:0090303,0.00196222666825399,0.39833201365556
GO:1901739,0.00130879332458626,0.265685044891012
GO:1903475,0.000654718048874822,0.132907763921589
GO:1904059,0.00130879332458626,0.265685044891012
