GO,p.value
GO:0001096,0.0413207302924873
GO:0004345,0.0413207302924873
GO:0005524,0.0114699704548137
GO:0005634,0.00112349788635974
GO:0005737,9.21060948851097e-06
GO:0005536,0.00664385600417757
GO:0033721,0.0413207302924873
GO:0005829,0.00122787709150124
GO:0005846,0.0413207302924873
GO:0007624,0.0413207302924873
GO:1901426,0.0413207302924873
GO:0016020,0.0298126377062682
GO:0005674,0.0277425491962409
GO:0046872,0.00355063722501592
GO:0050775,0.00995998768965971
GO:0005654,0.0012551918583797
GO:0010872,0.0277425491962409
GO:0010874,0.0277425491962409
GO:0009898,0.0442493622355422
GO:0017157,0.00664385600417757
GO:0007308,0.0413207302924873
GO:0031630,0.0277425491962409
GO:0010734,0.0413207302924873
GO:0032482,0.0232757323339609
GO:0060620,0.0277425491962409
GO:0048789,0.0277425491962409
GO:0048790,0.00822652948819533
GO:0046390,0.0413207302924873
GO:1904879,0.0413207302924873
