GO,p.value
GO:0005524,0.00062437468338773
GO:0000212,0.00142234519318968
GO:0002027,0.042149492720218
GO:0006479,0.042149492720218
GO:0005576,0.00216112521768666
GO:0015031,0.0117012675159032
GO:0005634,0.000735757741497656
GO:0005201,0.0236430826527187
GO:0003943,0.00107208305129944
GO:0004499,0.00226328927614999
GO:0000307,0.0283054009772392
GO:0005764,0.0214304057146379
GO:0005737,1.02261751165769e-08
GO:0005886,0.017666076501851
GO:0005739,1.56204152785446e-08
GO:0003723,0.00345438647173926
GO:0000175,0.00275253578353337
GO:0004364,0.0140107450335735
GO:0003676,0.00690413982355913
GO:0004127,0.042149492720218
GO:0004485,0.0283054009772392
GO:0000288,0.042149492720218
GO:0000290,0.00142234519318968
GO:0005829,0.00050381989204485
GO:0000900,0.0283054009772392
GO:0008276,0.0489957276650377
GO:0001882,0.0489957276650377
GO:0003735,0.0214304057146379
GO:0005525,0.00191476285448707
GO:0005929,0.0290073806145317
GO:0005200,1.11308279422627e-05
GO:0000398,0.00719988560604743
GO:0002168,0.0142566018084177
GO:0002092,0.0489957276650377
GO:0004757,0.0142566018084177
GO:0000226,0.0436351790771291
GO:0000070,0.0489957276650377
GO:0004550,0.0109486368609074
GO:0000738,0.0213067821595928
GO:0003283,0.0283054009772392
GO:0006584,0.0142566018084177
GO:0016491,0.000209888921549926
GO:0016429,0.0142566018084177
GO:0004065,0.00107208305129944
GO:0003875,0.0283054009772392
GO:0001829,0.0352528436741845
GO:0019722,0.0151039513236231
GO:0004386,0.0386268157930091
GO:0004165,0.0352528436741845
GO:0007369,0.00181965456287987
GO:0005758,0.0173955598754389
GO:0000331,0.0142566018084177
GO:0005730,0.000148701141259869
GO:0030745,0.0142566018084177
GO:0004126,0.0213067821595928
GO:0005133,0.0283054009772392
GO:0008119,0.0352528436741845
GO:0005794,0.00405184225403441
GO:0002903,0.0142566018084177
GO:0001510,0.0213067821595928
GO:0001046,0.0283054009772392
GO:0005744,0.0213067821595928
GO:0004745,0.0283054009772392
GO:0004356,0.0352528436741845
GO:0005623,0.00136205486612822
GO:0005680,0.042149492720218
GO:0008270,0.0368242386706935
GO:0001147,0.0142566018084177
GO:0005856,0.00041672947326417
GO:0008131,0.0352528436741845
GO:0005604,0.0115481239096056
GO:0009820,0.000515630189457933
GO:0002756,0.0142566018084177
GO:0005813,0.0374385883463989
GO:0014819,0.0213067821595928
GO:0003729,0.00486191632244949
GO:0005802,0.00172954239131328
GO:0004523,0.0283054009772392
GO:0005769,0.0358478841835904
GO:0006364,0.00109631176534904
GO:0003730,0.0250707303759403
GO:0052704,0.0142566018084177
GO:0006744,0.00226328927614999
GO:0001734,0.0213067821595928
GO:0008233,0.03231831473493
GO:0033897,0.000310925706653847
GO:0007283,0.00174388860410426
GO:0030150,0.042149492720218
GO:0006729,0.0283054009772392
GO:0061630,0.0110682370978636
GO:0004534,0.0213067821595928
GO:0047275,0.0142566018084177
GO:0031515,0.0213067821595928
GO:0033784,0.000515630189457933
GO:0008283,0.0266368843357973
GO:0005874,0.000430883119925181
GO:0030054,0.02494519672305
GO:0009617,0.0354181925109892
GO:0010880,0.0352528436741845
GO:0060043,0.0142566018084177
GO:0043022,0.01859280006967
GO:0017145,0.0352528436741845
GO:0042721,0.0142566018084177
GO:0042761,0.0213067821595928
GO:0043009,0.042149492720218
GO:0051300,0.042149492720218
GO:0043461,0.0142566018084177
GO:0052707,0.0142566018084177
GO:0033574,0.0489957276650377
GO:0031314,0.0489957276650377
GO:0010917,0.000515630189457933
GO:0046872,0.015778108447306
GO:0000495,0.0213067821595928
GO:0009986,0.0219129192892228
GO:0007601,0.03231831473493
GO:0042135,0.0352528436741845
GO:0014009,0.0142566018084177
GO:0061953,0.0142566018084177
GO:0070008,0.0213067821595928
GO:0005791,0.00822558888542083
GO:0019005,0.00660693218017269
GO:0021540,0.0142566018084177
GO:0016212,0.0352528436741845
GO:0000467,0.0489957276650377
GO:0010881,0.00142234519318968
GO:0061026,0.0142566018084177
GO:0006551,0.0142566018084177
GO:0008235,0.042149492720218
GO:0004532,0.0352528436741845
GO:0031076,0.0283054009772392
GO:0045039,0.0213067821595928
GO:0102758,0.0142566018084177
GO:0070876,0.0283054009772392
GO:0007017,9.40685707460596e-06
GO:0010940,1.33869258118442e-05
GO:0051044,0.0283054009772392
GO:0032027,0.0489957276650377
GO:0042572,0.042149492720218
GO:0010994,0.0142566018084177
GO:0006353,0.042149492720218
GO:0042402,0.0142566018084177
GO:0042692,0.042149492720218
GO:0080009,0.00226328927614999
GO:0070012,0.0213067821595928
GO:0050661,0.0250707303759403
GO:0019901,0.0169592765520957
GO:0004706,0.0213067821595928
GO:0021678,0.0213067821595928
GO:0006376,0.042149492720218
GO:0020037,0.00555302457067064
GO:0006397,0.0444289598571433
GO:0006914,0.0031324281153714
GO:0014810,0.0213067821595928
GO:0035726,0.0352528436741845
GO:0045665,0.00660693218017269
GO:0034388,0.0489957276650377
GO:0034774,0.0109486368609074
GO:0044458,0.00660693218017269
GO:0043333,0.0142566018084177
GO:0005923,0.0308103949238593
GO:1901407,0.0142566018084177
GO:0052548,0.0213067821595928
GO:0007282,0.0213067821595928
GO:0006699,0.0489957276650377
GO:0051289,0.000479099750569112
GO:0042393,0.0488667879748306
GO:0005123,0.042149492720218
GO:0036343,0.0142566018084177
GO:0047315,0.0213067821595928
GO:0007289,0.0283054009772392
GO:0072344,0.0283054009772392
GO:0006207,0.042149492720218
GO:0007563,0.0142566018084177
GO:0018206,0.0142566018084177
GO:0008135,0.0489957276650377
GO:0008655,0.0142566018084177
GO:0030425,0.0153481462270782
GO:0030619,0.0489957276650377
GO:0016422,0.0213067821595928
GO:0035578,0.00822558888542083
GO:0004518,0.0489957276650377
GO:0097224,0.0489957276650377
GO:0031145,0.0352528436741845
GO:0008111,0.0142566018084177
GO:0051091,0.0162324177647378
GO:0007417,0.01859280006967
GO:0055114,0.00410546222315758
GO:0046603,0.0142566018084177
GO:0048593,0.0489957276650377
GO:0047804,0.0213067821595928
GO:0032451,0.0283054009772392
GO:0008625,0.0489957276650377
GO:0019852,0.0352528436741845
GO:0006221,0.0283054009772392
GO:1905202,0.0283054009772392
GO:0031365,0.0142566018084177
GO:0014069,0.0282053362257034
GO:0043312,0.00146852367231122
GO:0009972,0.0213067821595928
GO:0033365,0.0044869337769039
GO:0030690,0.0142566018084177
GO:1905505,0.0213067821595928
GO:0019827,0.0058585435491389
GO:0035794,0.000515630189457933
GO:0006386,0.0142566018084177
GO:0000930,0.0283054009772392
GO:0006542,0.0352528436741845
GO:0051301,0.0323318408770203
GO:0008409,0.000769598444017266
GO:0008206,0.0213067821595928
GO:0061629,0.0213067821595928
GO:0007584,0.0210872984068033
GO:0051725,0.0352528436741845
GO:0044772,0.0142566018084177
GO:0050890,0.0213067821595928
GO:0070189,0.042149492720218
GO:0006968,0.0142566018084177
GO:0010360,0.0142566018084177
GO:0032259,0.0352528436741845
GO:0009041,0.0352528436741845
GO:1904813,0.0129533903448128
GO:0019858,0.0142566018084177
GO:0030691,0.0142566018084177
GO:0021861,0.0283054009772392
GO:0010594,0.0213067821595928
GO:0007527,0.0213067821595928
GO:0008300,0.0142566018084177
GO:0008484,0.00142234519318968
GO:0045177,0.0237114272558611
GO:0045737,0.0352528436741845
GO:0051294,0.0283054009772392
GO:0050649,0.0142566018084177
GO:0035722,0.0283054009772392
GO:0006971,0.0142566018084177
GO:0098794,0.0402706897725258
GO:0036396,0.0489957276650377
GO:0042779,0.0142566018084177
GO:0032585,0.042149492720218
GO:0018345,0.0283054009772392
GO:0008302,0.0352528436741845
GO:0009268,0.00328668878335715
GO:0051647,0.0283054009772392
GO:0070330,0.0213067821595928
GO:0042178,0.0283054009772392
GO:0070084,0.0283054009772392
GO:0036245,0.0213067821595928
GO:0006264,0.0283054009772392
GO:0031497,0.0283054009772392
GO:0042063,0.0283054009772392
GO:0019706,0.042149492720218
GO:0061575,0.0283054009772392
GO:0006919,0.00660693218017269
GO:0101020,0.0142566018084177
GO:0017108,0.0213067821595928
GO:0045174,0.0283054009772392
GO:0043069,0.00226328927614999
GO:0018209,0.0142566018084177
GO:0097014,0.0213067821595928
GO:0035235,0.0142566018084177
GO:0061157,0.0352528436741845
GO:0050839,0.0386268157930091
GO:0010632,0.00107208305129944
GO:0007249,0.042149492720218
GO:0030111,0.0283054009772392
GO:0050610,0.0213067821595928
GO:0043928,0.000166241694754439
GO:0031038,0.0142566018084177
GO:0036294,0.0142566018084177
GO:0043097,0.042149492720218
GO:0035067,0.042149492720218
GO:0007292,0.0352528436741845
GO:0048757,0.042149492720218
GO:0030507,0.00822558888542083
GO:0010976,0.0250707303759403
GO:0043137,0.0142566018084177
GO:0031156,0.0283054009772392
GO:0009451,0.0142566018084177
GO:0030723,0.0213067821595928
GO:0010882,0.0352528436741845
GO:0043627,0.00660693218017269
GO:0045876,0.0213067821595928
GO:0030140,0.042149492720218
GO:0060315,0.042149492720218
GO:0050072,0.0142566018084177
GO:0031164,0.0142566018084177
GO:0045980,0.0283054009772392
GO:0010587,0.0489957276650377
GO:0097487,0.0352528436741845
GO:0030724,0.0213067821595928
GO:0010803,0.0283054009772392
GO:0043488,0.0100024564802537
GO:0048256,0.0142566018084177
GO:0060316,0.0213067821595928
GO:0031288,0.0283054009772392
GO:0006924,0.0352528436741845
GO:1900746,0.0352528436741845
GO:0035183,0.042149492720218
GO:0051597,6.16799929247494e-05
GO:0060091,0.0489957276650377
GO:0030695,0.00107208305129944
GO:0036002,0.042149492720218
GO:0033298,0.0142566018084177
GO:1904724,0.0489957276650377
GO:2001046,0.0489957276650377
GO:0005827,0.0213067821595928
GO:0061580,0.00107208305129944
GO:0045006,0.0213067821595928
GO:0071243,0.0283054009772392
GO:0043169,0.0283054009772392
GO:0097065,0.0283054009772392
GO:0045190,0.0283054009772392
GO:1901687,0.0283054009772392
GO:0070177,0.0142566018084177
GO:0031264,0.0283054009772392
GO:0045830,0.0213067821595928
GO:0043004,0.0142566018084177
GO:0045211,0.00131053859244277
GO:0045172,0.0283054009772392
GO:0071034,0.0352528436741845
GO:0044325,0.0237114272558611
GO:0071044,0.042149492720218
GO:0032757,0.0044869337769039
GO:0071035,0.0489957276650377
GO:1990124,0.000769598444017266
GO:0045478,0.0352528436741845
GO:0071038,0.042149492720218
GO:1990726,0.0352528436741845
GO:0071051,0.00107208305129944
GO:0048134,0.0352528436741845
GO:0071049,0.0213067821595928
GO:0051260,0.0264608068525543
GO:2000766,0.0283054009772392
GO:0090503,0.0352528436741845
GO:0048135,0.0213067821595928
GO:0034138,0.0283054009772392
GO:2000009,0.0489957276650377
GO:0090669,0.0213067821595928
GO:0110008,0.0142566018084177
GO:0035666,0.0283054009772392
GO:1904872,0.0283054009772392
GO:0036289,0.0283054009772392
GO:0061572,0.0213067821595928
GO:0055037,0.0293311609684208
GO:0033292,0.042149492720218
GO:0043068,0.0213067821595928
GO:0043124,0.0058585435491389
GO:0033077,0.0489957276650377
GO:0034341,0.0352528436741845
GO:0036309,0.0283054009772392
GO:0044257,0.0489957276650377
GO:0036371,0.0283054009772392
GO:0045651,0.0213067821595928
GO:0043268,0.0489957276650377
GO:0060545,0.0142566018084177
GO:0051279,0.0489957276650377
GO:0070231,0.0142566018084177
GO:0070266,0.0213067821595928
GO:0051924,0.042149492720218
GO:0070513,0.0213067821595928
GO:0051928,0.0283054009772392
GO:0070926,0.0142566018084177
GO:0055117,0.0352528436741845
GO:0106137,0.0283054009772392
GO:0060307,0.042149492720218
GO:0071550,0.0213067821595928
GO:0070296,0.0283054009772392
GO:0070972,0.0283054009772392
GO:0097342,0.0283054009772392
GO:0086004,0.042149492720218
GO:0097343,0.0142566018084177
GO:0086005,0.0283054009772392
GO:0097527,0.0142566018084177
GO:0086014,0.0352528436741845
GO:1901026,0.0213067821595928
GO:0086015,0.0283054009772392
GO:1902041,0.0213067821595928
GO:0086046,0.0283054009772392
GO:1902042,0.0352528436741845
GO:0086066,0.0283054009772392
GO:1905206,0.0142566018084177
GO:0086070,0.0283054009772392
GO:1990000,0.0213067821595928
GO:0086091,0.042149492720218
GO:0098907,0.0283054009772392
GO:0098910,0.0283054009772392
GO:2001238,0.042149492720218
GO:0140031,0.0352528436741845
GO:2001240,0.0283054009772392
GO:1901018,0.0352528436741845
GO:1901019,0.0283054009772392
GO:1901021,0.0283054009772392
GO:2001259,0.042149492720218
GO:0101030,0.0283054009772392
