D_3_logFC_NSAF,D_5_logFC_NSAF,D_7_logFC_NSAF,D_9_logFC_NSAF,D_11_logFC_NSAF,D_13_logFC_NSAF,protein_ID
-0.0279276005923998,0.332516712686973,0.301594677481461,-0.249911855924662,0.0619271396169143,0.0116014102157598,CHOYP_1433G.2.2.m.63450
0.403048847057933,0.439314638266016,-0.0527085234729125,0.278789138658398,-1.15928872019991,-0.99765776579615,CHOYP_AADAT.1.1.m.12672
0,0,4.31288295528435,1.61682134726258,-1.31054293669254,-0.409187239549947,CHOYP_ALF.3.3.m.66837
1.00359003054461,-3.23289095571759,1.78855398359292,0,-3.39204259754869,-1.40685420682728,CHOYP_FUT8.1.1.m.9231
0.493747458163985,0.088316879567107,-0.0143793181093725,0.116528593758695,0.308201975387354,-0.495910336424459,CHOYP_FYN.1.1.m.44312
-0.178305157067491,0.00671064261167054,-0.467553804545714,-0.239457584256644,0.251334593962759,0.0764844194827639,CHOYP_G6PD.2.2.m.46923
-0.632621789958085,1.15243604200617,-1.27739499286309,0.0475532040738094,0.0152897032773955,5.69882966020385,CHOYP_GABPA.1.1.m.15077
3.8444860877578,-0.820844134840131,-1.62312279826381,-3.36876834909033,0,0,CHOYP_GACZ.1.1.m.42619
0.368767873568632,0.179401617105467,-1.62518019169225,-0.138256191704909,0.868688343501207,1.45490936228636,CHOYP_GAK.1.1.m.7017
0.0785118600880336,0,-4.26734852020245,0.945275109421227,0.0153047559378638,-1.09435032843838,CHOYP_GALT2.1.1.m.54493
-0.269829766412356,-0.928324699792553,-1.01075108891243,0.0459839413303298,-0.640863239831123,0.585078801513077,CHOYP_GAR1.1.2.m.9449
-0.144448441768287,-0.828629737329096,-1.16140479237191,-0.473411648942029,0.216342936175215,0.584131576927712,CHOYP_GBB.2.2.m.35274
0.151009917853979,-0.0332512716614968,0.138089638389456,0.326364310689675,0.206061132666853,-0.137579375438602,CHOYP_GBLP.6.7.m.57427
-1.46145060029188,-4.82237325344033,-0.344945769229043,-4.90539903996306,-5.56908090092155,0.557790689585759,CHOYP_AMACR.1.1.m.21950
-0.507779624216348,-0.412188011801273,0.0941337689024367,-0.373254029178766,0.763870767136891,0.167002007394298,CHOYP_GCC2.1.1.m.17251
0.494698504603767,0.504986286680827,1.18280205242042,-5.89837767297612,3.48529800936214,0.388621617497384,CHOYP_GCKR.1.1.m.51743
0.277572331832627,-0.0636082619321598,-0.309469241028422,-0.343861229531861,0.0312341683034605,-0.0760163117998407,CHOYP_GCN1L.1.1.m.1352
-0.347115357531054,-0.0234151784482908,0.0464244180513482,-0.116333554263439,0.0124513602081784,0.547104261230451,CHOYP_GCSP.1.1.m.46644
